exhibitor_name,email
AM Cube SAS,amcube84e@gmail.com
SOPHYSA SA,contact@sophysa.com
PRS Neoscan SARL,contact@prsfrance.com
Ets Saint Romain SA,info@saint-romain-sa.com
TRADE ART 2000 SPA,elenablasi@tradeart2000.com
Axilum Robotics SAS Axilum Robotics,info@axilumrobotics.com
CGR INTERNATIONAL S.A.,sandrine.lafage@cgr.fr
SELHA Group - EINEA SAS,commercial@einea.fr
SUBLIMED SAS,contact@subli-med.com
RESCOLL SARL,biomaterials@rescoll.eu
NEUROVIRTUAL USA Inc.,info@neurovirtual.com
MDB Texinov S.A.S.,aplat@texinov.fr
"Invest in Grenoble Isere, France",aepi@grenoble-isere.com
K-Active Europe GmbH,info@k-active.com
NeoMedLight SAS,contact@neomedlight.com
Medical Econet GmbH,info@medical-econet.com
pfm medical mepro gmbh,mepro@pfmmedical.com
Medicoplast International GmbH,info@medicoplast.de
"Generalzolldirektion, Direktion VI Zentralstelle Gewerblicher Rechtsschutz",DVIA24.gzd@zoll.bund.de
NASCO Health- Simulaids & LifeForm,info@simulaids.com
"Pepin Manufacturing, Inc. Midway Medical",converting@pepinmfg.com
Apoly GmbH,service@apoly.de
gematik - Gesellschaft für Telematikanwendungen der Gesundheitskarte mbH,info@gematik.de
Entscheiderfabrik Lounge - Messe Düsseldorf GmbH,
ACEOS GmbH,info@aceos.com
Mikrop AG,info@mikrop.ch
Steinmeyer Mechatronik GmbH,info@steinmeyer.com
Hittech Prontor GmbH,info@prontor.de
Fraunhofer-Institut für Lasertechnik ILT,info@ilt.fraunhofer.de
Fraunhofer ICT-IMM,info@imm.fraunhofer.de
CG.Tec injection SARL,c.flipo@cgtec.eu
Fraunhofer Institut für Zuverlässigkeit und Mikrointegration IZM,info@izm.fraunhofer.de
Fraunhofer-Institut für Siliziumtechnologie ISIT,thomas.knieling@isit.fraunhofer.de
Surfix BV,info@surfix.nl
DiaSys Diagnostic Systems GmbH,info@diasys.de
apra-plast Kunststoffgehäuse-Systeme GmbH,vertrieb@apra-plast.de
KTMED Inc.,sales@ktmed.com
Ring Maschinenbau GmbH,kontakt@ring-perforating.de
"GAPONET CO., LTD.",overseas@gaponet.com
Seoil Pacific Corporation,hyeonju@seoilpacific.co.kr
"M-Technology Co., Ltd.",mtkor@mtkor.com
"Mcube Technology Co., Ltd.",mcube@mcubetech.co.kr
"Hyundae Meditech Co., Ltd.",exsales@hyundaemed.co.kr
"UNIMEDICS CO., LTD.",unimedics_is@naver.com
"MSLINE ENG. Co., Ltd.",yjkwon1023@mslineeng.com
"D-Gate Co., Ltd.",john.cs.kim@d-gate.co.kr
"Corentec Co., Ltd.",juhwan.shin@corentec.com
Feel Tech Co. Ltd,wschoi@dbneedle.com
Micro Medi Inc.,ceo@emicrodisplay.com
"Firson Co., Ltd.",global@firson.co.kr
"M.I.Tech Co., Ltd.",kjcisl@mitech.co.kr
"Santa Barbara Imaging Systems, Inc.",alally@sbimagingsystems.com
"HNT Medical Co., Ltd.",sjjeon@hntmedical.co.kr
Transatlantic Handelsgesellschaft Stolpe & Co. GmbH,info@transat.de
"IDS Co., Ltd.",dsemed@dsemed.co.kr
Regen Lab SA,info@regenlab.com
"Genoray Co., Ltd.",jong@genoray.com
"Dae Yang Mechanics Co., Ltd.",info_hubex@naver.com
"Person Medical Co., Ltd.",personmedi@personmedi.co.kr
"Pervice Korea Co., Ltd",pervicekorea@gmail.com
"SG HealthCare Co., Ltd.",sales@sghealthcare.com
MEDSTER MEDICAL DEVICES AND HEALTHCARE SERVICES CO LTD,aysu@medster.com.tr
"BioMaterials Korea, Inc.",info@biomk.com
"Nanoomtech Co., Ltd.",joseph@nanoomtech.co.kr
Hong Kong Trade Development Council,frankfurt.office@hktdc.org
ASTRA SAS,paouizerats@astra-prod.com
Techno Concept SARL,admin@technoconcept.fr
Cousin Biotech S.A.S.,s.basseux@cousin-biotech.com
INGEN S.A. International Génétic Technolgies,ingen@ingen.fr
H2B SAS,info@h2b.eu
Deutsche Hochschule für Prävention und Gesundheitsmanagement GmbH,info@dhfpg.de
MEDTRON AG,info@medtron.com
PROREGITAS Medical Consulting,m.zimmermann@proregitas.com
Vogel Business Media GmbH & Co. KG,info@vogel.de
SOLSTEO SAS,contact@solsteo.com
CREATEMPS SARL,contact@createmps.com
Cousin Biotech S.A.S.,o.vanpeperstraete@cousin-biotech.com
ICARE SAS,communication@laboratoireicare.com
ACNIS International SAS,contact@acnis_titanium.com
IDMM SAS,thierry.simerey@idmm.fr
ALCIS SARL,contact@alcis.net
CCI FRANCHE-COMTE,
Manudo SAS Medical Tubing,eric.larcher@manudo.com
MEZIERE IDC GLOBAL DESIGN SARL,contact@meziere.fr
AACC,custserv@aacc.org
A/C Diagnostics LLC,all@anticancer.com
Acro Biotech Inc.,info@acrobiotech.com
"Alfa Scientific Designs, Inc.",sales@alfascientific.com
"Arlington Scientific, Inc.",info@arlingtonscientific.com
"Aalto Scientific, Ltd.",mtackabery@aaltoscientific.com
"AUDIT MicroControls, Inc.",mgastelum@auditmicro.com
"BioAssay Works, LLC",sales@bioassayworks.com
Biocare Medical LLC,international@biocare.net
"Bioresource Technology, Inc.",sales@brt-us.com
"Biomerica, Inc.",info@biomerica.com
Best of New England/ State of Maine,turk@mitc.com
State of Connecticut/Best of New England,laura.jaworski@ct.gov
Rhode Island Commerce Corporation,katherine.therieau@commerceri.com
"Calbiotech, Inc.",dbarka@calbiotech.com
"Block Scientific, Inc.",info@blockscientific.com
Chematics Inc.,info@chematics.com
"Chembio Diagnostic Systems, Inc.",info@chembio.com
Diagnostic Automation / Cortez Diagnostics Inc.,marketing3@rapidtest.com
Diazyme Laboratories,sales@diazyme.com
Dynex Technologies Inc.,customerservice@dynex.com
EastCoast Bio Inc.,info@eastcoastbio.com
"Epitope Diagnostics, Inc.",cs@epitopediagnostics.com
General Data Healthcare,talktous@general-data.com
GenPrime Inc.,bsomes@genprime.com
"IMMCO Diagnostics, Inc.",customerservicesgroup@trinitybiotech.com
HTI Diagnostics,distributor@htidiagnostics.com
"Inter Bio-Lab, Inc.",info@interbiolab.com
"Kova International, Inc.",dtatomir@kovaintl.com
Immunostics Inc.,sales@immunostics.com
"LumiQuick Diagnostics, Inc.",info@lumiquick.com
Micropoint BioScience Inc.,info@micropointbio.com
Moss Inc.,bmoss2@erols.com
Monobind Inc.,info@monobind.com
Nano-Ditech Corporation,info@nanoditech.com
Neogen Corporation Inc.,info_lifesciences@neogeneurope.com
Nittobo America Inc.,marketing@nittobous.com
Nova Biomedical Corporation,info@novabio.com
Oasis Diagnostics Corporation,info@4saliva.com
ONLINE Engineering Inc.,info@online-engineering.com
"Phoenix Diagnostics, Inc.",ajordan@phoenixdiagnositcs.com
"Pointe Scientific, Inc. MedTest",marketing@medtest.com
"Phoenix Healthcare Solutions, LLC",mikem@phoenix-hs.com
Precision Converting Solutions LLC,pcsinfo@pcs-wv.com
Precision Die Cutting - PDC LLC,jeff.bradbury@pdcintl.com
POREX Corporation,maria.decapua@filtrationgroup.com
Quidel Corporation,customerservice@quidel.com
Scherago International,sue.deveaux@jspargo.com
"ScyTek Laboratories, Inc.",scytek@scytek.com
"SDIX, LLC",sales@sdix.com
Teco Diagnostics,hello@tecodiagnostics.com
Unimed International Inc.,info@unimed.net
"VicTorch Meditek, Inc.",info@victorch.com
"Zytogenex USA, Inc. / Plexbio",contact@plexbio.com
ZTG Zentrum für Telematik und Telemedizin GmbH,info@ztg-nrw.de
MeMedix GmbH,info@memedix.de
Sunoptic Technologies LLC,
CIDELEC SA,export@cidelec.net
IMACTIS SAS,info@imactis.com
ORTHOTAXY SAS,nicolas.demanget@orthotaxy.com
MEDICA CONNECTED HEALTHCARE FORUM - Messe Düsseldorf GmbH,
PhysioFlow SARL Manatec Biomedical,info@physioflow.com
SANALOGIC GmbH,office@sanalogic.com
TECHTERA,contact@techtera.org
Miravas SAS,contact@miravas.fr
SURGIVISIO SAS,contact@surgivisio.com
TurnAid aps,sk@turnaid.dk
Robosoft Services Robots SAS,sales@kompai.com
SGS Germany GmbH,de.medical@sgs.com
TU Kaiserslautern,info@uni-kl.de
AIP MEDICAL SAS,aip@aip-plast.fr
"Response Care, Inc",info@rcareinc.com
MT Promedt Consulting GmbH,info@mt-procons.com
IPU Industries Ltd.,aaron@ipu.co.il
RKT Rodinger Kunststoff Technik GmbH,info@rkt.de
Volpi AG,mail@volpi.ch
JENOPTIK Polymer Systems GmbH,optoelectronics@jenoptik.com
CMOSIS Germany GmbH,info@cmosis.com
temicon GmbH,info@temicon.de
Wexim GmbH,ls@weximgmbh.de
Direx Systems GmbH,info@direxgroup.com
STERITRAYS LTD.,trays@steritrays.com
Zyno Medical LLC,info@zynomed.com
"Takasago Electric, Inc. Takasago Fluidic Systems",info@takasago-elec.co.jp
FLEIMA-PLASTIC GmbH,"info@fleima-plastic.de, info.fleima@masterflexgroup.com"
Teshima Corporation,
"Qualcomm Life, Inc.",qualcommlife@qti.qualcomm.com
Verband der Krankenhausdirektoren Deutschlands e.V. (VKD),g.kirchner@vkd-online.de
Unomedical A/S,info.infusion-set@convatec.com
Office of Trade and Investment State of Illinois,slysaght@illinoiseurope.com
DMK Kolding A/S,info@dmkkolding.dk
Copenhagen Capacity,rpe@copcap.com
Teknimed S.A.S,teknimed@teknimed.com
Fraunhofer-Institut für Integrierte Schaltungen IIS,info-bmt@iis.fraunhofer.de
Medix Biochemica Oy AB,medix@medixbiochemica.com
MEDIFF,info@mediff.fr
SIEVE FRANCE sarl,siegesocial@sieve-france.com
ILSA DIAGNOSTIC SARL,contact@ilsa-france.com
ARAYMONDLIFE SASU,contact@araymondlife.com
Holtex + SAS,info@holtex.fr
M TECHNOLOGIES SARL,contact@m-technologies-online.com
OSCADI SAS,olivier.longin@oscadi.com
Medical Process SAS,contact@medicalprocess.fr
Lamidey Noury Medical SARL,export@lamidey-noury.fr
MDOLORIS MEDICAL SYSTEMS SAS,contact@mdoloris.com
DIAGAST SAS,communication@diagast.com
CIR MEDICAL SARL,lionel.boulleret@cirmedical.fr
Dessillons & Dutrillaux SARL,sales@ddmedical.fr
Isis S.A.S. Intelligent Surgical Instruments and Systems,export@surgimedia.com
Union Plastic S.A.S,union-plastic@omerin.com
I-Care Cluster Auvergne-Rhone-Alpes,contact@i-carecluster.org
DARKIEWICZ & MONTASTER SAS VOG MEDICAL,yohan.simon@vogmedical.com
INVEST IN LYON - ADERLY,toma@investinlyon.com
"Axelgaard Manufacturing Co., Ltd.",support@axelgaard.com
Airinspace S.E,isabelle.vezole@airinspace.com
Groupe Evolucare Technologies SAS,commercial@corwin.fr
"MED-Fibers, Inc",l.hughes@med-fibers.com
Van Straten Medical BV,export@vanstratenmedical.com
AT&S Austria Technologie & Systemtechnik AG,info@ats.net
Apex Biotechnology Corporation,info@apexbio.com
AdvanDx / OpGen A/S,customerservice@advandx.com
USON Plast A/S,uson@uson.dk
Healthcare DENMARK,info@healthcaredenmark.dk
z-microsystems-gmbh,office@z-microsystems.com
Stadler Sensorik CNC Technik GmbH,info@stadlercnc.at
CDE GmbH,andreas.oyrer@cde.at
