HREF,CONAME,TEL,EMAIL,FAILMSG,BIZADD,DATE_SCRAPED 
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15971&sid=A8E1E63E96965A2706E2793300DA2BDC,EXTRA NATURAL SDN BHD,03 - 62622070,info@delifoodbraspro.com,,"5, JALAN DAMAR, SD 15/4B BANDAR SRI DAMANSARA  52200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85640&sid=15B1AE06A7454ED772F1CF77F585F9FB,FRUITA RAMA SDN BHD,03 - 56125929,des.lee@fruitarama.com,,"UNIT B-06-13, EMPIRE SOHO JALAN SS16/1 SUBANG JAYA 47500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66897&sid=679C113CFBF5AA50FEB14A4F719B92F4,NICE MERIT SDN BHD,03 - 80510463,nicemerit@gmail.com,,"11, JALAN MERANTI JAYA 9 TAMAN PERINDUSTRIAN MERANTI JAYA PUCHONG 47100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84636&sid=0D14108E5FBBB9B7B781466831B068E7,MAYARISH KIDDIES SDN BHD,03 - 55191757,mayarishkiddies@gmail.com,,"15-A, JALAN SENA 3/13A SECTION 3 SHAH ALAM 40000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84026&sid=8F5589E864B4EC8A34DDA65BC6DBE5C7,SURIA CERIA INDUSTRY SDN BHD,016 - 8080199,sm@suriaceria.com,,"LOT 3642, JALAN STAKAN MELAYU STAKAN JAYA FACTORY KUCHING 93250 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84019&sid=B2CDD1BB70124F63BF42FF5B0BC7616B,SILIBIN FLOOR MILLS,05 - 5273048,silibinfloormills@gmail.com,,26 LALUAN PERINDUSTRIAN 2 JALAN JELAPANG 30020 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84022&sid=A00D58A11403D4CBAD61EFCC2B22C210,RIHAYS GLOBAL ENTERPRISE,012 - 3668594,syahir.rihaysglobal@gmail.com,,479 LALUAN 14 TAMAN MERU 2A 30020 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84063&sid=0257DD676C201E0596CA4C8AF60D9C2C,ONE SINCERELY FOOD INDUSTRY SDN BHD,03 - 42878131,one.sincerely@gmail.com,,"2,JALAN 3/1 SERI MERDEKA COMMERCIAL PARK BANDAR BARU AMPANG 68000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84081&sid=A1912A10F95B5718D1C5B369CC15A599,ASIALINK ELITE SDN BHD,03 - 87242891,asialink.gst@gmail.com,,"LOT 3262, JALAN 18/36 TAMAN SRI SERDANG SERI KEMBANGAN 43300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84155&sid=B71924E844EDF5B7361909FBBED9575E,TITIAN KOTAMAS SDN BHD,03 - 27172841,mnfirdaus@intelligencepc.com,,LEVEL 28 CENTRAL PLAZA 34 JALAN SULTAN ISMAIL 50250 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84154&sid=A2A4A76A9D0D44A8A5EFB50B61D16F5B,SAN YANG ENTERPRISE SDN BHD,03 - 33240561,boey_lee88@hotmail.my,,29 JALAN HAJI ABDUL KARIM 53 OFF JALAN SUNGAI JATI 41200 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84162&sid=DBEFA9C37F0106FA126C8C88315AE2EC,MARITIME MINERAL RESOURCES SDN BHD,05 - 3112117,wisdomreach@yahoo.com,,49 JALAN LAPANGAN SIBER 5 BANDAR CYBER IPOH 31350 PERLIS,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84190&sid=2BF4D12A319F5E898CE0183ADDA6E173,CSS ECO FRESH SDN BHD,013 - 8815380,cssecofresh@gmail.com,,"3-3, BLOCK B UNI-SQUARE, JALAN KUCHING KOTA SAMARAHAN EXPRESSWAY 94300 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84219&sid=1ECAD8A246F0180449F1071D5970BDE9,GH DISTRIBUTOR & MARKETING SDN BHD,04 - 2269915,marketing@ghee-hiang.com,,216 MACALISTER ROAD  10400 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84599&sid=1D440BCBFC2E8FFDCC48A182DBD302B4,YUSA FOOD PRODUCTS SDN BHD,03 - 61410447,yusafoodproducts@gmail.com,,"6, JALAN CECAWI 6/23, SEKSYEN 6 KOTA DAMANSARA PETALING JAYA 47810 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84578&sid=E1A78EE97A7D1A63994533868146ACDE,PREMIUM METTA SDN BHD,03 - 33624873,info2metta@gmail.com,,"6 JALAN RODAT3/KU5 BANDAR BUKIT RAJA, KLANG 41050 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83448&sid=8E1FAE882548E443BF7F3B4C757AEB35,SHALIAS ENTERPRISE,013 - 3506682,asmah.arshad5253@yahoo.com,,"12, JALAN ANGGERIK 2E/3 SECTION PRIMA BERUNTUNG BUKIT BERUNTUNG, RAWANG 48000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83474&sid=521BD119A3478D556DB20AC0FD4B060E,PERNIAGAAN KKROZIE,019 - 7104908,kkrozie2013@gmail.com,,"302, JALAN DAMAI 1, TAMAN DAMAI SENAI KULAI JAYA 81400 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76104&sid=840BDAC175B339BFF8083AFDADBC93A2,KEEM RESOURCES & SERVICES,016 - 7151010,keemresourcess@gmail.com,,NO 21 JALAN SETIA TROPIKA 3/14 TAMAN SETIA TROPIKA  81200 JOHOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76340&sid=07768D896FEB5744A4521E25C18F750A,AQUARIGHT MARINE SUPPLIES SDN BHD,05 - 8410082,saykhiam.ooi@aquaright.com.my,,"NO 9 LORONG PERUSAHAAN PENGKALAN 4, TMN PERKHIDMATAN PERUSAHAAN PENGKALAN, TAIPING 34000 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83552&sid=66944EBF527587393976EA3D6E65B3F1,JAZS RICH SDN. BHD.,06 - 6307309,jazsrich.78@gmail.com,,"357, JALAN HARUAN 5/8 PUSAT KOMERSIAL OAKLAND 2 SEREMBAN 2 70300 NEGERI SEMBILAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83556&sid=2C50E55DC7A94CCB68ABD9E61C0307B5,GLOBAL BABA NYONYA HERITAGE SDN BHD,03 - 79870062,chtan2005@gmail.com,,A-32 MENARA NU 203 JALAN TUN SAMBANTHAN KUALA LUMPUR 50470 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81659&sid=AD477714BF27F34BFBE903A73A75EF12,GMP FOODS INDUSTRIES SDN BHD,03 - 78239366,gmpfoodsind@gmail.com,,"62, JALAN MEGA 2A TMN MEGA INDUSTRIAL PARK SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81752&sid=7FE1ECB8C332A7A1AEEA7C69A4755F05,SC FOOD INDUSTRIES SDN BHD,03 - 61589933,info@scfood.com.my,,"LOT 10, JALAN PBI 3 MAGILDS INDUSTRIAL PARK SUNGAI BULOH SUNGAI BULOH 47000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48859&sid=801047B3D41923B80CF598AA30F87F5F,MADAM SUN SDN BHD,06 - 2883096,steve.lau@madamsun.com,,"22 JALAN PK 8A, TAMAN PERINDUSTRIAN KRUBONG 75260 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83604&sid=31FDEE354D5C9ACDD163C90CC2561EED,SILVER LINING RESOURCE SDN BHD,082 - 576570,silverliningresource@gmail.com,,"PEJABAT PIBU KUCHING, BLOK B, TINGKAT 2 KOMPLEKS CIDB WILAYAH SARAWAK JALAN SULTAN TENGAH 93050 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81971&sid=7D65EE2C7015E29FCDC359DFBC1F7C67,ONE FINE SHOP SDN BHD,03 - 77294771,onefineshop@gmail.com,,18 LORONG 19/21A  46300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81746&sid=FCAF1AB89619E266F4D0F01419424EE2,SEAWORLD FRESH MART SDN BHD,03 - 61878301,swfmsb@gmail.com,,42 JLN 2/10B SPRING CREST INDUSTRIAL PARK 68100 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81803&sid=C0D9C330CB3A486E1030128FAA911C7F,GULF ASIA OILS AND FATS SDN BHD,03 - 21669099,arif@gulfasiaoils.com,,"15TH FLOOR TOWER 2, ETIQA TWINS JALAN PINANG 50450 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82961&sid=5483868314C92E50E642D065B6A9B667,MINSYAM SDN BHD,03 - 78428277,info@minsyam.com,,"G-G-21, JALAN PJU 1A/3M ARA DAMANSARA PETALING JAYA 47500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15878&sid=B130FC2D52899F9BD9868A733490E40E,IRFAZ EXPORTS SDN BHD,03 - 62001600,info@irfaz.com,,BLOCK L UNIT 8-1A 2 JALAN SOLARIS SOLARIS MONT KIARA 50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82974&sid=7F300783D4394E049B299C41FF55FDF8,MARKS FOOD SOLUTIONS SDN BHD,03 - 78062426,mark.foodsolutions@gmail.com,,12 JALAN PJU 3/41 SUNWAY DAMANSARA TECHNOLOGY PARK DAMANSARA 47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82970&sid=25FE41F6D088FF7CD287A00FFFD81EA0,ASIA GLOBAL CORPORATION LIMITED,08 - 7451799,chai@gulfasiaoils.com,,"UNIT LEVEL 11(A), MAIN OFFICE TOWER FINANCIAL PARK LABUAN, JALAN MERDEKA FEDERAL TERRITORY OF LABUAN 87000 LABUAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34298&sid=35C35A79A3D812204F44EFBBA952BA32,IIN WORLDWIDE SDN BHD,012 - 3939619,marketing@iinworldwide.com,,M-3-19 PLAZA DAMAS SRI HARTAMAS  50480 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81036&sid=3EEB6B08CB82C577EB0B31372E413624,CERUKKAMPONG FOOD INDUSTRIES SDN BHD,03 - 89991024,cerukkampong@gmail.com,,NO 21 JALAN PUJ 3/3 TAMAN PUNCAK JALIL BANDAR PUTRA PERMAI SERI KEMBANGAN 43300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82962&sid=E671E0F35FDE15EF87E8E38607E6DC8E,ILANICIOUS WORLDWIDE (M) SDN BHD,05 - 3220214,ilanicious@ymail.com,,"11 MEDAN STESEN 19/6 STATION 18, IPOH 31650 PERAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81047&sid=2459BEC5CF2AEEB069A80453D6A2EEBC,MSK INTERNATIONAL SDN BHD,03 - 80251818,mskintl09@gmail.com,,"7-6, JALAN USJ 9/5Q SUBANG BUSINESS CENTRE UEP SUBANG JAYA 47620 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81348&sid=FCBD4621AB0C68D2FB03BA99D0B050E5,RNS DISTRIBUTORS SDN BHD,03 - 50331673,trozita@rns-distributors.com,,A-5-10 EMPIRE TOWER SS16/1 SUBANG JAYA 47500 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81360&sid=3AF9ED28A7BA7BEE4B7EC65B184D8BE1,MAMA BEST FOOD MANUFACTURER SDN BHD,088 - 420008,mamabestbest14@gmail.com,,"LOT 10, RBF 3, IZ 2, LRG 1C KKIP SELATAN, JLN SEPANGGAR KOTA KINABALU 88450 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12686&sid=64AD43B76EF79F515E1BE4D0025192C5,AL-MUQARRAM HOLDINGS SDN BHD,03 - 32640199,wfhana@lemongrassworld.com,,"LOT 3714 BATU 22 PASIR TUNTUNG JLN KELANG (JK/228A), BKT ROTAN 45700 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81460&sid=F4B0DC1D3C96A48E262FF242692363F3,AZITON TRADING SDN BHD,019 - 3431063,zaisara@gmail.com,,"1653/1 JALAN SAUJANA, SUNGAI RAMAL DALAM KAJANG 43000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81344&sid=51E3A61E97FDB916B75C4BD13EFE8AD5,GIANT BOWL VEGETARIAN FOOD SDN BHD,03 - 87232862,sarah@ahimsa.com.my,,119A BATU 3 1/2 JALAN KLANG LAMA 58000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74823&sid=7A917E355F01568E6CA27066683CADCB,PAVIO INTERNATIONAL SDN BHD,012 - 4659975,paviointl@gmail.com,,"SUITE 8.01, 8TH FLOOR MENARA IGB MID VALLEY CITY LINGKARAN SYED PUTRA 59200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81465&sid=3F5FF80DE42E950BB3E388A4669DA51B,GLOBAL FOODIE NETWORK SDN BHD,4 - 5880551,francis@khimyancurry.com,,"28, JALAN PALA 12 KAW INDUSTRY RINGAN PERMATANG TINGGI BUKIT MERTAJAM 14000 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40402&sid=0B425BD9137F4C1D8298BAD9D50ACDB6,KHURRAM MATIN SDN BHD,016 - 6209366,sph1994@yahoo.com,,"NO.40-13, 2ND FLOOR JALAN LUMUT DAMAI KOMPLEKS WILAYAH PERSEKUTUAN 50400 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81573&sid=B08327C1E7806E1C4DE8C0E25426EF90,YAGUS FOOD INDUSTRIES SDN BHD,03 - 89622452,yagusfood@gmail.com,,LOT 1827-8(BASEMENT) JALAN KPB 1 TAMAN BUKIT BELIMBING 43300 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80763&sid=05796811F75CE0FA240192CEC43138C0,KEKAL TEGUH GEMILANG SDN BHD,088 - 499802,randaville@yahoo.com,,"LOT 1, TKT. 1, BLOK G, NO. G7-1-1 TAMAN INDAH PERMAI, JLN SEPANGGAR MENGGATAL, KOTA KINABALU 88450 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81526&sid=E6C35706C073C7F0A2D89F048C6F7186,RS GLOBAL TRADE SDN BHD,12 - 3844299,leemengfun@yahoo.com,,"38, JALAN SETIA INDAH U13/9T SECTION U13 SHAH ALAM 40170 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80332&sid=C96EB567BF81083F4F80DE20F3E5E9E5,HDC DISTRIBUTOR SDN BHD,03 - 51915073,hdcdistributor@gmail.com,,"10G, GROUND FLOOR JLN PUTRA MAHKOTA 7/6A SEC7, PUTRA HEIGHTS 40000 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12097&sid=100246D82164EA0695AFE723DF436732,BEHN MEYER INTERNATIONAL TRADING SDN BHD,03 - 80263333,bmcn@behnmeyer.com.my,,NO 5 JLN TP2 TMN PERINDUSTRIAN SIME UEP SUBANG JAYA 47600 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81609&sid=92A24EE70E6F7D82BFD91C1C7489FFB1,DEQYOUNG VISION ENTERPRISE,06 - 6777328,d.snax@ymail.com,,"39 TINGKAT BAWAH WISMA BUKTI TAMAN BUKTI, AMPANGAN SEREMBAN 70400 PAHANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5210&sid=37E4139C71D6DBEE6C56D7D82FBF8F62,IEZON SDN BHD,03 - 61511883,julietyeap@gmail.com,,NO.10 JLN PEKAKA 8/16C KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31324&sid=02AF3140AFD9F2F601BD2172B3D76365,NIFA TRADING,04 - 2820367,nifatrading@gmail.com,,2-F FREE SCHOOL ROAD GEORGETOWN  11600 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80331&sid=7081C4246F280933205169023963A889,GTI MERCANTE GROUP SDN. BHD.,03 - 78873519,corporate@gtimercante.com,,"SUITE 519, BLOCK A, LEVEL 5 KELANA BUSINESS CENTRE, 97, JALAN SS7/2 KELANA JAYA, PETALING JAYA 47301 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81589&sid=EE06CD84ADABAF88F1CDA84B00B77981,JS WARM FOODS SDN BHD,03 - 32915088,jswarmfoods.sb@gmail.com,,"7, JALAN PERMAI 2 OFF JALAN HAJI SIRAT KLANG 42100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80356&sid=A9CBA3D652D95496E8FEF7231EA81282,LUM TUCK LOY FOOD INDUSTRIES SDN BHD,03 - 90766028,kltfood@gmail.com,,"LOT 42, JALAN CJ1/6A KAW PERINDUSTRIAN CHERAS JAYA JLN BALAKONG 43200 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80352&sid=5E769530FD0B3E1383434C85A6FC3A39,TIRANA PRODUCTS SDN BHD,07 - 2324763,tiranaproducts@gmail.com,,"4, JALAN DATARAN 3 KAW PERINDUSTRIAN KEMPAS JOHOR BAHRU 81200 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80379&sid=6422A67B9A52A2448FC5C6FC0D7B4AE7,PORTMONT ENTERPRISE,03 - 62632003,portmont_enterprise@yahoo.com,,"11-1, JALAN PRIMA IMPIAN 6 TAMAN PRIMA IMPIAN SEGAMBUT 51200 KUALA LUMPUR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7554&sid=42E8D2F18915407BE69B4A7BBF93D244,OOI BENG HUAT FOOD INDUSTRIES SDN BHD,04 - 3231733,info@obhfood.com.my,,"4253, JALAN ONG YI HOW BUTTERWORTH  13400 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80355&sid=F236207F6AC707B88CE3AD31461B1F4C,DMH MARKETING & SERVICES SDN BHD,016 - 2835500,sales@dmhmarketing.my,,"A-5-10 EMPIRE TOWER, SS 16/1 SUBANG JAYA 47500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80350&sid=8FE78FB213FB61180EF04293FFF49D39,IS COOKIES HOUSE,016 - 7937533,iscookieshouse@yahoo.com,,"1, JALAN INSAF TAMAN DATO ONN JOHOR BAHRU 80350 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15165&sid=2A4B5BED88AA04FFFC141D366F94A489,TRUCHEMIC TECHNOLOGIES (M) SDN BHD,03 - 33933380,tctom@truchemic.com,,NO 1 JALAN KORPORAT 2/KU9 TAMAN PERINDUSTRIAN MERU KLANG 42200 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11289&sid=1212C507A9E3C11AD0B2A206D66E558F,P.A. FOOD SDN BHD,03 - 87242119,hsding@pa-food.com,,"2A, JALAN P4/7 SECTION 4, BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80695&sid=5189A1DCC3274F5C56EE9D349FAAB078,CONCORD EXCLUSIVE SDN BHD,016 - 8104889,gamtong@hkrecipe.com,,"G823, GROUND FLOOR 1 BORNEO HYPERMALL JALAN SULAMAN KOTA KINABALU 88450 SABAH",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75328&sid=DD7F5DE58F3F84B6368C2680479AF633,JALINAN PERSPEKTIF SDN BHD,012 - 6502256,jalinanperspektifsdnbhd@gmail.com,,"PLOT 134, KILANG VENDOR KAWASAN MELAKA HALAL HUB SERKAM KOTA DAMANSARA 77300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35343&sid=3F348198B4AFCF3AD1BA44A9FFB88F23,INSCEREALS SDN BHD,04 - 5887611,info@inscereals.com,,"37, LORONG PALA 4 KAW INDUSTRI PERMATANG TINGGI BKT MERTAJAM 14000 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80721&sid=59DFD271D49C431F5979CEF3D5CA6398,BAKTI DIMENSI (M) SDN BHD,012 - 5050252,soopeoh.chaw@gmail.com,,307 JALAN LONG JAAFAR TAMAN BERSATU TAIPING 34000 PERAK,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82840&sid=7AF1E90AC6A5D9EB290AD1295A80374D,JEJANTAS MEDIA SDN BHD,06 - 3191664,jejantasmedia@gmail.com,,"LOT 1024, BATU 4 MELAKA BARU BATU BERENDAM 75350 MELAKA",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82486&sid=6D36D5211801714BBE0BF10D33BF3C34,SAFFRON INTEGRATED MARKETING SDN BHD,03 - 55188404,info@tokguru.net,,"49 JALAN LAWAN PEDANG 13/27 SECTION 13, SHAH ALAM 40100 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80724&sid=38D2845E016EA403F7990F237C893276,AINS FOOD NETWORK,012 - 9696050,ainsfoodnetwork@gmail.com,,"462, LORONG TITIWANGSA 5 TAMAN BUKTI SETIA, AMPANGAN SEREMBAN 70400 NEGERI SEMBILAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70419&sid=F7F9DAC54158C05FC37B38D854B80186,POWER TECH RIVERIA TRADING,016 - 6133915,powertechriveria@hotmail.my,,"19-2A-2 TAMAN MUTIARA SUBANG JALAN MUTIARA SUBANG 7,SUBANG JAYA 47500 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43953&sid=9A3CF819AB3602B35F0C30CFADD027E3,AL ASIA CHEMICAL SDN BHD,04 - 3292323,sales@alasiachemical.com,,17 LORONG TERAS JAYA 7 KAW PERNIAGAAN TERAS JAYA BUTTERWORTH 13400 PULAU PINANG,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82779&sid=EC62B9CC5335664806E47CE17F629A1C,FEA FOOD SDN BHD,017 - 2455620,fiya.adzim@gmail.com,,"116 JALAN ALAM PUTRA 5 TAMAN ALAM PUTRA, SERI KEMBANGAN 43300 SELANGOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55364&sid=1616EC36CE336E133D34C6DA09BA3FD8,WMA TRADING SDN BHD,03 - 79832170,wma.2007@yahoo.com,,LOT 119-3 GEMILANG INDAH BUSINESS CENTRE BATU 3.5 JLN KELANG LAMA 58000 KUALA LUMPUR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7461&sid=35B82CE2FBCCA9BF5C28134238EBB56E,INDOMA (P.P.) SDN BHD,04 - 2814403,eleen@indoma.com.my,,"WISMA INDOMA, 322A, 2ND. FLOOR JALAN SLIM, OFF JALAN PERAK JELUTONG 11600 PULAU PINANG",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2134&sid=8068B19A6C657B55ED2C73DC43CAA735,LEE FAH MEE SDN BHD,082 - 451121,leefah@pd.jaring.my,,"JALAN SEMABA, OFF 5TH MILE PENRISSEN P.O. BOX 373 KUCHING 93706 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11544&sid=260F8AB711432F3017D8760913A18FD9,GOLD CARBON (M) SDN BHD,019 - 9822388,ritasarbani@gmail.com,,"LOT 356 & 357 2ND FLOOR, WISMA ZAINAL & MARIANI JLN SULTAN IBRAHIM KOTA BHARU 15050 KELANTAN",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12200&sid=4058786CD54ABF10BA5575FA4DB4AA0D,FEZUL FOODTECH SDN BHD,082 - 375294,fezulfoodtech@yahoo.com,,"20, LOT 1291, BLOCK 3, KILANG TERES MUARA TEBAS LAND DISTRICT, JALAN BAKO KUCHING 93050 SARAWAK",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82968&sid=A2A3D6B1223F9A574F44FBAD6806FF69,SOLUZIONI P.L.T.,03 - 33584053,soluzioni_sb@yahoo.com,,13 JALAN SETIA DAMAI U13/14A SETIA ALAM SHAH ALAM 40170 SELANGOR,'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13176&sid=6F9A385616D21808C013640897354212,TRANS WORLD CONFECTIONERY SDN BHD,07 - 5981221,transworldconfectionery@gmail.com,,"LOT 8153, JALAN HAI NAN KANG OFF LORONG SATU SENAI 81400 JOHOR",'2017-08-02
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80843&sid=9EC52F83DC358A979BDC3C8EF1230F37,AKMA ASA ENTERPRISE,012 - 9049960,akma.d.asa.enterprise@gmail.com,,"42, 28/13 JALAN SUNGAI JUDAH, TAMAN ALAM MEGAH SECTION 28 SHAH ALAM 40400 SELANGOR",'2017-08-02
