EMAIL,HREF,FAILMSG,CONAME,DATE_SCRAPED,TEL,BIZADD 
sales@sallee.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89884&sid=D2CFECD1CB22FBD5CC2A2A5D2E83AE17,,DNA HERBAL PRIDE INDUSTRIES SDN BHD,'2017-08-02,03 - 33259663,"27 LORONG BAHAGIA 4 OFF JALAN BATU UNJUR TAMAN CHI LIUNG, PANDAMARAN PELABUHAN KLANG 42000 SELANGOR"
voon@beverages.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11320&sid=F84DB2E2A5022FCC39A4F56AFB66CC89,,SUNDROP FRUIT JUICES SDN BHD,'2017-08-02,082 - 612359,"151, JALAN BATU KITANG KUCHING  93250 SARAWAK"
info.ndsgr@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43731&sid=D39FDA1F1D3A0A8A515CB85C6ECF859B,,NEW DESERT STAR TRADING SDN BHD,'2017-08-02,03 - 21169708,"SUITE 33.01 , 33RD  FLOOR MENARA KECK SENG, 203, JALAN BUKIT BINTANG KUAL LUMPUR 55100 KUALA LUMPUR"
lmcjob178@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71570&sid=A76C36AEC69D04D4CA9AE60315A019D7,,SI WORLD SDN BHD,'2017-08-02,088 - 268116,"1-2-1A, 2ND FLOOR BLOCK B, KOLAM CENTRE PH II, JALAN LINTAS LUYANG 88300 SABAH"
info@pamuri.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89932&sid=E338BF52D2EF583910D6BECB9773A29C,,PAMURI TOKUTOKUYA SDN BHD,'2017-08-02,03 - 77283384,"UNIT G-02, GROUND FLOOR BLOCK C JALAN SS 20/27, DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR"
sales@hanyaw.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36924&sid=F39FB1F8C37EF0610F5A8E86EF03B038,,HAN YAW ENTERPRISE SDN BHD,'2017-08-02,089 - 212073,"LOT 8D, BLOK 42 TINGKAT 1, LORONG 5 P.O.BOX 2300, SANDAKAN 90726 SABAH"
sales@ucopdemart.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92553&sid=1530F7A54FE558E01CECE524FB9C3C94,,UCP RESOURCES,'2017-08-02,03 - 27258035,LEVEL 32 MENARA ALLIANZ SENTRAL 203 JALAN TUN SAMBANTHAN KUALA LUMPUR CENTRAL 50470 KUALA LUMPUR
sz.fnbindustries@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92147&sid=B991F2EAF001B8330AE45158E28D3886,,SZ FOOD & BEVERAGE INDUSTRIES,'2017-08-02,017 - 0176360161,"23-0-33, BLOK 32 JALAN 9/2A TAMAN WILAYAH SELAYANG 68100 SELANGOR"
1270742367@qq.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92544&sid=E63B6E90B87E75A4CCCC0836959CBAFB,,APP HOUSE SOLUTION,'2017-08-02,012 - 2636737,7777 JALAN MUAR TANGKAK 84900 JOHOR
xinkimhuat.pontian@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92146&sid=360AE01C675D24054A55712D65E26AB8,,XIN KIM HUAT MARKETING (M) SDN BHD,'2017-08-02,07 - 6870410,LOT. PTD 9328 BT 35 JALAN PERINDUSTRIAN 5 PONTIAN 82000 JOHOR
info@ogyberry.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92533&sid=6EA694019012C91A80895C2AA027F134,,HEALVIVER SDN. BHD.,'2017-08-02,03 - 89472331,BLOCK F2 UPM-MTDC TECHNOLOGY CENTER UNIVERSITI PUTRA MALAYSIA UPM SERDANG 43400 SELANGOR
linda_33lee@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61578&sid=47390C8F28DA91E8967BD10442A3BC83,,KLANG TRAIN STATION SDN BHD,'2017-08-02,03 - 33417755,10A JALAN GOH HOCK HUAT KLANG 41400 SELANGOR
osmtmalaysia@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89065&sid=377C818B2BECFD8FCDB7290A392DFD68,,OSMT ENTERPRISE,'2017-08-02,017 - 3681819,1699 TAMAN TKK BT 3 1/2 JLN PANTAI 71050 NEGERI SEMBILAN
preevia2u@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67940&sid=5915026647E9E629DBD99C2567FBA079,,ENERGY BUILDER NETWORK SDN BHD,'2017-08-02,03 - 87375691,"LOT B-2A-1A, JALAN PRIMA SAUJANA 2/G TAMAN PRIMA SAUJANA KAJANG 43000 SELANGOR"
nbc_marketing_ipoh@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65994&sid=C53357FAF9094C9F681B3A72B4A3DA65,,KINGVIT F & B INDUSTRIES SDN BHD,'2017-08-02,05 - 3229433,"38, PERSIARAN WIRA JAYA TIMUR 22 TAMAN TIMAH IPOH 31350 PERAK"
info@tanoshiidezato.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83734&sid=1F6413459930AEA4959E3905BFC16BEC,,TANOSHII DEZATO GROUP SDN BHD,'2017-08-02,03 - 77316256,BLOK 3-10-9 PERDANA EMERALD JALAN PJU 8/1 DAMANSARA PERDANA PETALING JAYA 47820 SELANGOR
kaishun.int@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78870&sid=131CFDC2502D3724625A4C0F944E6084,,KAISHUN INTERNATIONAL SDN BHD,'2017-08-02,03 - 51921920,"3, 2ND FLOOR LORONG 8/1D PETALING JAYA 46050 SELANGOR"
kitjansolution@yahoo.com.hk,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51359&sid=592E0EF01B4F6D8409D77473E3DE0EE2,,KITJAN SOLUTION (M) SDN BHD,'2017-08-02,05 - 2815157,"71&73, HALA PERUSAHAAN KLEDANG UTARA 1 MENGLEMBU INDUSTRIAL PARK  31450 PERAK"
malcoplusbox@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51601&sid=DE510CF4DF4E6CF2DB3302626316A55E,,MALCOPLUS FOODS INDUSTRY SDN BHD,'2017-08-02,05 - 3131361,"6, PERSIARAN INDUSTRI RAPAT 2 PERINDUSTRIAN SRI RAPAT IPOH 31350 PERAK"
jelebugaharu@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92900&sid=BD76C16A62321A851ED98D849C42577A,,JELEBU GAHARU RESOURCES,'2017-08-02,03 - 89202845,206B-3 KOMPLEKS DIAMOND BANGI BUSINESS PARK BANDAR BARU BANGI 43650 SELANGOR
pa.asiawellnessformula@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92913&sid=1736B848FB20439E4CA361CAD105E236,,ASIA WELLNESS FORMULA SDN. BHD.,'2017-08-02,03 - 89943000,LOT 1-5 INNOVATION HOUSE LEVEL 1 RESOURCE CENTRE TECHNOLOGY PARK MALAYSIA LEBUHRAYA PUCHONG-SG. BESI BUKIT JALIL 57000 KUALA LUMPUR
bri@cozzo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44279&sid=0EE803862E5417ABB6167FDEFAF705FB,,COZZO FOOD INDUSTRIES SDN BHD,'2017-08-02,04 - 4422133,"A133, JALAN 2B, KASAWAN PERUSAHAAN SUNGAI LALANG, SUNGAI PETANI  08000 KEDAH"
kim@imexcel.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92963&sid=DBDFD059C124126F7D19C5395BC0E063,,IMEXCEL SDN BHD,'2017-08-02,03 - 51212693,16B JALAN ANGGERIK VANILLA Z 31/Z KOTA KEMUNING SHAH ALAM 40460 SELANGOR
jos6282@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93605&sid=48E458A006A970C5F9586DBADA58C4C0,,BORNEO FAMOUS ENTERPRISE,'2017-08-02,088 - 231926,LOT 27 TINGKAT BAWAH BLOK C KEDAI BUNDUSAN COMMERCIAL CENTRE PENAMPANG 88300 SABAH
tckhaw@goldchoice.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13261&sid=2D5A06F0A06E3F662C1E053FC8B9DE45,,GOLD CHOICE FOOD INDUSTRIES SDN. BHD.,'2017-08-02,04 - 5070988,"PLOT 107, JALAN PERINDUSTRIAN BUKIT MINYAK 2, BUKIT MINYAK INDUSTRIAL PARK, 14100 SEBERANG PERAI TENGAH, PENANG, MALAYSIA. 14100 PULAU PINANG"
coffeesho66@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73786&sid=C9B6FC736EE2B8912F807994C5FCECBA,,COFFEE SHO SDN BHD,'2017-08-02,03 - 80759611,12-01 JALAN KENALI 18 BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR
captr866@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82241&sid=C3397147031F60C10C061C197C1A0B95,,AREMGO GLOBAL SDN BHD,'2017-08-02,013 - 3400098,302B LORONG PERAK MELAWATI SQUARE TAMAN MELAWATI 53100 KUALA LUMPUR
mamaginger13@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93647&sid=95EDA193751B942FE46DE5834B33308C,,MAMA ORGANIC GINGER SDN BHD,'2017-08-02,04 - 7726728,NO113 JALAN TANDOP 1 KAWASAN PERUSAHAAN TANDOP BARU ALOR SETAR 05400 KEDAH
hikmahconsultancyandmarketing@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87262&sid=F3761BF7565BCDE9D88FE95BB8191D1C,,HIKMAH MARKETING & CONSULTANCY SDN BHD,'2017-08-02,03 - 41444885,50-2 BLOK G PLATINUM WALK NO 2 JALAN LANGKAWI SETAPAK 53300 KUALA LUMPUR
isotexservices@yahoo.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92044&sid=C5DDD4FF9E81F497F49C5857AB0103FD,,FIGS FIESTA ONE MALAYSIA SDN BHD,'2017-08-02,03 - 42574491,A-0-7 SETIAWANGSA BUSINESS SUITE NO1 JALAN SETIAWANGSA 11 TMN SETIAWANGSA 54200 KUALA LUMPUR
serimahanur1929@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93620&sid=948C41BDFF6961C6452A9A2D009E8842,,SERI MAHANUR ENTERPRISE,'2017-08-02,017 - 8873420,A-0-09 LORONG TM 4/3 TAMAN MERPATI  70450 NEGERI SEMBILAN
jessica@jnk2u.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93692&sid=4B631E09ED6EB6250361888C3E18C516,,JNK INTERNATIONAL SDN. BHD.,'2017-08-02,012 - 6988591,NO19 JALAN SETIA PERDANA U13/26D SHAH ALAM 40170 SELANGOR
charlie_ng_nzh@qq.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76211&sid=908BB918DF550A416D45FFA6D13947EC,,GOLDEN AGE ONE STOP CENTRE SDN BHD,'2017-08-02,03 - 21422615,"SUITE 729 7TH FLOOR SUN KOMPLEKS, JALAN BUKIT BINTANG 55100 KUALA LUMPUR"
y_thien@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93737&sid=A88C6670BD8C30E67F235D02100C8F61,,VCM KONIG INDUSTRIES SDN BHD,'2017-08-02,012 - 2108191,28 LORONG CP 6/45 CHERAS PERDANA BATU 9 3/4 JALAN CHERAS 43200 SELANGOR
syauqiibnihajar@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93716&sid=B37C3DAC4BF19C8C5EA1721C476499FB,,AMPEL GLOBAL TRADING SDN BHD,'2017-08-02,017 - 6307141,T/S LOT 1008 MK PENGKALAN KUNDUR JALAN LENCONGAN BARAT ALOR SETAR 05050 KEDAH
razabioherb2008@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93799&sid=AE625B1DE5660E76880CAA4FCE574E52,,RAZA BIO HERB ENTERPRISE,'2017-08-02,019 - 9950011,LOT 881 KAMPUNG TASEK PASIR AKAR JERTEH 22000 TERENGGANU
hendryac2@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93806&sid=F7C4ABBB323DCF64CE52B9D70AC605FF,,PEMBORONG MANGKAB ENTERPRISE SDN BHD,'2017-08-02,013 - 8916588,KILOMETER 77 JALAN KOTA KINABALU-TAMBUNAN KAMPUNG BOTUNG PETI SURAT 97 TAMBUNAN 89657 SABAH
nyonyamanis.m@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93791&sid=838BCB439BBF8085A7575779697D9A10,,NYONYA MANIS (M) SDN BHD,'2017-08-02,012 - 2365248,NO 1 JALAN GANGSA SD5/3F BANDAR SRI DAMANSARA  52200 SELANGOR
sebastian.greenfood@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67730&sid=A71EEA0C218E66525CC2694BBB35934A,,GREEN COLOUR FOOD SDN BHD,'2017-08-02,03 - 79571284,"B4-07,PJ INDUSTRIAL PARK, SECTION 13 JALAN KEMAJUAN PETALING JAYA 46200 SELANGOR"
lenangtimur@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60114&sid=2CC74DF6DB3471546F78E4A365F48879,,LENANG TIMUR SDN BHD,'2017-08-02,06 - 6716267,"46, JALAN BUNGA RAYA 7 TAMAN TASIK JAYA SENAWANG, SEREMBAN 70400 NEGERI SEMBILAN"
purplestars_fb@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58561&sid=06175274D37F689067093E2FE409EC16,,PURPLE STARS FOOD & BEVERAGES (M) SDN BHD,'2017-08-02,06 - 7676981,"31, JALAN LOMBONG EMAS 4 SEREMBAN LIGHT INDUSTRIAL PARK JALAN TUN DR. ISMAIL, SEREMBAN 70200 NEGERI SEMBILAN"
enquiries@bioconnexion.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93933&sid=C8829631B9ADBA9CF643BA08067B30F2,,BIOCONNEXION SDN BHD,'2017-08-02,03 - 22973603,3.02D EAST WING LEVEL 3 MENARA BRDB 285 JALAN MAAROF BUKIT BANDARAYA 59000 KUALA LUMPUR
simjithing@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89882&sid=B7EF9AA892E9B116CEC86B394F3465F0,,JIT HING FOOD STUFF SDN BHD,'2017-08-02,07 - 4151313,14 JALAN KAPAL LAYER 1 TMN PERINDUTRIAN KAPAL LAYER BATU PAHAT 83010 JOHOR
jusim@chemicalsolutions.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73435&sid=CB73CCD4F1CB6AFE544FAC41BAAE11F3,,MICROTHERM SDN BHD,'2017-08-02,03 - 51928333,"19 & 21, JALAN BAGAN TERAP 26/11 SECTION 26, KAW PERINDUSTRIAN HICOM SEKTOR B, SHAH ALAM 40000 SELANGOR"
eweheng@drinkeveryday.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12548&sid=223CD6B950A2E105E2BC30C6227B97C9,,NDF FOOD INDUSTRIES SDN BHD,'2017-08-02,07 - 3881711,"11, JALAN SRI PLENTONG 3 TAMAN PERINDUSTRIAN SRI PLENTONG MASAI 81750 JOHOR"
bigthreecoffee@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94230&sid=969ACB8D670A2AD1375884BB358398ED,,BIG THREE TRADING,'2017-08-02,03 - 80665733,7-G JALAN PUTERI 2/2C BANDAR PUTERI PUCHONG 47100 SELANGOR
jinhui.birdnest@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92624&sid=B607ACF58CB9A65831B5CE4DFDF5D6B7,,JIN HUI (M) SDN BHD,'2017-08-02,016 - 4046365,8 LORONG MACHANG BUBUK INDAH 4 TAMAN PERINDUSTRIAN MACHANG INDAH BUKIT MERTAJAM 14020 PULAU PINANG
admin@behscafe.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94252&sid=34B35D208314594B97BA88CC37156DFC,,BEHS FOOD INDUSTRIES SDN BHD,'2017-08-02,012 - 4071666,47 JALAN PENAGA JELUTONG  11600 PULAU PINANG
kim@greenimage.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11543&sid=88F1BAC79BE49BBBE39225DB744C1C18,,FMC GREENLAND SDN BHD,'2017-08-02,03 - 80608313,NO 18 JALAN BP 5/11 BANDAR BUKIT PUCHONG PUCHONG 47100 SELANGOR
bgldelights@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93584&sid=27E19533E19BE043C7436FD29D092806,,BGL DELIGHTS SDN BHD,'2017-08-02,018 - 3899373,"A701-A704, BLOCK A, MENTARI BUSINESS PARK JALAN PJS 8/5, BANDAR SUNWAY PETALING JAYA 46150 SELANGOR"
kxtrading@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94368&sid=B82FD7909499E2F334A72E4B87B56CDA,,K&X TRADING SDN. BHD.,'2017-08-02,012 - 3745748,40 JALAN PUTRA PERMAI 10/2C PUTRA HEIGHTS SUBANG JAYA 47650 SELANGOR
mm@fortuneresources.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94330&sid=AD4A76C0F99E7105E19E75823B07950C,,FORTUNE MUNAWWARAH SDN BHD,'2017-08-02,019 - 4708282,2363 PERSIARAN SUNGAI GELUGOR 2 GELUGOR  11700 PULAU PINANG
megabeautech@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94405&sid=FDA5B4E93DEEC0267E5EFA68D5BF5183,,MEGA BEAUTECH MARKETING,'2017-08-02,012 - 6244524,NO 19 JALAN PP 4/13 TAMAN PUTRA PRIMA PUCHONG 47100 SELANGOR
hisbro@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94360&sid=8A303E41C28BC536A0DE83E725E939C2,,HISBRO SDN BHD,'2017-08-02,03 - 61882242,NO 40-2A 2ND FLOOR JALAN 2 BATU CAVES CENTRE POINT 68100 SELANGOR
biolifesolutions88@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94389&sid=593658896FCF6B3FE60B830819D7ED93,,APB STANDARD SDN BHD,'2017-08-02,03 - 87406720,LOT 6 JALAN RIA 3 TAMAN PERINDUSTRIAN RIA BATU 18 OFF JALAN SEMENYIH KAJANG 43000 SELANGOR
admin@mirzamarine.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94475&sid=FB6BB5F59CE8E07D3F167E13EA97D075,,MIRZA MARINE SDN BHD,'2017-08-02,03 - 41629282,LOT 314 B JALAN NEGARA MELAWATI SQUARE  53100 KUALA LUMPUR
admin@kopisunnah.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94404&sid=220726C71B10B2C23A515DE741427714,,ANNAJAH INTEGRATED MARKETING SDN BHD,'2017-08-02,09 - 7967777,LOT PT 8275 KAMPUNG SALAK TANAH MERAH 17500 KELANTAN
bengwei2003@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94478&sid=A14E40766FCEB55A3330ED9BE7BF625D,,MULTITASTE TRADING SDN BHD,'2017-08-02,012 - 4256677,I AVENUE 3-78 JALAN KAMPUNG RELAU BAYAN BARU BUKIT JAMBUL BAYAN LEPAS 11900 PULAU PINANG
snowberry2u@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9827&sid=B2B2AD13E0BDE5C4F195886C912BB26D,,SNOWBERRY (MALAYSIA) SDN BHD,'2017-08-02,03 - 55693670,"28, JALAN U1/44 TEMASYA INDUSTRIAL PARK GLENMARIE, SHAH ALAM 40150 SELANGOR"
wanleetrading@hotmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74796&sid=01D9B2D79C2A9DA78A4F4AF18C4697CF,,WANLEE TRADING SDN BHD,'2017-08-02,05 - 6913763,"41, PERSIARAN PM 2/2 PUSAT BANDAR SECTION 2 SERI MANJUNG 32040 PERAK"
info@qinomarketing.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89796&sid=B07072013256C28B115F3079AAD94667,,KINO SOLUTION & SERVICES,'2017-08-02,03 - 89120372,NO 19 JALAN TPK 2/6 TAMAN PERINDUSTRIAN KINRARA PUCHONG 47180 SELANGOR
tuahbakery@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94538&sid=70B46CA52699DA0557F75305704C4B71,,TUAH BAKERY,'2017-08-02,016 - 8331303,LOT 4 GROUND FLOOR TAMAN FAJAR MENGGATAL PHASE 3 KOTA KINABALU 88450 SABAH
makcunjutawans@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96095&sid=BB5E4DB58674037869C4504B52D82914,,MAK CUN JUTAWAN SDN BHD,'2017-08-02,03 - 41076367,2-2A JALAN UP 1/5 TAMAN UKAY PERDANA AMPANG 68000 SELANGOR
chinmau@tunasmanja.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86775&sid=CFDB316FA88AFFF3A74DA3A24539DBD9,,CHIN MAU IMP & EXP SDN BHD,'2017-08-02,09 - 5679888,B30-B40 JALAN AIR PUTIH KUANTAN 25300 PAHANG
chekhup@chekhup.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9816&sid=1AFE22C7C729DFDBF09A48B11350AABE,,CHEK HUP SDN BHD,'2017-08-02,05 - 5266268,"SD 2567-D, LOT 34144 2 1/2 MILE, JALAN JELAPANG IPOH 30020 PERAK"
appletreefood@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96219&sid=CFAC839A1307687EE1FBF72C579EE369,,APPLE TREE FOOD TRADING SDN. BHD.,'2017-08-02,018 - 2670828,12A JALAN MEGA 7 TAMAN MEGA JAYA CHERAS 56100 KUALA LUMPUR
therbs.my@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96269&sid=FEFA08C5378C98719359B8AC809507F3,,T HERBS SDN BHD,'2017-08-02,09 - 5133097,B-12 GROUND FLOOR PUSAT KOMERSIL SEMAMBU JALAN SEMAMBU KUANTAN 25300 PAHANG
tropikagreenleaf@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96251&sid=5561A410FD34388ACA4FF7AD7E7C5E82,,TROPIKA GREEN LEAF SDN BHD,'2017-08-02,03 - 89583442,NO 7-1 BLOCK B JALAN ATMOSPHERE 3 PUSAT PERNIAGAAN THE ATMOSPHERE BANDAR PUTRA PERMAI 43300 SELANGOR
chris.0311@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96265&sid=8FE2418868AD479727220378250F2287,,COFFEE TOWN SDH BHD,'2017-08-02,03 - 24150437,NO 346 GROUND FLOOR JALAN PUDU 55100 KUALA LUMPUR
ntsask@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96275&sid=FFA8C4A571ED079409737B4DA29FACF8,,NTS SOLUTION & SERVICES,'2017-08-02,011 - 21284750,11 JALAN SS25/13 PETALING JAYA 47301 SELANGOR
teatreestory@gmail.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92524&sid=793E017408E59441FD7A3D2F1C7ACC39,,TEA TREE STORY SDN BHD,'2017-08-02,012 - 4839653,2202 LORONG MAK YONG 1 TAMAN RIA JAYA SUNGAI PETANI 08000 KEDAH
JACE@MEGA1.MY,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96359&sid=075E458EDD0819B5B31F9A36A5646129,,MJ EXPRESS INTERNATIONAL SDN BHD,'2017-08-02,017 - 9128660,D-S-5-01 METROPOLITAN SQUARE BLOCK D OFFICE SUITES NO 2 JALAN PJU 8/1 BANDAR DAMANSARA PERDANA PETALING JAYA 47820 SELANGOR
kirahaqglobal@yahoo.com.sg,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64379&sid=3A1D3A946D886939907804C0A5EEE2FD,,KIRA HAQ GLOBAL MARKETING SDN BHD,'2017-08-02,06 - 2636306,"LOT 125 ANCHOR BUILDING MELAKA HALAL HUB SERKAM INDUSTRIAL AREA, MERLIMAU 77300 MELAKA"
sade@outlook.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96368&sid=00600DE2A642ECD626C369CFD86FDE51,,SABR AD DHUHA ENTERPRISE,'2017-08-02,04 - 9862627,NO 3 NURSERI UTARA JALAN PADANG NYU ARAU 02600 PERLIS
Doubley88@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96090&sid=060498B67C8226E89E42B6BC704CF505,,DOUBLE Y F&B TRADING,'2017-08-02,012 - 6773637,NO 13 JALAN DAMAI 4 TAMAN DAMAI INDAH 43000 SELANGOR
brian@sweethomecandied.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94008&sid=D15F065D6AA233747ED04E4B556EA489,,SWEET HOME CANDIED PRODUCTS SDN. BHD.,'2017-08-02,03 - 60918839,2 & 3 JALAN MERANTI RAWANG FOOD INDUSTRIAL PARK RAWANG 48000 SELANGOR
wiselion_deho@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53246&sid=FB3243F4DF799BF4015A78437BAF0A46,,MULTIZON RESOURCES SDN BHD,'2017-08-02,03 - 51921920,"C-10-1, BLOCK C, JALAN 26/35 CENTREPOINT BUSINESS PARK, SECTION 26 SHAH ALAM 40400 SELANGOR"
syauqi@strike.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60431&sid=3407131B25973B9E65AABE03C8507376,,SIREH IMPIAN SDN BHD,'2017-08-02,04 - 7337355,36B MEDAN PUTRA 2 JALAN BERJAYA 6  05150 KEDAH
natalietham@yahoo.com,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72920&sid=18472179BEFEB9047CB86F0EF1E9A1E4,,LNP SYNERGY SDN BHD,'2017-08-02,03 - 77818168,"76-G, JALAN PJS 5/30 PUSAT PERDAGANGAN PERTALING JAYA SELATAN 46150 SELANGOR"
cclim@sphereexhibits.com.my,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94030&sid=D879C2153F1122A01562FAB98CE6EF07,,SPHERE EXHIBITS MALAYSIA SDN BHD,'2017-08-02,03 - 79891133,LOT 1008 LEVEL 10 TOWER 2 JALAN DESA BAHAGIA TAMAN DESA 58100 KUALA LUMPUR
