EMAIL,FAILMSG,TEL,HREF,CONAME,DATE_SCRAPED,BIZADD 
marketing@sumima.com,,03 - 79581061,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6441&sid=285D581D1453EF01DBD4320438D25DB2,SUMIMA SDN BHD,'2017-08-04,"SUITE 3A09 LEVEL 3A, BLOCK B PHILEO DAMANSARA 1 N0.9 JLN 16/11, OFF JLN DAMANSARA, PETALING JAYA 46350 SELANGOR"
kimia1@unifi.my,,03 - 51217333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=30747&sid=E69CB999DBB76E9AB28E77225AD294D5,KIMIA PERTAMA (M) SDN BHD,'2017-08-04,"6 JLNANGGERIK MOKARA 31/47 KOTA KEMUNING, SECTION 31 SHAH ALAM 40460 SELANGOR"
secretarysebangun@gmail.com,,086 - 253569,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12932&sid=5806F043DBBD57E231B4064D7329CD39,SYARIKAT SEBANGUN SDN BHD,'2017-08-04,P.O. BOX 168 BINTULU  97007 SARAWAK
info@bibisaintifik.com,,06 - 3372201,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6513&sid=63466E48F42FB44B42B70411F14B950D,BIBI SAINTIFIK SDN BHD,'2017-08-04,NO.2A JLN PK 11 KAWASAN PERINDUSTRIAN KRUBONG 76450 MELAKA
oleo@southernacids.com,,03 - 32583333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10176&sid=B0FFB235BADA19892DA682741F82CFAE,SOUTHERN ACIDS (M) BERHAD,'2017-08-04,LEVEL 29 CENTRO TOWER NO. 8 JALAN BATU TIGA LAMA KLANG 41300 SELANGOR
wenny@winfung.com.my,,03 - 78471828,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80019&sid=B953B7AB3A5226056CE9C96EB188147B,WIN-FUNG FIBREGLASS SDN BHD,'2017-08-04,LOT 3893 JALAN 4D KG BARU SUBANG SECTION U6 40150 SELANGOR
cheng@nanopac.com.my,,03 - 80707428,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11833&sid=494DC57E044F5FCD480366B10E04714A,NANOPAC (M) SDN BHD,'2017-08-04,"NO.27, JLN RAJAWALI 2 BANDAR PUCHONG JAYA PUCHONG 47100 SELANGOR"
sales@ioioleo.com,,07 - 2517833,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3966&sid=1E5A4B241EECD17063FBFC02B4738945,PAN-CENTURY OLEOCHEMICALS SDN BHD,'2017-08-04,LOT 231 JLN PEKELILING KAW PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR
nazmi@ccmberhad.com,,03 - 51018388,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8856&sid=EC748189C55CA8ED9C7DD0C88D8A66D1,CCM CHEMICALS SDN BHD,'2017-08-04,LOT PT 200 JLN ASAM JAWA 16/15 OFF PERSIARAN KEMAJUAN SHAH ALAM 40000 SELANGOR
centwest@centrewest.com.my,,03 - 60361576688,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74615&sid=D84E4561D43B3E64819060A1827B9B5F,CENTRE WEST INDUSTRIAL SUPPLIES SDN BHD,'2017-08-04,"NO 9, JLN TSB 8 TMN INDUSTRI SUNGAI BULOH 47000 SELANGOR"
hishammudin-othman@ccmberhad.com,,03 - 55106920,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56676&sid=171FCEA790B05A80FCC68B11E3B7F7A9,CCM USAHA KIMIA (M) SDN BHD,'2017-08-04,13TH FLOOR MENARA PNB 201-A JLN TUN RAZAK KUALA LUMPUR  50400 KUALA LUMPUR
roset_int@ipmuda.com.my,,03 - 79578863,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4228&sid=36BBBCA37E2AA7A8EBFD4E38EAE818B1,ROSET INTERIORS SDN BHD,'2017-08-04,NO.1 JLN 13/1 SECTION 13 PETALING JAYA 46200 SELANGOR
sitihanani@techkem.com.my,,03 - 89417668,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79952&sid=AF40CE5C0CC9840FA577A58F420B80A6,TECHKEM WATER SDN BHD,'2017-08-04,5 JLN PRIMA TROPIKA BARAT 2 TMNPRIMA TROPIKA 43300 SELANGOR
sales2@vitaltechnical.com,,03 - 60920000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5677&sid=221CBE6B88A1359BAE9FCE5C6572D261,VITAL TECHNICAL SDN BHD,'2017-08-04,NO.93 JLN INDUSTRI 3/3 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR
joelle@catalite.co.th,,03 - 80732672,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67751&sid=D7069159E4B4B7D0BF15FEF0862579B1,CATALITE ENTERPRISE,'2017-08-04,"LOT F-2-16, SUITE 13 IOI BOULEVARD JLN KENARI 5 BANDAR PUCHONG JAYA 47170 SELANGOR"
jamie@esterpolymer.com,,07 - 2554661,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9846&sid=DAF962B155714F605C0BF167A6798808,ESTER POLYMER SDN BHD,'2017-08-04,PLO 352 OFF JLN GANGSA 2 PASIR GUDANG 81700 JOHOR
polycure@polycure.net,,03 - 78472889,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3328&sid=6E2AAC1DA5FFF009906DA87B25FEF99C,POLYCURE (M) SDN BHD,'2017-08-04,NO.21 JLN UTARID U5/16 SECTION U5 SHAH ALAM 40150 SELANGOR
jeffrey.foo321@gmail.com,,03 - 89449373,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43070&sid=C52BC5AD3072A9C287C4EAE5442AC817,ACME INKTECH SDN BHD,'2017-08-04,NO.27 JLN PUJ 1/17 PUNCAK JALIL  43300 SELANGOR
yureka@streamyx.com,,03 - 91319055,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10417&sid=0AA6081B4EA30910745BF9C2283196A8,YUREKA SDN BHD,'2017-08-04,"NO.16 JLN JALAK 2 TMN SRI BAHTERA, 5TH MILE JLN CHERAS 56100 KUALA LUMPUR"
sales@tsa.com.my,,03 - 89622888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14517&sid=7A01A6F4168218E06C1CE299C2F843D6,ONE CHOICE SALES AND MARKETING SDN BHD,'2017-08-04,LOT 3998 JLN 6/2A TMN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR
info@winstar.com.my,,03 - 33931328,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76363&sid=F5DF87B0C95BE7F6256C9B6A5CA724EF,WINSTAR TRADING SDN BHD,'2017-08-04,"LOT 13256, KM2 PERSIARAN HAMZAH ALANG MERU KLANG 42200 SELANGOR"
adzmir@paragonconv.com.my,,03 - 79563033,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9419&sid=64D00CD0C3AA3888C48EBBD539383040,PARAGON CONVERTERS (M) SDN BHD,'2017-08-04,NO.32 JLN 223 SECTION 51A PETALING JAYA 46100 SELANGOR
info@chunbe.com,,04 - 3565118,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14651&sid=492CA209BA12F174D29E12C072076EE9,WAN CHENG PLASTIC INDUSTRIES SDN BHD,'2017-08-04,NO.1198 JLN MAKLUM SG DUA BUTTERWORTH 13800 PULAU PINANG
info@mochem.com,,07 - 3331222,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2944&sid=23AA96F3BE9D8ADF5EC04CB75562D464,MOHM CHEMICAL SDN BHD,'2017-08-04,NO.32 JLN TEMENGGONG OFF JLN TAMPOI JOHOR BAHRU 81100 JOHOR
info@upekkha.com.my,,04 - 5088808,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15507&sid=EF8562F05E191E4CED71CA5CCF5CB7F0,UPEKKHA SDN BHD,'2017-08-04,NO.15 LORONG MARKISA 12A TAMAN MARKISAH BUKIT MINYAK 14100 PULAU PINANG
kuat@udi.com.my,,06 - 5561316,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2863&sid=B02C84478F2F3E42F361B192FA8E6DCA,UNITED DETERGENT INDUSTRIES SDN BHD,'2017-08-04,LOT 2 JALAN BARU ALOR GAJAH  78000 MELAKA
amenlin@hotmail.com,,04 - 3974415,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12878&sid=3DFCC9D636F55C3ECAE7F94A856F7A92,VI BIOTECH SDN BHD,'2017-08-04,NO.2611 LORONG PERUSAHAAN 8D KAWASAN PERINDUSTRIAN PRAI PRAI 13600 PULAU PINANG
suria_generalta@yahoo.co.uk,,03 - 78464809,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15267&sid=66125AB9DCEE245F05A544063FB8C016,SURIA TRADING,'2017-08-04,NO. 31 JLN MERAH KESUMBA U9/18 MONTEREZ GOLF CLUB SECTION 9 SHAH ALAM 40150 SELANGOR
info@twinarrow.com.my,,03 - 55431188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4698&sid=AE33991089F7874F91AE3BDC47FEA1F9,TWIN ARROW FERTILIZER SDN BHD,'2017-08-04,17A JALAN 20/E SECTION 20 SHAH ALAM 40000 SELANGOR
wirakata@outlook.com,,05 - 3282288,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81671&sid=A91B4D71219AF58611708C0D2ABD1423,WIRAKATA GLOBAL SDN BHD,'2017-08-04,"PT114034 & PT114034A PERSIARAN PERINDUSTRIAN PENGKALAN 8 KAWASAN PERINDUSTRIAN PENGKALAN, IPOH 31500 PERAK"
sales@maslina.com.my,,07 - 5992226,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78720&sid=0AA2125AE1E4AE4E77D50C8B9B4853FA,SYARIKAT MASLINA SDN BHD,'2017-08-04,9 JLN BERINGIN TMN BERINGIN SENAI JOHOR DARUL TAKZIM 81400 JOHOR
successheritage@gmail.com,,03 - 90758863,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31615&sid=2C4D8B93DCE4DBCCBB0EE8CED42D787C,SUCCESS HERITAGE SDN BHD,'2017-08-04,LOT 26 JLN CJ 1/7 CHERAS JAYA BALAKONG 43200 SELANGOR
gan555@hotmail.com,,03 - 79872030,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13880&sid=C0AA1409BCB1C78FA91D0C862C6980F2,RAPAT NUSANTARA SDN BHD,'2017-08-04,NO.59-2 JALAN 109E DESA BUSINESS PARK TAMAN DESA 58100 KUALA LUMPUR
aripin_khan@hotmail.com,,03 - 33242878,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3680&sid=351A1CEE26D93B59507E6F4AAFBBFB1F,REGAL ONE SDN BHD,'2017-08-04,NO.59 JLN SERULING 58 TMN KLANG JAYA KLANG 41200 SELANGOR
rankunion@hotmail.com,,03 - 78736568,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8893&sid=EB0464E19EFB4E2D636F6CAD268F2F1C,RANK UNION SDN BHD,'2017-08-04,10A JLN SS3/35 TMN UNIVERSITY PETALING JAYA 47300 SELANGOR
enquiry@pleated-rose.com,,03 - 87391670,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13334&sid=DF014B3B13EF96E1290AFC01AE5F36B8,PLEATED ROSE SDN BHD,'2017-08-04,"LOT A-02-21 JALAN SRI KENARI 10 TAMAN SRI KENARI, SUNGAI CHUA KAJANG 43000 SELANGOR"
raihjaya@streamyx.com,,03 - 41087976,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14977&sid=317AE07A99130FAF847F8BBFDD22082C,RAIH JAYA (M) SDN BHD,'2017-08-04,15 JALAN TC 2A/1 TAMAN CEMERLANG OFF TAMAN MELATI SETAPAK 53100 KUALA LUMPUR
mail@osren.com,,03 - 62502616,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12571&sid=933F0052A8367A6A65A4689D71DB6324,OSREN (MALAYSIA) SDN BHD,'2017-08-04,"NO.31 JLN SIBU 16 TMN WAHYU BATU 6, JALAN IPOH 68100 KUALA LUMPUR"
knmatt2000@yahoo.com,,03 - 60215300,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12896&sid=00CD0C9DC58FB2E6FCAB2F9F37AD5337,PEMBANGUNAN BEKALAN BERSATU SDN BHD,'2017-08-04,"NO.15 JLN KEMUNTING 3E SECTION BS4, RAWANG  48000 SELANGOR"
zainalabidinrobani@gmail.com,,04 - 3328659,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8358&sid=669982BC7D7872F9A043FA15A8020CFD,PRO-FIL INDUSTRIAL RESOURCES SDN BHD,'2017-08-04,NO.56 JALAN MAK MANDIN 5/5 KAWASAN PERINDUSTRIAN MAK MANDIN BUTTERWORTH 13400 PULAU PINANG
bazlin@pacifica.my,,03 - 61412278,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13732&sid=EB074500FBF77CBF361333AC6BFC6FA0,PACIFICA APPLIANCES SDN BHD,'2017-08-04,NO.6 & 8 JLN TSB 2 TMN INDUSTRI SG BULOH KOTA DAMANSARA 47000 SELANGOR
jscalibre08@yahoo.com,,03 - 87399675,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34198&sid=BFC64C1E5191B511AAF67E394825E9D5,PARAS BAIDURI SDN BHD,'2017-08-04,9 JALAN 1/20 TAMAN KAJANG UTAMA KAJANG 43000 SELANGOR
daisy@paragon.net.my,,03 - 33248297,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15899&sid=EEC80ED5E8FD6FBA1D49327273DA711D,PARAGON INTERCOMMODITIES SDN BHD,'2017-08-04,"NO. 14 JALAN SERULING 47 KAWASAN 3, TAMAN KLANG JAYA KLANG 41200 SELANGOR"
clarence@centurybond.com,,07 - 5984121,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74889&sid=1AEC3AA9A362347FA8CA6B39B9DAB757,MACRO CHEMICALS SDN BHD,'2017-08-04,PLO 77 JALAN CYBER 5 SENAI INDUSTRIAL ESTATE PHASE III SENAI 81400 JOHOR
sharon_tan@centurybond.com,,07 - 5981185,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8572&sid=A9192CC0741DBE795246303792D784B6,MULTIVIEW ENTERPRISE SDN BHD,'2017-08-04,PLO 97-99 SENAI INDUSTRIAL ESTATE PHASE 3 SENAI 81400 JOHOR
jeffrey@jockship.com,,04 - 2627070,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11793&sid=233D1857A0FCE6852A327739C8475278,JOCK SHIPPING & FORWARDING SDN BHD,'2017-08-04,"ROOM 1, 1ST FLOOR WISMA BOON SAN TONG 49-B WELD QUAY, GEORGETOWN 10300 PULAU PINANG"
leeanthony@lamaxwellent.com,,012 - 2156236,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15297&sid=9D8533BB7ABF453FF2F01DED59BCD616,LA MAXWELL ENTERPRISE,'2017-08-04,NO.8 JLN DAGANG PERMAI 3 TMN DAGANG PERMAI BARAT AMPANG 68000 SELANGOR
kpmniaga@hotmail.com,,03 - 41076912,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12148&sid=E7DCBCE5E91D7EF451DAD6D3DD6DFE9E,KPM NIAGA SDN BHD,'2017-08-04,LOT 9-2 JALAN 3/4C DESA MELAWATI ULU KLANG 53100 SELANGOR
linaco@linaco.com.my,,03 - 32914589,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61303&sid=F531C1B7F7DDB8040A5589A7DBC10AE6,LINACO BIOTECH SDN BHD,'2017-08-04,NO.12 LINTANG SUNGAI KERAMAT 2B TAMAN KLANG UTAMA KLANG 42100 SELANGOR
enquiries@organica-biotech.com,,03 - 89949961,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61915&sid=F9FEBBFD827654D40E6C54983AFD6E13,ORGANICA BIOTECH SDN BHD,'2017-08-04,LOT 19-A JLN 16/155C BNDR BUKIT JALIL KUALA LUMPUR 57000 KUALA LUMPUR
info@liux.com.my,,03 - 27856886,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57814&sid=AB73EC3D51B8D71B13617C2EE01A9117,LIUX SDN BHD,'2017-08-04,"LEVEL 23 PREMIER SUITES, ONE MONT' KIARA NO. 1 JALAN KIARA, MONT' KIARA  50480 KUALA LUMPUR"
email2kl@gmail.com,,012 - 2902414,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13301&sid=AD3E7EDC00070B06435DAFDA1CD363D2,GREENBIZ TRADING & SERVICES,'2017-08-04,"NO. 16, JLN DESA BUDIMAN DESA PARK CITY  52200 KUALA LUMPUR"
ritasarbani@gmail.com,,019 - 9822388,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11544&sid=260F8AB711432F3017D8760913A18FD9,GOLD CARBON (M) SDN BHD,'2017-08-04,"LOT 356 & 357 2ND FLOOR, WISMA ZAINAL & MARIANI JLN SULTAN IBRAHIM KOTA BHARU 15050 KELANTAN"
fdb@fittersgroup.com,,03 - 61576199,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9311&sid=C9FCDB931D6B0289EFA8CA3DECD85EF9,THE SAFETY SHOP SDN BHD,'2017-08-04,NO. 1 JLN TEMBAGA SD 5/2 BNDR SRI DAMANSARA  52200 KUALA LUMPUR
ghadeerinc@gmail.com,,03 - 51622208,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41401&sid=302B052D4D832AEE3C4A8718D165F585,GHADEER INC (M) SDN BHD,'2017-08-04,"NO.14, JLN LAKSAMANA 11 TMN MEWAH JAYA 3 KLANG 41200 SELANGOR"
broker@sidickgroup.com,,03 - 21611401,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81681&sid=1B0263A10A64C64EB85EF511CD8109D3,SIDICK MINERALS & OIL RESOURCES (M) SDN BHD,'2017-08-04,B-02-10 MEGAN AVENUE 12 JLN YAP KWAN SENG 50450 KUALA LUMPUR
nora_kem@yahoo.com,,088 - 436993,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10144&sid=395F9DEA1915C2BBB145E737D7CFCDFF,KINABALU ENGINEERING MALAYSIA,'2017-08-04,"P.O. BOX 417, TAJUNG ARU KOTA KINABALU 88858 SABAH"
excelss@pd.jaring.my,,085 - 652333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65851&sid=4B84D48D6654A687D6B25ECFBD92EEA7,PETRO-EXCEL SDN BHD,'2017-08-04,"NO. 1162 & 1163, LUTONG BARU SHOPHOUSE P.O. BOX 277, 98107 LUTONG MIRI 98000 SARAWAK"
middle_east3@hotmail.com,,03 - 21489440,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13600&sid=AC7B1AEDBDC49410743257A9707BB75E,MIDDLE EAST LINKS (M) SDN BHD,'2017-08-04,"SUITE 311, 3RD FLOOR 86-88 WISMA PENG WAH JALAN BUKIT BINTANG  55100 KUALA LUMPUR"
info@global-ww.com,,03 - 31015035,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82969&sid=175FE2021CC17043E82AF956C11E33E1,GLOBAL ASIA INDUSTRIAL CHEMICAL SDN BHD,'2017-08-04,"A 13, JALAN FZ2-P3 PORT KLANG FREE TRADE ZONE/KS 12 PULAU INDAH, PELABUHAN KLANG 42920 SELANGOR"
kriancalcium@everrise.com.my,,082 - 242500,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10151&sid=320C9CF1BAEEB0D02B0DAD2140B679F2,KRIAN CALCIUM CARBONATE INDUSTRIES SDN BHD,'2017-08-04,WISMA EVERRISE LOT 376 JALAN PETANAK KUCHING 93100 SARAWAK
foxchem1@gmail.com,,012 - 3796878,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48904&sid=1B893DF9CE80A4C6A52C0B18D40CEC31,FOXCHEM SDN BHD,'2017-08-04,42 LORONG RELAU 3 BAYAN LEPAS  19100 PULAU PINANG
mitu2272002@yahoo.co.jp,,088 - 238119,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8541&sid=D34E682B99EF7A8D74244B73CEB1C560,GGM ENTERPRISE (SABAH) SDN BHD,'2017-08-04,"LOT 101 LEVEL 1, WISMA SESB JLN TUNKU ABDUL RAHMAN P.O. BOX 11476, KOTA KINABALU 88816 SABAH"
mohdshatar@yahoo.com,,09 - 8633333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40740&sid=DD81E4B56940C7D7508669D3181AD2D3,ESSFA AGRICULTURE SDN BHD,'2017-08-04,"LOT D8, KAWASAN PERINDUSTRIAN MIEL TELUK KALONG FASA 1 KEMAMAN 24000 TERENGGANU"
enq.trademasters@gmail.com,,012 - 4477485,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66788&sid=322D211FDF918A5B87D108872979C9E1,A & B TRADE MASTERS,'2017-08-04,24 JALAN PERINDUSTRIAN NIBONG TEBAL 1 TAMAN PERINDUSTRIAN NIBONG TEBAL NIBONG TEBAL 14300 PULAU PINANG
chai@gulfasiaoils.com,,08 - 7451799,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82970&sid=25FE41F6D088FF7CD287A00FFFD81EA0,ASIA GLOBAL CORPORATION LIMITED,'2017-08-04,"UNIT LEVEL 11(A), MAIN OFFICE TOWER FINANCIAL PARK LABUAN, JALAN MERDEKA FEDERAL TERRITORY OF LABUAN 87000 LABUAN"
muru@aitsv.com,,03 - 80769702,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13942&sid=4BAE4C8A104D2AE6AD41BC96E186CD0F,AIT SYNERGY VENTURES SDN BHD,'2017-08-04,9-02 JLN KENARI 17F BNDR PUCHONG JAYA PUCHONG 47100 SELANGOR
amt.aromatic@gmail.com,,03 - 90577913,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65287&sid=266C1C4119DFBBB4540AF19305151BD2,AMPLE-MORE TRADING SDN BHD,'2017-08-04,NO.5 JLN PIKRAMA BNDR BARU SRI PETALING  57000 KUALA LUMPUR
wfhana@lemongrassworld.com,,03 - 32640199,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12686&sid=64AD43B76EF79F515E1BE4D0025192C5,AL-MUQARRAM HOLDINGS SDN BHD,'2017-08-04,"LOT 3714 BATU 22 PASIR TUNTUNG JLN KELANG (JK/228A), BKT ROTAN 45700 SELANGOR"
kamarul.shakirin@umw.com.my,,03 - 51635301,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37211&sid=B23BDB47AC5EDA8878DA3DA6E4F77FB1,LUBETECH SDN BHD,'2017-08-04,8 JLN UTAS 15/7 BT TIGA INDUSTRIAL ESTATE SHAH ALAM 40200 SELANGOR
intractprofile@yahoo.com,,03 - 56219018,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13895&sid=D1091EFDD9339514017E8CFC8F9DBEFE,INTRACT PROFILE (M) SDN BHD,'2017-08-04,NO.14 JLN PJS 7/17 BANDAR SUNWAY PETALING JAYA 46150 SELANGOR
rick_boo@samanda.com.my,,03 - 92008199,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12640&sid=C87AEE61597A5F9783CA7CDD216116F8,LOYTAPE INDUSTRIES SDN BHD,'2017-08-04,NO.31 JALAN 10/91 TMN SHAMELIN PERKASA CHERAS 56100 KUALA LUMPUR
donnyleongkh@yahoo.com,,03 - 77312392,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60862&sid=BFBAFC9BF11B23DA3297574FCD354C45,NEXUS TECHNOLOGY CONSULTANCY SDN BHD,'2017-08-04,NO.20 JLN DATUK SULAIMAN 2 TMN TUN DR. ISMAIL  60000 KUALA LUMPUR
chinpoj@airproducts.com,,03 - 27428118,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15083&sid=BFA924A867E2D2FDDFE3D05D4DE6787C,AIR PRODUCTS MALAYSIA SDN BHD,'2017-08-04,"LEVEL 2 BANGUNAN TH UPTOWN 3 NO.3, JLN SS21/39 PETALING JAYA 47400 SELANGOR"
fernoindustries@gmail.com,,03 - 61568871,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12081&sid=42749EFCB2AF498AA559EFC56C80CC78,FERNO INDUSTRIES SDN BHD,'2017-08-04,LOT 2206A JALAN KUSTA KAMPUNG JAYA INDUSTRIAL AREA SUNGAI BULOH 47000 SELANGOR
export@karyon.com.my,,03 - 78464325,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13328&sid=77EFE4D87D9686DE51C08F0687BF5E61,KARYON (MALAYSIA) SDN BHD,'2017-08-04,"16 JALAN UTARID U5/16 MAHSING INTEGRATED INDUSTRIAL PARK, SECTION U5 SHAH ALAM 40150 SELANGOR"
colinlee@goodmaid.net,,06 - 6771337,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2454&sid=B9DC9149EB4282CF331AAA05B75A84C4,GOODMAID CHEMICALS CORPORATION SDN BHD,'2017-08-04,LOT 27 B LORONG BUNGA TANJUNG 3/1 SENAWANG INDUSTRIAL PARK SEREMBAN 70400 NEGERI SEMBILAN
bv.accounts2@biovista.com.my,,03 - 91023886,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37444&sid=ADEC9A43A3ABD908FA656F44FB31703A,BIOVISTA LIFESCIENCES SDN BHD,'2017-08-04,"NO 25-1 JALAN DAMAI NIAGA, ALAM DAMAI CHERAS KUALA LUMPUR 56000 SELANGOR"
siva@vakminay.com,,03 - 27755879,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14675&sid=83252B32D4EFA64B4B2F42EF80C590C6,VAKMINAY SENDIRIAN BERHAD,'2017-08-04,"C26, 2ND FLOOR PLAZA PEKELILING 2 JLN TUN RAZAK 50400 KUALA LUMPUR"
venturemore@gmail.com,,03 - 77294408,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78566&sid=BBA529A362F9DC7DB25E0E1FD1CCE1C6,VENTUREMORE (M) SDN BHD,'2017-08-04,7A JLN TUN MOHD FUAD 3 TMN TUN DR ISMAIL KUALA LUMPUR 60000 KUALA LUMPUR
srmikatan@gmail.com,,09 - 7749009,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58508&sid=3EEF1CA087FFB475E48BF53E1D82CDA5,SRM IKATAN RESOURCES SDN BHD,'2017-08-04,LOT 497 TINGKAT BAWAH KAMPUNG CHEMPAKA JALAN PANJI KOTA BHARU 16100 KELANTAN
