HREF,TEL,FAILMSG,CONAME,EMAIL,DATE_SCRAPED,BIZADD
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75709&sid=F8FC66483DA17B67671FD41A0207A3BC,06 - 2312418,,EASTERN MARTS SDN BHD,easternmarts_lee@yahoo.com,'2017-08-02,"98-1, JALAN TU 40 TAMAN TASIK UTAMA AYER KEROH 75450 MELAKA"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98723&sid=310F1993FC87172E627B407D7F22BB4B,03 - 56301787,,NEOPHARMA TECHNOLOGIES SDN BHD,zaitonmk@neopharmatechnologies.com,'2017-08-02,NO 3 JALAN SS 18/6 SUBANG JAYA PETALING JAYA 47500 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76257&sid=81D9E2861CA478E7A936A85E363FE849,03 - 41424151,,FORTE PHARMA SDN BHD,simon@fortepharma.asia,'2017-08-02,40-2 JALAN RAMPAI NIAGA 4 MEDAN NIAGA RAMPAI 53300 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53215&sid=8EAC534D88A896F52E8C91F645CDB5DB,03 - 78428101,,MEDICO SDN BHD,medico_01@yahoo.com,'2017-08-02,"E-G-35, BLOK E JALAN PJU 1A/3A TAIPAN 2, ARA DAMANSARA 47301 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77772&sid=273990CD91CA219E4A628FCD1EA0109B,03 - 89451450,,FAJAR SAINTIFIK SDN BHD,siva@fajar.com.my,'2017-08-02,"B-0213, BLOCK B SERDANG PERDANA SELATAN, SECTION 1 SERI KEMBANGAN 43300 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11981&sid=9AE9BBD3AB3D7184E6B587BF83B2FB80,03 - 55679336,,WELFORD MANUFACTURING (M) SDN. BHD.,sales@welfordmedical.com,'2017-08-02,NO. 3 JALAN KARTUNIS U1/47 TEMASYA INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99168&sid=5BE46FD1E84D169CDBABD72B91D92DAD,03 - 77282800,,MERIWELL SDN BHD,meriwellmarketing@gmail.com,'2017-08-02,11A-2 JALAN PJU 8/5I DAMANSARA PERDANA PETALING JAYA 47820 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99343&sid=A7F49EC2278333FC3186996FBD6D1754,03 - 89645618,,MASTERSTEEL MEDICAL SDN BHD,roythum@mastersteel.com.my,'2017-08-02,LOT 24645 JALAN KPB 5 KAWASAN PERINDUSTRIAN KAMPUNG BARU BALAKONG 43300 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15831&sid=1F8B1A30E1185330FFC6C29C97C13FED,03 - 87332880,,WTK TECHNOLOGIES (M) SDN BHD,info@wtktechnologies.com.my,'2017-08-02,"6, JALAN BA/13 KAW PERUSAHAAN BKT ANGKAT KAJANG 43000 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100054&sid=C4901E5EC23E6B470094A2B78A300447,03 - 79691002,,HI TECH CRYOTHERM (M) SDN BHD,om@cooltherm.co,'2017-08-02,SUITE 3.05 3RD FLOOR DATARAN HAMODAL BLOCK A LOT 4 JALAN BERSATU 13/4 SECTION 13 PETALING JAYA 46200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90303&sid=4BC9F1C71C016CD2E425653AE89987B5,03 - 41498453,,JAYONIK MSC SDN BHD,ainulazlan@jayonik.com.my,'2017-08-02,NO 7-1 JALAN WANGSA DELIMA 5 PUSAT BANDAR BARU WANGSA MAJU  53300 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5967&sid=184BDC6AD06E042AF92748AF44BF5A2C,04 - 5054241,,VIGILENZ MEDICAL DEVICES SDN BHD,s.choudhury@vigilenzmd.com,'2017-08-02,308 B JALAN PERINDUSTRIAN BUKIT MINYAK 18 PENANG SCIENCE PARK 14100 PULAU PINANG
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87247&sid=42D2DEB4E45B0C1A6FE1348F422E229C,03 - 40217630,,WINHILL MEDICAL SUPPLY,winhillmedi@hotmail.com,'2017-08-02,29-4-2 BLOCK E DIAMOND SQ COMM CENTRE JLN 3/50 OFF JLN GOMBAK 53000 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5454&sid=39CE7A6D507DDBAB1D8B05106C03CB57,03 - 27805888,,MALAYSIAN RUBBER EXPORT PROMOTION COUNCIL (MREPC),mpd@mrepc.com,'2017-08-02,"UNIT NO 36-02, LEVEL 36, Q SENTRAL 2A JALAN STESEN SENTRAL 2, KL SENTRAL 50470 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73691&sid=FBCA57DF8698DAFF0B65E00CA4B83A9C,04 - 4223688,,DIPTECH INDUSTRIES SDN BHD,gboon@diptech.com.my,'2017-08-02,11 JALAN ANGSANA 1/3 TAMAN PERINDUSTRIAN ANGSANA SUNGAI PETANI 08000 KEDAH
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57427&sid=5E8898499CBB1A082CA72CD3492F4662,03 - 31815868,,MYMEDIC INNOVATION SDN BHD,enquiry@mymedic.com.my,'2017-08-02,"23, JALAN EMAS 14 BANDAR SUNGAI EMAS BANTING 42700 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98384&sid=0B92928C940E435295A58601B0009727,01 - 82726166,,TERRATRONICS SDN BHD,kmwong@terratronics.com.my,'2017-08-02,"D-3-8 EMPIRE CITY, OFF JALAN PJU8/8 DAMANSARA PERDANA  47820 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90453&sid=A99BC32D265A13B4B0FF1E5780BB23E7,05 - 3713282,,INSANI HEALTHCARE SERVICES,insanihealthcare@gmail.com,'2017-08-02,473 PERSIARAN SIBC 15 32610 BANDAR SERI ISKANDAR PERAK 32610 PERAK
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13052&sid=A59560B4B7B369DA39AF789470695FE6,07 - 4328719,,JELARAN TEKNO SDN BHD,charliechin@jelaran.com,'2017-08-02,"17A, JALAN SULEIMAN BATU PAHAT  83000 JOHOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8172&sid=935ED3354F93D087D8E9D983FF3476BF,06 - 9510988,,TAKASO RUBBER PRODUCTS SDN BHD,takaso@takaso.com,'2017-08-02,K55 KAW PERINDUSTRIAN TANJUNG AGAS LEDANG 84000 JOHOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60191&sid=9131F73E133B046267DF473F49E5C83C,03 - 51212673,,LESOSHOPPE SDN BHD,leso.mgm1@gmail.com,'2017-08-02,"12A JALAN GITAR 33/3 ELITE INDUSTRIAL ESTATE SEKSYEN 33, SHAH ALAM 40300 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41434&sid=699560EAF415D274CC94B0C6E5E706B0,03 - 87271877,,TCS QUALITY & PRODUCTIVITY SDN BHD,admin@tcsqp.com.my,'2017-08-02,"NO. 4, JALAN SRI HANECO 1 / 10,KAWASAN PERINDUSTRIAN SRI HANECO, SEMENYIH  43500 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8382&sid=66E59EDB5B3CAA1C1D7C13B869CAFB3D,03 - 22874790,,SOMA MEDICAL SDN BHD,info@somamedical.net,'2017-08-02,NO. 102 LORONG MAAROF 3 BANGSAR  59000 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11561&sid=E5012BBFF610ADDAB73CF7C8B79571E8,03 - 80613753,,SOON SOON MFG & TRADING SDN BHD,info@soonsoon.com.my,'2017-08-02,"36, JALAN TPP 1/10 TAMAN INDUSTRI  PUCHONG 12TH MILE, JALAN PUCHONG 47160 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8432&sid=ABE0510A2ECC6B45F47508640568D428,03 - 80251603,,SPEEDY ASSAY SDN BHD,sim@speedyassay.com,'2017-08-02,"12A, JALAN TP5 TAMAN PERINDUSTRIAN UEP SUBANG JAYA 47600 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85042&sid=70C5AEB26D02B7A9A217148EE0A1F61D,03 - 51226666,,SPNL PRINT SDN BHD,info@telepapers.com,'2017-08-02,LOT 2C JALAN KELULI 15/16 SECTION 15 40200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96031&sid=099C5EE6CE1B6D9201E753710D59ACC1,06 - 6030334,,SOUTHERN CRESCENT SDN. BHD.,info@southerncrescent.com.my,'2017-08-02,350 JALAN S2 B8 UPTOWN AVENUE BUSINESS PARK  70300 NEGERI SEMBILAN
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61621&sid=65E72F8C603DAC3FD9A078D9DC12A0AE,03 - 23805168,,AXG INDUSTRIES SDN BHD,info@axg.com.my,'2017-08-02,"NO. 47, JALAN SETIA IMPIAN U13/5G SEKSYEN U13 SETIA ALAM SHAH ALAM 40170 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83821&sid=209657ADCA0E10EA1A4298A835E554E3,03 - 80822258,,MS MEDICAL SDN BHD,info.msmedicals@gmail.com,'2017-08-02,"5F-20, IOI BUSINESS PARK NO.1, PERSIARAN PUCHONG JAYA SELATAN BANDAR PUCHONG JAYA 47100 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57950&sid=C2FAAA27099388CB1FDDC4C27A8AD8E2,04 - 3901168,,ALLEN HEALTHCARE PRODUCTS (M) SDN BHD,allenhealth@hotmail.com,'2017-08-02,"17, LORONG NAGASARI 2 TAMAN NAGASARI PRAI 13600 PULAU PINANG"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97339&sid=7DEFD6A306D7EA6A3E8A73F59A984B6A,03 - 91339297,,TEMAJU DYNAMIC,temaju9@gmail.com,'2017-08-02,NO 38-5-2 5TH FLOOR BLOCK E CHERAS BUSINESS CENTRE JALAN 1/101C TAMAN CHERAS 56100 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97422&sid=BAE11D7009C66F6B202257F632257024,03 - 78428800,,JKS BIOMEDICAL SDN BHD,sookpeng@jksbiomedical.com,'2017-08-02,29 JALAN PJU 1A/15 (TPJ8) TAMAN PERIDUSTRIAN JAYA PETALING JAYA 47200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97813&sid=44363D5367D3F448D349B221C5D6E95C,03 - 32912625,,WORLDWIDE MEDIVEST SDN BHD,sales@wmsb.com.my,'2017-08-02,NO 2 JALAN KARYAWAN 4/KU 7 LORONG SUNGAI PULOH TAMAN KAPAR BESTARI KAPAR 42200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97776&sid=8D1F7651B4B5C1E5890AA2B2BBAA25C3,03 - 80251603,,7FOODPILLARS SDN BHD,info@7foodpillars.com,'2017-08-02,REVONGEN CORPORATION CENTER NO 12A JALAN TP5 TAMAN PERINDUSTRIAN UEP SUBANG JAYA 47600 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94973&sid=19371D1AA9B2D248E0703B80D29761BB,03 - 58917275,,PROMED MARKETING SDN BHD,firstaid@promed.com.my,'2017-08-02,NO 1(1ST & 2ND FLOOR) JALAN BPU 7 BANDAR PUCHONG UTAMA 47100 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11853&sid=A2567DB2346F79F7CF8A98ADCFCBE8D0,03 - 89616869,,SSN MEDICAL PRODUCTS SDN BHD,marketing@ssnmedical.com,'2017-08-02,"LOT 31793 (FORMERLY LOT PT 7177), JALAN KPB12, KAMPUNG BARU BALAKONG, SERI KEMBANGAN, 43300 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71566&sid=37D4BE096FCAE7A3496CA3548D213A3B,03 - 77729321,,LUCENXIA (M) SDN BHD,tony.chan@lucenxia.com.my,'2017-08-02,"21, JALAN TANDANG 51/205A SECTION 51 PETALING JAYA 46050 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93649&sid=6B3B288AD831F382DC9FC2C0EE7FD3CA,03 - 33423431,,INFRATECHNIC ENTERPRISE,branmills60@gmail.com,'2017-08-02,65 JALAN PEGAGA U12/11 TAMAN DESA ALAM SHAH ALAM 40170 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6701&sid=F95D9EFCE1E108AD05E55C85C9E56467,03 - 33920000,,CROSS PROTECTION (M) SDN BHD,export@crossprotection.com,'2017-08-02,"11, JALAN PERINDUSTRIAN 5, BATU 5 1/2 JALAN MERU, KLANG  41050 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9356&sid=2D4E99BCC65D57BE16A2E30F83AA13DB,03 - 56358780,,MEDIDATA SDN BHD,sh.rizal@medidata.com.my,'2017-08-02,"36, JALAN PJS 8/6 SUNWAY MENTARI PETALING JAYA 46150 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14055&sid=DAC1D91E5FB3B3BE963CF5D11FF65EAC,05 - 5267231,,SIN YONG GUAN INDUSTRIES SDN BHD,alfred@syg53.com,'2017-08-02,8 SOLOK RISHAH 2 KAWASAN PERINDUSTRIAN SILIBIN IPOH 30100 PERAK
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56349&sid=C9F1CDAAE1FCE25D24783D578B5814E1,03 - 62733068,,BIOINFINITY (M) SDN BHD,kang@vibrance.com.my,'2017-08-02,"21, JALAN 4/62A, BANDAR MENJALARA KEPONG  52200 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70440&sid=A7E0AEFD0C0C6194D143191618DC4DFF,07 - 5539487,,AURUM HEALTHCARE SDN BHD,lena@aurum-healthcare.com,'2017-08-02,"16, JALAN LAMAN SETIA 7/1 SETIA BUSINESS PARK (LAMAN SETIA) GELANG PATAH 81550 JOHOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104396&sid=A5FFFEFD0920A1E5F44386297A77FC81,03 - 51673351,,SERVE MEDICAL TECHNOLOGY SDN BHD,serve.meditech@gmail.com,'2017-08-02,NO 26 JALAN KEBUN NENAS 3C/KS8 BANDAR PUTERA 2 KLANG 41200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104635&sid=E5577DCBAB1A5FFC8BD4D68648B0ABAA,03 - 58861938,,ESSENTIALS HEALTHY LIVING SDN BHD,info@ehl-my.com,'2017-08-02,E-6-2 SETIA WALK PERSIARAN WAWASAN PUSAT BANDAR PUCHONG PUCHONG 47160 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13864&sid=0B560F689EA5717D54C54BB7FBCBEB4C,04 - 4227775,,IDEAL HEALTH CARE SDN BHD,heermanz@gmail.com,'2017-08-02,"70 & 71, JALAN SUNGAI TUKANG 2/1 KAWASAN PERUSAHAAN SUNGAI TUKANG SUNGAI PETANI 08000 KEDAH"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12067&sid=4B13D7AA8E82590E744B2EFCE99B15E6,03 - 33232698,,CREATIVE CONTRACT (M) SDN BHD,info@medicos.com.my,'2017-08-02,"KILANG MEDICOS, LOT 2729, JALAN ABDUL KARIM OFF JALAN SERULING 59, TAMAN KLANG JAYA KLANG 41200 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6936&sid=37C20F118F112C42BD975AA8DD3B5C3B,03 - 90763080,,MUZAMAL INDUSTRIES SDN BHD,info@muzamalindustries.com,'2017-08-02,"LOT 21, JALAN 3A KAW PERINDUSTRIAN CHERAS JAYA CHERAS 43200 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99671&sid=FF80595B68216A7866C5CCFAA743BFD2,03 - 40221010,,FEDERAL MALAY HOLDINGS SDN BHD,federalmalayholdings@gmail.com,'2017-08-02,WISMA FEDERAL MALAY HOLDINGS NO 10 PERSIARAN 65C PEKELILING BUSINESS CENTRE JALAN PAHANG BARAT 53000 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11522&sid=71E8921DFE6CB3A14F50295D4F414FEA,04 - 5023882,,SAFETYWARE SDN BHD,info@safetyware.net,'2017-08-02,"PLOT 237, LENGKOK PERINDUSTRIAN BUKIT MINYAK 3, BUKIT MINYAK INDUSTRIAL ESTATE, SIMPANG AMPAT 14100 PULAU PINANG"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87492&sid=EEC01B07D90249C6682124246ED6C79D,03 - 40438889,,BAE INTERNATIONAL INC SDN BHD,kclim999@gmail.com,'2017-08-02,LEVEL 21.03 PLAZA PENGKALAN 3RD MILE JALAN IPOH 51100 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57275&sid=77E8AE5225105A2A0DAAFE55AF27A158,06 - 7942018,,HANA MEDIC SDN BHD,admin@hanamedicsdnbhd.com,'2017-08-02,"NO. 3, JALAN NILAM 3/1, KAWASAN PERINDUSTRIAN NILAI UTAMA, NILAI 71800 NEGERI SEMBILAN"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13061&sid=0029484D5520E3BE1A4B9389A4BCE39D,07 - 6878833,,KAREX INDUSTRIES SDN BHD,accounts@karex.com.my,'2017-08-02,"PTD 7906 & 7907, TAMAN PONTIAN JAYA 34TH MILE, JALAN JOHOR PONTIAN 82000 JOHOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82837&sid=473C5C9B56017003CB0C81A843C99515,012 - 22171710,,LADIY HEALTHCARE SDN BHD,romli@ladiy2u.com,'2017-08-02,"9-2 BLOK C, PLATINIUM WALK 2 JALAN LANGKAWI SETAPAK 53300 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8990&sid=FB8B5E7C02CA42E45773E9B08A8D212C,03 - 42706477,,AMPAC ASIA SDN BHD,sherry@ampacasiapacific.com,'2017-08-02,"C15-1, DATARAN PALMA JALAN SELAMAN 1 AMPANG 68000 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10269&sid=B5241D21B1B60DF725B8A44AAF4B4D28,03 - 78850866,,DISPO-MED (MALAYSIA) SDN BHD,advmedic@streamyx.com,'2017-08-02,"NO. 9, JALAN PJU 3/40 SUNWAY DAMANSARA TECHNOLOGY PARK PETALING JAYA 47810 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98470&sid=A4C617180657E364798F6EAA0DA154D2,03 - 33582017,,DARULIHSAN GLOBAL (M) SDN BHD,mohdrosli.jamaludin56@gmail.com,'2017-08-02,23-2 1ST FLOOR JALAN PEGAGA E U12/E DESA ALAM COMMERCIAL CENTRE SHAH ALAM 40170 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102274&sid=07E551DDD191476A6797C3250A7A6445,012 - 9830969,,GEROY GLOBAL SDN BHD,tuanzamani83@gmail.com,'2017-08-02,LOT 2860 JALAN ABDUL KADIR ADABI KOTA BHARU 15100 KELANTAN
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102059&sid=110BF25F08BF960877BCCBE3F9419466,03 - 55253209,,GPC MEDICAL MALAYSIA SDN BHD,info.gpcmalaysia@gmail.com,'2017-08-02,NO B-19 JALAN GITAR 33/3 ELITE INDUSTRIAL ESTATE SECTION 33 SHAH ALAM 40400 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2460&sid=686DE4DD03FDCBA3B605384B49872B27,03 - 78013311,,CAREFEEL COTTON INDUSTRIES (M) SDN BHD,normi@carefeelcotton.com,'2017-08-02,"1, JALAN UTARID U5/19 SECTION U5 SHAH ALAM 40150 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37376&sid=D617B93B4F344F17313F01B815272E39,03 - 78590021,,UMMI MEDICAL & LIFE SCIENCES SDN BHD,azila@ummi.com.my,'2017-08-02,"LOT 7794, KG. BARU SUBANG SEK U9, JALAN BUKIT CHERAKAH SHAH ALAM 40150 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40535&sid=FAE783CECF662801D69947DE1CF5C1FD,07 - 3539988,,MEDI GLOBAL ENTERPRISE SDN BHD,mediglobal88@gmail.com,'2017-08-02,"NO 38-2, JALAN ROS MERAH 3/2 TAMAN JOHOR JAYA JOHOR BAHRU 81100 JOHOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102905&sid=19808CA92D2E2F3E0ADC9440F0AA01AB,03 - 80651839,,MYMEDIKAL HEALTHCARE SDN. BHD.,mymedikalhealthcare@gmail.com,'2017-08-02,NO 8A JALAN PU 7/2 PUSAT BANDAR PUCHONG UTAMA PUCHONG 47100 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98630&sid=CCD7741D19A5A28BB743310CFA8D0660,03 - 90820156,,MIRACLE DREAMS SDN. BHD.,miracledreamsherbs@gmail.com,'2017-08-02,10A JLN SERI CHERAS 3 TMN SERI CHERAS BATU 9 43200 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60888&sid=9BEFF5E72FEEFCBD6135A97471D3F37C,04 - 2810106,,LEONIX SDN BHD,jesslyn.lee@leonix.my,'2017-08-02,"13A, 1ST FLOOR LEBUH SUNGAI PINANG 5 JELUTONG 11600 PULAU PINANG"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11590&sid=0CD1585A53B71B45A50E729564D2A951,03 - 51622618,,A.P.S MEDICAL SDN BHD,chin@apsmedical.com.my,'2017-08-02,"28-32, JALAN TELUK  BATU 36/2 BATU 4 1/2 , JALAN KEBUN SEKSYEN 36 , SHAH ALAM 40470 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81525&sid=162921D5DB2C7EC744FE7BC6E10B57BD,03 - 20216118,,CARE SYNERGY (M) SDN BHD,linda@caresynergy.com.my,'2017-08-02,"351B 2ND FLOOR, MELAWATI URBAN 1 LORONG KEDAH, TAMAN MELAWATI 53100 KUALA LUMPUR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104146&sid=54E6151FF2D81250C01BD9C0B15688CB,03 - 92011786,,LOYAL COMMERCE SDN BHD,"loyalcommerce2008@gmail,com",'2017-08-02,50-2 JALAN 1/76D DESA PANDAN  55100 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103927&sid=DAB02A38170A877BD3B4EBDB04169955,03 - 62434225,,DATA POSITIVE SDN BHD,datapositive.kl@gmail.com,'2017-08-02,NO 7-2 JALAN ARFAH 1 MEDAN NIAGA SRI KUCHING JALAN KUCHING 51200 KUALA LUMPUR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13371&sid=4746287ED198C022AD0A509E7C66E9C8,06 - 6772751,,N.S. UNI-GLOVES SDN BHD,abc@unigloves.com.my,'2017-08-02,"LOT 3 & 4 / 4510, LORONG SENAWANG 4/1 SENAWANG INDUSTRIAL ESTATE SEREMBAN 70450 NEGERI SEMBILAN"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103939&sid=1C7199BD1570409E367F518DFFD76F38,07 - 3821077,,ACCOBIOTECH SDN BHD,info@accobiotech.com,'2017-08-02,11 JALAN BUKIT 27 MASAI INDUSTRIAL PARK BANDAR SERI ALAM 81750 JOHOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7891&sid=84FC066109F6F8AB8323BE2BAFF4C9B5,03 - 87243533,,PMI COTTON INDUSTRIES SDN BHD,sykong@pmicotton.com,'2017-08-02,"26, JALAN P4/8, SECTION 4 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63606&sid=8D23CFD2268536D9BD81CE2AC720AAB4,04 - 3313472,,TEONG HUAT MEDICAL SDN BHD,tythen@teonghuat.com.my,'2017-08-02,"4740-4741,JALAN TELAGA AIR BUTTERWORTH PENANG 12200 PULAU PINANG"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11984&sid=BF38BA8F31772C4DA08A747D6EC4FE09,03 - 78456251,,SELIA-TEK SDN BHD,akmar@selia-tek.com,'2017-08-02,"NO. 6, 8, 10 & 12, JALAN MARIKH U5/175 BANDAR PINGGIRAN SUBANG SHAH ALAM 40150 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84585&sid=D245AA43EA29096BF511A0F39207E0C0,03 - 77838789,,STELLAR DENTS SDN BHD,betty@stellardent.com,'2017-08-02,"16, JALAN PJS 5/30 PUSAT PERDAGANGAN PETALING JAYA(PJCC) PETALING JAYA 46150 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15082&sid=1953FDD203C2F161CE615D81903582DA,03 - 32892957,,INTER-CARE INDUSTRIES SDN BHD,intercare_ind@hotmail.com,'2017-08-02,P.O BOX 277 JALAN SULTAN PETALING JAYA 46730 SELANGOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69532&sid=63E603B81316C7DCFFC5D3B02F34B001,03 - 31875868,,MEDICFIT TECHNOLOGY SDN BHD,enquiry@medicfit.com.my,'2017-08-02,"31, JALAN EMAS 13 BANDAR SUNGAI EMAS BANTING 42700 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92214&sid=980E0D81CA7D52A6C2D074FC8B668BE9,012 - 7991000,,MIPRO MARKETING,mipromkt@gmail.com,'2017-08-02,17 JALAN SETIA JAYA 4 TAMAN SETIA JAYA  83000 JOHOR
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89932&sid=E338BF52D2EF583910D6BECB9773A29C,03 - 77283384,,PAMURI TOKUTOKUYA SDN BHD,info@pamuri.com,'2017-08-02,"UNIT G-02, GROUND FLOOR BLOCK C JALAN SS 20/27, DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR"
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=90436&sid=D82EA02AD156E7250C25E8305482AA9F,03 - 88611660,,QEW TECHNOLOGIES (M) SDN BHD,qewtech@gmail.com,'2017-08-02,4A JALAN DIPLOMATIK 3 PRESINT 15 62050 PUTRAJAYA
