EMAIL,DATE_SCRAPED,HREF,CONAME,BIZADD,FAILMSG,TEL,
incomtec23@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99182&sid=74211E276DA40F69B9FAADF46E2CEAF0,INCOMTEC CONSOLIDATED SDN BHD,NO9-1 JALAN PJU 5/13 DATARAN SUNWAY KOTA DAMANSARA PETALING JAYA 47810 SELANGOR,,03 - 61572333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
benkhquah@cllse.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43569&sid=E4878891584634420F74623823DCBD59,CLLSE SDN BHD,"LOT 530 PERSIARAN SUBANG PERMAI SG PENAGA INDUSTRIAL PARK USJ 1, SUBANG 47500 SELANGOR",,03 - 56321577,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
production@linkk.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68839&sid=B4790561CB0DAAB70EE36606EB11896C,LINKK BUSWAY SYSTEMS (M) SDN BHD,"WISMA LFE, LOT 43117 OFF JALAN BALAKONG BALAKONG, SERI KEMBANGAN 43300 SELANGOR",,03 - 89644080,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mahesh@cans.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54939&sid=BDBD968AB300C4C77A2858350D7328AB,CONTROLLER AREA NETWORK SOLUTIONS (M) SDN BHD,A 508 BLOK A KELANA SQUARE 17 JALAN SS7/26 KELANA JAYA PETALING JAYA 47301 SELANGOR,,03 - 80616678,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@nga.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99487&sid=7FAC5580AAEA1CF8C8B7B72988C6A0B6,NEW GENERATION AVIATION SDN BHD,NO 7 JALAN DAHLIA 6/2 BANDAR BARU SALAK TINGGI SEPANG 43900 SELANGOR,,012 - 3309964,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
malcovest@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99452&sid=BDCF3672E0CF985CE70FD0B2A0C1E197,MALCOVEST SDN BHD,NO 10 JALAN 1/2 RAWANG INTEGRATED INDUSTRIAL PARK RAWANG 48000 SELANGOR,,03 - 60921333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mogan@nitto-opto.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37283&sid=D5A7F3740385AF85B20BCAE35193D4C2,AVENION GREENTECH SDN BHD,"B-6F-05, IOI BOULEVARD JALAN KENARI 5 BANDAR PUCHONG JAYA 47170 SELANGOR",,03 - 80755388,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@elco.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3515&sid=4EF6F2115BEFFC179C85AF7474ECEC94,ELECTRICAL COMPONENTS SDN BHD,"NO. 11, LORONG SS 13/3A SUBANG JAYA INDUSTRIAL ESTATE SUBANG JAYA 47500 SELANGOR",,03 - 56377302,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
marketing@cct.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4803&sid=D57816A89C8FA5837A70CC69B7374E52,CRYSTAL CLEAR TECHNOLOGY SDN BHD,"16,  JALAN TP5 TAMAN PERINDUSTRIAN SIME UEP SUBANG JAYA 47600 SELANGOR",,03 - 80247099,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ann.kam@qdos.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7673&sid=A91559221BF05CFDFD561D7119E3EDED,QDOS TECHNOLOGY SDN BHD,"NO 99, LEBUHRAYA KAMPUNG JAWA BAYAN LEPAS INDUSTRIAL ESTATE  11900 PULAU PINANG",,04 - 6420000,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
catherine.wong@powerwell.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11000&sid=6EB60319F691CCDC94CED6BAE68D608F,KEJURUTERAAN POWERWELL SDN BHD,"1B, JALAN ANGGERIK MOKARA 31/48 SECTION 31, KOTA KEMUNING SHAH ALAM 40460 SELANGOR",,03 - 55213333,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
rseind296@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56544&sid=B1D072B03F00BA28DD71543381D61963,RSE INDUSTRIES SDN BHD,26 JALAN PERDAGANGAN 3 TAMAN UNIVERSITI INDUSTRIAL PARK SKUDAI 81300 JOHOR,,07 - 5202381,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ngky@zoomic-electronics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5586&sid=0105B69681E861419AE46D41FBEFB6D8,ZOOMIC ELECTRONICS (M) SDN BHD,"PLOT 89A,  LINTANG BAYAN LEPAS 3 TAMAN PERINDUSTRIAN BAYAN LEPAS FASA IV BAYAN LEPAS 11900 PULAU PINANG",,04 - 6465298,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
salt.my@sea-landtech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5810&sid=CEA465E21A70E6BBAF5476E7EFC5BF8C,SEA AND LAND TECHNOLOGIES SDN  BHD,"A9-M, JALAN SELAMAN 1/1 DATARAN PALMA AMPANG 68000 SELANGOR",,03 - 42701616,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lslue@tts-grp.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73792&sid=4E157D3387A4369EC49B4FAA0AEE9186,TEST TOOLING SOLUTIONS (M) SDN BHD,"PLOT 234, LEBUH KAMPUNG JAWA FREE TRADE ZONE PHASE 3 BAYAN LEPAS 11900 PULAU PINANG",,04 - 6466966,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
premmah@techfast.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4372&sid=0D3AA58FC0F9D3EA68C7F1B0699A111C,TECHFAST MANUFACTURING SDN BHD,"11, JALAN PASARAN 23/5 SECTION 23 SHAH ALAM 40300 SELANGOR",,03 - 55485112,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
chlim@esmtt.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9944&sid=FE58505DA2BB73A9E565A37538890CC9,SMT TECHNOLOGIES SDN BHD,PLOT 102 & 102A BAKAR ARANG INDUSTRIAL ESTATE SG PETANI 08000 KEDAH,,04 - 4229881,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@silkron.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63746&sid=171C129346F3413782D68E0A7D1B57F1,SILKRON TECHNOLOGY SDN BHD,"12-3, MENARA IJM LAND 1, LEBUH TUNKU KUDIN 3 GELUGOR 11700 PULAU PINANG",,04 - 3714841,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
pong@sumelectrical.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69156&sid=91E443354A4F86577895580A41FD32D2,SUM MFG (M) SDN BHD,"7, JALAN SRI PLENTONG 6 TAMAN PERINDUSTRIAN SRI PLENTONG PLENTONG 81750 JOHOR",,07 - 3888188,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
tangflexible@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104163&sid=C48FB0D60C2D40A6E01424DE086B1DFD,FLEXIBLE SALES & SERVICES,K-43 JALAN PERINDUSTRIAN 10 TANJUNG AGAS INDUSTRIAL ESTATE MUAR 84000 JOHOR,,06 - 9537002,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@mim.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13927&sid=E0B65064B2475AEAE98CC80949CBD1E4,MALAYSIAN INTELLIGENCE METERS SDN BHD,"3, JALAN PEMBERITA U1/49 SECTION U1, TEMASYA INDUSTRIAL PARK GLENMARIE,  SHAH ALAM 40150 SELANGOR",,03 - 55695461,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
mimisharkina@taiace-engineering.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6432&sid=822B46266DD40F6E1D125A62C4606ED6,TAIACE ENGINEERING SDN BHD,"43A, JALAN PERMATA 1 ARAB-MALAYSIA INDUSTRIAL PARK NILAI 71800 NEGERI SEMBILAN",,06 - 7997478,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
dualinterlock@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81598&sid=7A4A7BDB07F68231A2F767A604326130,DUAL INTERLOCK SDN BHD,51-9-A MENARA BHL JALAN SULTAN ANMAD SHAH 10050 PULAU PINANG,,04 - 5078086,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@times-lite.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95792&sid=D81483BB52B2D137DA57553745C3C9B3,TIMES-LITE ELECTRICAL ENGINEERING SDN BHD,"14, LORONG PADANG LALANG 7 PERINDUSTRIAN PADANG LALANG KUANTAN 25050 PAHANG",,516 - 4355,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admins@mittigroup.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7929&sid=61EF0E1136B4CDB5A37A6085D10D166E,MITTI POWER CABLES SDN BHD,"PLO 125, JALAN ANGKASA MAS UTAMA KAW PERINDUSTRIAN TEBRAU II JOHOR BAHRU 81100 JOHOR",,07 - 3522522,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
marketing@mayquality.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2576&sid=162073D1BB345D26C97EC45FD1E8DD64,MEM INDUSTRIES SDN BHD,"TL 48,  JALAN SRI TANJUNG PARIT PINANG SERIBU MUAR 84150 JOHOR",,06 - 9872222,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
thariq@mts.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39290&sid=1C39E6963F62659D66168EEE4D4B6E5D,MECHANICAL TRAINING SOLUTIONS SDN BHD,"12-2, PLAZA DAMANSARA, MEDAN SETIA 2 BKT DAMANSARA  50490 KUALA LUMPUR",,03 - 20937010,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
janet@jache-int.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15844&sid=2F6671064A5957DC4CE12396ACE075A3,JACHE SDN BHD,SUITE 23-25 KULIM TECHNO CENTER KULIM HI TECH PARK  09000 KEDAH,,12 - 4233139,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sales@seonghin.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56996&sid=17F1051A0CDCABA0D41CF74A7D407EAD,SEONG HIN PRECISION ENGINEERING SDN BHD,"2 & 3, JALAN SR 7/9 TAMAN SERDANG RAYA SERI KEMBANGAN 43300 SELANGOR",,03 - 89487235,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nazeeh347@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98386&sid=97F4314C926FD9E5FB41773BAAD27756,NAZEH TRADING SDN.BHD.,SOUTH CITY PLAZA SERDANG PERDANA SERI KEMBENGAN SELANGOR 43300 SELANGOR,,03 - 89596124,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@dpstar.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12786&sid=ED86E4F25F1019C9A4A86172D9341E7D,DPSTAR THERMO CONTROL ELECTRIC SDN BHD,"35, JALAN OP 1/2 PUSAT PERDAGANGAN ONE PUCHONG OFF JALAN PUCHONG 47160 SELANGOR",,03 - 80716322,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
sivakumar@seimitsu.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74806&sid=6AB7022A8376DE675EFCFC880FB278C9,SEIMITSU ELECTRONIC (M) SDN BHD,"NO. 39, JALAN REBANA 3 OFF JALAN SERULING 59 TAMAN KLANG JAYA, KLANG 41200 SELANGOR",,03 - 33185428,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
powerco@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2968&sid=27703EB244736DA6A6436D5880D68E7D,POWERCO TRADING (KOTA KINABALU) SDN BHD,"TAMAN NOSSOB, 4 1/2 MILE JALAN PENAMPANG,  KOTA KINABALU P.O.BOX 524, PENAMPANG 89507 SABAH",,088 - 716222,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
NikNurHasanah@amsteel.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12384&sid=0A816959C02510BE876E94D39877E4B0,AMSTEEL MILLS SDN BHD,"LOT 1, JALAN WAJA BKT RAJA INDUSTRIAL ESTATE KLANG 41050 SELANGOR",,03 - 33412322,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
albert@conway.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12768&sid=29ADF07B588D3DBC3613223C479EF845,CONWAY TERMINALS MANUFACTURER SDN BHD,"LOT 1298, JALAN BKT KEMUNING SECTION 34 SHAH ALAM 40400 SELANGOR",,03 - 51221223,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
jay.cheah@sew-eurodrive.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74890&sid=1C76B55B9069E62075F5BAF3E9316E54,SEW-EURODRIVE SDN BHD,"93 & 95, JALAN SEROJA 39 TAMAN JOHOR JAYA JOHOR BAHRU 81100 JOHOR",,07 - 3549409,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
selvan@sungwootech.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96012&sid=E7CA4F1026FFA862B6A7EE97E3B32CAC,SUNGWOO TECHNOLOGIES SDN BHD,33 JALAN PERUSAHAAN 25 KG IDAMAN INDUSTRIAL AREA PANDAMARAN 42000 SELANGOR,,03 - 31677791,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
rl@txmservices.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102765&sid=4BB1D09C20D8C71A1500FC1F3F520DD1,REMEX ENGINEERING SDN BHD,LOT 7730 JALAN SUBANG PERMAI U6/3 SEKSYEN U6 DESA SUBANG PERMAI SHAH ALAM 40150 SELANGOR,,03 - 78591096,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
cctan@mmc.co.jp,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5028&sid=50700932070992B3521366D963A8B025,MMC ELECTRONIC (M) SDN BHD,"PLOT 8, KINTA FREE INDUSTRIAL ZONE JALAN KUALA KANGSAR CHEMOR 31200 PERAK",,05 - 2913981,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
liwidaelectric@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=73021&sid=12499CC61DAE2FCF99B5F703527ACDBE,LWD INDUSTRY SDN BHD,LOT 5014 JALAN CHUI CHAK LANGKAP 36700 PERAK,,05 - 6598111,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
abidin@subitec.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80254&sid=22CEC83BCE3AB7CBA63D807155C3D56B,SUBITEC SDN BHD,"NO. 2, 4 & 6. JALAN TU 54, TAMAN TASEK UTAMA AYER KEROH 75450 MELAKA",,06 - 2347200,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hgpt@tm.net.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11613&sid=3B2EFD3CC6F8CCA869EA1C289E64CC6F,HG POWER TRANSMISSION SDN BHD,"41 A & B, JALAN SS 3/29 PUSAT DAGANGAN, TAMAN UNIVERSITI PETALING JAYA 47300 SELANGOR",,03 - 78873855,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@btmetal.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12742&sid=85CA1BC091A114388AC7E2BE6A35B9B9,BT METAL (M) SDN BHD,"NO.14 JALAN TPP 5/13, SECTION 5 TAMAN PERINDUSTRIAN PUCHONG PUCHONG 47100 SELANGOR",,03 - 80617402,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ksmaniam@datmeltech.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64299&sid=4C1538A56DD690356BD2B8CEB443E994,DATMEL TECHNOLOGY SDN BHD,123/1 JALAN TOMAN 6 KEMAYAN SQUARE 70200 NEGERI SEMBILAN,,06 - 7633752,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
rbarcher2015@hotmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95456&sid=B3A65D9749B2F2F682E1CDFF7A7442EA,RB ARCHER (M) SDN BHD,"129A, JALAN PENDAMAR 27/90, ALAM MEGAH INDUSTRIAL PARK, SEKSYEN 27  40400 SELANGOR",,18 - 3821993,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lclim@arielec.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12951&sid=6C3FA1A1B018B6FA6D746DAE7697B2A6,ARI ELECTRIC SDN BHD,"40, JALAN 10/116B KUCHAI ENTREPRENEUR PARK JALAN KUCHAI LAMA 58200 KUALA LUMPUR",,03 - 79871633,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
philip@intag.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95489&sid=84AAAB8269866D80484E2DCA5A19183A,INTAG INDUSTRIAL SUPPLIES SDN BHD,PLO 226 JALAN KENCANA MAS KAWASAN PERINDUSTRIAN TEBRAU 3 JOHOR BAHRU 81100 JOHOR,,07 - 3510099,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
enquiry@lybase.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89184&sid=F0C0C3B1729A6C2EBE649E4D644DCA69,LYBASE SDN BHD,"PLO 207, JALAN CYBER 14 SENAI INDUSTRIAL ESTATE IV SENAI 81400 JOHOR",,07 - 5997878,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
zenne@zenne.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15714&sid=B3C8867095C424EF6F4B2644A7BCD1B7,KEIN HING INDUSTRY SDN BHD,"LOT 1863/64, JALAN COLLEGE SERI KEMBANGAN SERDANG BARU 43300 SELANGOR",,03 - 89489088,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
accessmobile88@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103932&sid=3BFA004AEE4D333D638B1935E571B0CB,ACCESS MOBILE MARKETING (M) SDN BHD,CT-08-08 8TH FLOOR CORPORATE TOWER SUBANG SQUARE JALAN SS15/4G SUBANG JAYA 47500 SELANGOR,,03 - 56110900,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
keatfong.chou@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99709&sid=D1F6C40B0FC430AAD964CE4B69D1EA43,D&B TECHNOLOGY ENGINEERING PLT,NO 3 JALAN PJU 3/23F SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR,,03 - 77338884,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
lydia@bh-electronics.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35364&sid=CA5EFEBD4408D592828C430B1E64E62B,BH ELECTRONICS SDN BHD,"232, LEBUH KAMPUNG JAWA, FASA III BAYAN LEPAS  11900 PULAU PINANG",,04 - 6384343,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
purchase@nihon.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81657&sid=C36EB6C0F8F81186E995AE55B39BB415,NIHON PRECISION TECHNOLOGY SDN BHD,"LOT 11407, SECOND FLOOR TABUAN HEI GHTS COMMERCIAL CENTRE PHASE 7, JALAN SONG, KUCHING 93350 SARAWAK",,082 - 368998,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admin@jumbohan.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99937&sid=E2A73FA05003035849FE604BED9D86A4,JUMBOHAN MARKETING SDN BHD,LOT 16 JALAN PERUSAHAAN 2 KAWASAN PERINDUSTRIAN BATU CAVES BATU CAVES 68100 SELANGOR,,03 - 61890909,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
headoffice@topazit.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=56282&sid=F7C82A8E14F0BA5EC89EA71C7DD9B44B,TOPAZ INTEGRATED TECHNOLOGY SDN BHD,"46, JALAN SAUJANA 2 TAMAN INDUSTRI SAUJANA LUNAS 09600 KEDAH",,04 - 4847232,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
frank@newsystem.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35642&sid=75E8675523009AF99F971CCC53BDBA15,NEW SYSTEM TECHNOLOGY SDN BHD,"4, JALAN MASYHUR 4 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR",,07 - 8615232,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
pengkalan_jitu@yahoo.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14846&sid=C13590BCD544BA9A90EC1E76A62A45FC,PENGKALAN JITU SDN BHD,"10A, JALAN KEBUDAYAAN 1A TAMAN UNIVERSITI SKUDAI 81300 JOHOR",,07 - 5214643,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
normah@tenagaprisma.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9180&sid=90948388DF9183C299EB15B5CBF2BD70,TENAGA PRISMA MANUFACTURING SDN BHD,"2,  JALAN TELUK BATU 36/4 OFF 4 1/2 MILE,  JALAN KEBUN SECTION 36,  SHAH ALAM 40470 SELANGOR",,03 - 51624703,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
admins@mittigroup.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9988&sid=61ABD7E0AD31B57180CEF590A081D9C7,MITTI CABLES MFG. SDN BHD,"PLO 125, JALAN ANGKASA MAS UTAMA KAW PERINDUSTRIAN TEBRAU II JOHOR BAHRU 81100 JOHOR",,07 - 3522522,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
ejraplas@gmail.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89897&sid=833FE94798DA31A5A9FAA335167E989F,EJRA PLASTIC PRECISION INDUSTRIES SENDIRIAN BERHAD,"7,9 & 11, JALAN PERMAI 2, TMN. PERINDUSTRIAN PUCHONG PERMAI 47100 47100 SELANGOR",,03 - 58824264,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
azhar@leadercable.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2337&sid=4C377E273936864FD118ECD95BF5D580,LEADER CABLE INDUSTRY BERHAD,"UNIT 8.2, LEVEL 8, BUILDING A, PEREMBA SQUARE SAUJANA RESORT, SEKSYEN U2 SHAH ALAM 40150 SELANGOR",,04 - 4389988,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
"elkom@elkom.com.my	",'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5674&sid=F1BE67D8395D7E92E16B3E70C8602E96,ELKOM SDN BHD,"LOT PT 32696, KAWASAN PERINDUSTRIAN SUNGAI PURUN JALAN BANGI LAMA BATU 1 1/2, SEMENYIH 43500 SELANGOR",,03 - 87271488,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
info@solarland.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55357&sid=99C228FC2ACA2BE0B4F37093FB4F6A0A,ECO GEO SOLAR SDN BHD,"58, JALAN PUTERI 2/4 BANDAR PUTERI PUCHONG 47100 SELANGOR",,03 - 80637889,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
halim@wwcable.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104801&sid=4E1E07D580D66496750FE9E5720297F9,WONDERFUL EBEAM CABLE SDN BHD,PLO 234 JALAN TEMBAGA SATU PASIR GUDANG INDUSTRIAL ESTATE PASIR GUDANG 81700 JOHOR,,07 - 2562122,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
akmal@trisys.com.my,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42525&sid=DA25B2FE9987EFC04A36C3EEADE81058,TRISYSTEMS ENGINEERING SDN BHD,"NO. 6, JALAN TIANG U8/91 TMN PERINDUSTRIAN BUKIT JELUTONG, SECTION U8 SHAH ALAM 40150 SELANGOR",,03 - 78473278,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
nurul.tuhid@satakemalaysia.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104804&sid=1E86A30B37B6A7131D3E1548C5158F50,SATAKE TECHNOLOGIES SDN BHD,NO 56 JALAN ANGGERIK VANILLA Z 31/Z KOTA KEMUNING SHAH ALAM 40460 SELANGOR,,03 - 55253171,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
hyrax@hyraxoil.com,'2017-08-02,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10230&sid=38B32FA76267D5065BFE6BAD9AF3E618,HYRAX OIL SDN BHD,"A-8-1, MEGAN AVENUE II 12 JLN YAP KWAN SENG  50450 KUALA LUMPUR",,03 - 21635893,ELECTRICAL & ELECTRONIC PARTS AND COMPONENTS
