HREF,DATE_SCRAPED,EMAIL,CONAME,BIZADD,FAILMSG,TEL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69698&sid=6FC381CC34760B93AE3FFA1D446164B6,'2017-08-02,admin@ellipsepallet.com,ELLIPSE PALLET INDUSTRIES SDN BHD,A-2-2 PLAZA MEDAN PUTRA JALAN MEDAN PUTRA 6 52200 KUALA LUMPUR,,03 - 60344393
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80271&sid=B4F9D0BB0A06C8B2A339A0AE7DA19C20,'2017-08-02,cosmalbobbin@gmail.com,COSMAL MANUFACTURING (M) SDN BHD,LOT 3 PHASE IV ALOR GAJAH INDUSTRIAL ESTATE 78000 MELAKA,,06 - 5565966
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10586&sid=FE1933A099410F09982BA7D2B481863F,'2017-08-02,office@agisson.com.my,AGISSON SDN BHD,"23-01, JALAN SERI PERKASA 2/1 TAMAN TAMPOI UTAMA JOHOR BHARU 81200 JOHOR",,03 - 60574401
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95207&sid=B9DF52B3657B999C76CF05E03F10B835,'2017-08-02,sales@hawesco.com.my,HAWESCO INDUSTRIES,NO 6 JALAN TPP 1/17 TAMAN INDUSTRI PUCHONG 47100 SELANGOR,,012 - 3778128
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95718&sid=38AD45D0FBFC726425E1747B3713F7B6,'2017-08-02,info@miripoly.com,MIRIPOLY INDUSTRIES SDN BHD,LOT 1599 BK 6 KBLD TECHNOLOGY INDUSTRIAL 8 DESA SENADIN MIRI 98000 SARAWAK,,085 - 663771
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9214&sid=39F52CDD2413B490B38D6642247ADEBE,'2017-08-02,sam@glasfil.com,GLASFIL POLYMER SDN BHD,"NO. 24, JALAN PERUSAHAAN 3 SERI KEMBANGAN  43300 SELANGOR",,03 - 89488509
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96381&sid=B3F213755C8086B43411CCA7C72BBFB0,'2017-08-02,taisengmuar@gmail.com,TAI SENG (MUAR) SDN BHD,LOT 4519 BUKIT BATU BAKRI BUKIT BAKRI MUAR 84200 JOHOR,,06 - 9860755
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99490&sid=3DB9FFC553255190747DA2860A136C5A,'2017-08-02,sales@allspot.com.my,ALLSPOT INDUSTRY SDN. BHD.,34 JALAN IMJ 5 TAMAN INDUSTRI MALIM JAYA  75250 MELAKA,,06 - 3368835
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37750&sid=B57401B324D2DAD37161312CC63DB8BD,'2017-08-02,goldp@streamyx.com,GOLDREIGN PLASTIC(M) SDN BHD,23 JALAN KESUMA 2/1 BANDAR TASIK KESUMA BERANANG 43700 SELANGOR,,03 - 87233600
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12948&sid=005373905E24F3E3F36791684E5FB4B7,'2017-08-02,sales@shengfoongplastic.com,SHENG FOONG PLASTIC INDUSTRIES SDN BHD,"3, KM 10, OFF JALAN SIPUTEH-TRONOH KAW PERINDUSTRIAN SIPUTEH TRONOH 31750 PERAK",,05 - 3677163
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10395&sid=243830F4A298DF4E78441DDC2B4459E3,'2017-08-02,yirin@dynaplast.com.my,DYNAPLAST (M) SDN BHD,"16, JALAN P 10/16 TAMAN INDUSTRI SELAMAN, SECTION 10 BANDAR BARU BANGI 43650 SELANGOR",,03 - 89262623
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9884&sid=E55CFB8E82BA527FA0F50BE0AAE1401F,'2017-08-02,meowsiang_khor@gf-technology.com,GF TECHNOLOGY SDN BHD,"PLOT 108, KAW PERINDUSTRIAN BAYAN LEPAS 4 HILIR SG KELUANG 5 BAYAN LEPAS 11900 PULAU PINANG",,04 - 6413106
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99325&sid=554A16BB6B06A6B20C04BA2E470579C6,'2017-08-02,inquiry.aromatech@gmail.com,AROMATECH SDN BHD,PLOT 4 PT 2228 & PLOT 7 PT 2229 JALAN BATU ARANG BT 23 KG SG BAKAU RAWANG 48000 SELANGOR,,03 - 89326682
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86039&sid=CCF6EF485D2B19A05517D7E6143F6FAA,'2017-08-02,mailadmin@medicalcompound.com,SYG MEDICAL COMPOUND SDN. BHD.,"16, JALAN KILANG 1, JELAPANG LIGHT INDUSTRIAL ESTATE,  30100 PERAK",,05 - 5267952
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13807&sid=022A3B7D94B3E036B5F3A76D5356B20B,'2017-08-02,walltrdg@gmail.com,WALL TRADING,14 JALAN ANGGERIK 3/1 TAMAN ANGGERIK JOHOR BHARU 81200 JOHOR,,07 - 5583873
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3746&sid=14ECDF0AFE431ACEC5AB95C00B9E815E,'2017-08-02,alexleong@polyworld.com.my,POLYWORLD SDN BHD,"NO.15-17, JALAN P6/2, SECTION 6 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",,03 - 87242933
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93618&sid=57C5579F508963FF58C03314BCA1454A,'2017-08-02,ac.aunlian@yahoo.com.my,AUN LIAN PLASTIC RESOURCES SDN BHD,PMT 425 LORONG IKS TASEK 3 TAMAN INDUSTRI TASEK 14100 PULAU PINANG,,04 - 5888968
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100336&sid=64C5CE6FFA9914C513FA37B8203E7A7F,'2017-08-02,DARRENCHOOI@SIENCHIN.COM.MY,SIEN CHIN PLASTIC SDN BHD,NO 2 LALUAN PERUSAHAAN KLEDANG 3 KAWASAN PERINDUSTRIAN CHANDAN RAYA MENGLEMBU 31450 PERAK,,05 - 2829188
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100535&sid=B0E4D091A7B338683A2EA280D470A24D,'2017-08-02,accessplastic14@gmail.com,ACCESS PLASTIC SDN BHD,LOT 10230 JALAN SRI CHEDING KAMPUNG SRI CHEDING 42700 SELANGOR,,03 - 31913625
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69791&sid=D743FD9912840FA7A76FBB719DF9A6AC,'2017-08-02,cwt.globaltrade@yahoo.com,CWT GLOBAL TRADE SDN BHD,"10, LEBOH SUNGAI KERAMAT 6 TAMAN KLANG UTAMA KLANG 42100 SELANGOR",,03 - 32906200
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100763&sid=84FB0F9887620651947A656C16E9A272,'2017-08-02,gib.ooi@megafortris.com,MEGA FORTRIS SECURITY BAGS (MALAYSIA) SDN BHD,NO 29 JALAN ANGGERIK MOKARA 31/47 KOTA KEMUNING SEKSYEN 31 SHAH ALAM 40460 SELANGOR,,03 - 51226118
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58727&sid=7F519562D825C890A5408FA23113AB4D,'2017-08-02,tsplastics@gmail.com,TS PLASTICS SDN BHD,"PT30131, OFF JLN JOHAN 2/1A ESTET PERINDUSTRIAN PENGKALAN II PUSING 31550 PERAK",,05 - 3666899
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33569&sid=F927BCEAD0BC769E8FA5584A387BB8C9,'2017-08-02,tython@beltec.com.my,BELTEC SDN BHD,"LORONG 2B, LOT 280, JLN TUDM KG BARU SUBANG SHAH ALAM 40150 SELANGOR",,03 - 78591928
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44333&sid=DC2169EEFFB90371F68F0B75C4CDE7BF,'2017-08-02,info@cpchemie.com,CP CHEMIE RESOURCES (M) SDN BHD,"PT. 360, JALAN TPP 5/1 TAMAN PERINDUSTRIAN PUCHONG, SECTION 5 PUCHONG 47160 SELANGOR",,03 - 80615629
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14909&sid=B68A91724287DD0BBB433A13E25539B8,'2017-08-02,gsong@vschemicals.com.my,VS CHEMICALS (MALAYSIA) SDN BHD,"509 & 609, BLOCK B, PHILEO DAMANSARA 1 9, JALAN 16/11 OFF JALAN DAMANSARA PETALING JAYA 46350 SELANGOR",,03 - 79581975
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13134&sid=F26BB33F30E6868087C575A02937157F,'2017-08-02,hq-team@packerman.com.my,PACKERMAN SDN BHD,"11, JALAN TU 51A TAMAN TASIK UTAMA AYER KEROH 75450 MELAKA",,06 - 2318888
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98321&sid=149FA65102C16165CD18B5D9B42AE919,'2017-08-02,johanks2007@yahoo.com,SRI KELUARGA SDN BHD,72-1 JALAN PUTERI 2/2 BANDAR PUTERI PUCHONG 47100 SELANGOR,,016 - 6620203
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64536&sid=71244C812B78C220909192DC1ED5AC1C,'2017-08-02,sales@gbplas.com,GB PLAS SDN BHD,3785 JLN CHANGKAT NIBONG TEBAL 14300 PULAU PINANG,,04 - 5942333
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65964&sid=0EBB17EA4E8A514D0C48B0C8C7D1B1AF,'2017-08-02,customerservice@3gdoor.com.my,GIANNI PANEL SDN BHD,"5154, LORONG18/62B TMN SERI SERDANG SERI KEMBANGAN 43300 SELANGOR",,03 - 89488835
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14055&sid=DAC1D91E5FB3B3BE963CF5D11FF65EAC,'2017-08-02,alfred@syg53.com,SIN YONG GUAN INDUSTRIES SDN BHD,8 SOLOK RISHAH 2 KAWASAN PERINDUSTRIAN SILIBIN IPOH 30100 PERAK,,05 - 5267231
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13013&sid=567C50454D7E4AF01D6AE0F406FB3B3D,'2017-08-02,psang@uniang.com,UNIANG PLASTIC INDUSTRIES (SABAH) SDN BHD,P.O. BOX 13624 KOTA KINABALU  88841 SABAH,,088 - 423881
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98683&sid=A43B619B57E3904E94C15D47105587AA,'2017-08-02,sales@ecocarton.com.my,ECO CARTON SDN BHD,NO 1 JALAN TANMING 12 TANMING JAYA INDUSTRIAL PARK BALAKONG 43300 SELANGOR,,03 - 89607093
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13056&sid=ECDCF8044F65FDBD85F9069437276ED1,'2017-08-02,enquiry@hexagonquest.com,HEXAGON QUEST SDN BHD,"NO 9 & 10, JALAN MEGA B, TAMAN INDUSTRI MEGA, SEMENYIH, 43500 SELANGOR",,03 - 82107477
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94239&sid=2277BDF11F4DB57393344FBC7D40AA31,'2017-08-02,alex@bessrain.com,BESSTEM PLASTICS (M) SDN BHD,19 JALAN 5/1 TAMAN INDUSTRI SELESA JAYA OFF JALAN BALAKONG  43300 SELANGOR,,03 - 89619131
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=71464&sid=A311438C1E1B2006EFD48F22834B7C3D,'2017-08-02,ks.teoh@optosem-tech.com,OPTOSEM SYSTEMS SDN BHD,5 & 5A JALAN TAMPOI 7/4 KAW PERUSAHAAN JALAN TAMPOI 81200 JOHOR,,07 - 3341953
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98960&sid=BB5F385C36198B4A848CEF9475FA49F1,'2017-08-02,info@bfpborneo.com,BORNEO FLEXIBLE PACKAGING SDN BHD,LOT 3 LORONG BURUNG KELETO BATU 5.5 JALAN TUARAN BY PASS KOTA KINABALU 88450 SABAH,,088 - 429299
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98782&sid=B5FB4897B2F0943823A7DF6AFA857C1A,'2017-08-02,fmsecurityprinter@gmail.com,FM SECURITY PRINTER SDN BHD,WISMA FEDERAL MALAY HOLDINGS NO 10 PERSIARAN 65C PEKELILING BUSINESS CENTRE JALAN PAHANG BARAT 53000 KUALA LUMPUR,,03 - 40221010
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48567&sid=128A44449B58ADD77A8C246C975BE348,'2017-08-02,khairul@epmb.com.my,FUNDWIN SDN BHD,"8 & 10, JALAN JURUTERA U1/23, SEKSYEN U1, KAWASAN PERINDUSTRIAN HICOM GLENMARIE, SHAH ALAM 40150 SELANGOR",,03 - 78036663
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46571&sid=F831A9CDB25EFB12A6DE97614F3AE1D2,'2017-08-02,info@polytemasek.com,POLY TEMASEK SDN BHD,NO.9 JLN BANANG 2 TMN JOHOR INDUSTRIAL AREA JOHOR BAHRU 81200 JOHOR,,07 - 2388128
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64980&sid=E2FE3927B5CD00597BEE5906688CA4C5,'2017-08-02,khteo@tekheng.com,PERDAGANGAN GIN THYE SDN BHD,"7, JALAN SELUANG TAMAN INDAH JAYA KLUANG 86000 JOHOR",,07 - 7878788
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101678&sid=59161FA3100FB4115EF17A1585289EA7,'2017-08-02,gcm@greatcosmo.com,GREAT COSMO INDUSTRIES SDN BHD,LOT 9674 G BATU 11 DESA AMAN SG BULOH 47000 SELANGOR,,03 - 61577899
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102805&sid=FDF13A78437A3C9C12B33236BACBF6EB,'2017-08-02,enquiry@euromalaysia,EURO SME SDN BHD,NO 5 JLN UTARID U5/1 SEKSYEN U5 MAH SING INTEGRATED INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR,,03 - 78466301
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95456&sid=B3A65D9749B2F2F682E1CDFF7A7442EA,'2017-08-02,rbarcher2015@hotmail.com,RB ARCHER (M) SDN BHD,"129A, JALAN PENDAMAR 27/90, ALAM MEGAH INDUSTRIAL PARK, SEKSYEN 27  40400 SELANGOR",,18 - 3821993
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97877&sid=16F7F1188525E0780DA436563C8BD79D,'2017-08-02,fusenmkt@hotmail.com,FU SEN PLASTIC INDUSTRIES SDN BHD,LOT 1992 PARIT JAMIL DARAT - PARIT MISLAM PARIT JAWA MUAR 84150 JOHOR,,017 - 5629199
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102806&sid=5435350CB2DD2C036EA918108F79899F,'2017-08-02,info@euromalaysia.com,EURO NATURE GREEN SDN BHD,NO 5 JALAN UTARID U5/1 SECTION U5 MAH SING INTEGRATED INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR,,03 - 78466301
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80254&sid=22CEC83BCE3AB7CBA63D807155C3D56B,'2017-08-02,abidin@subitec.com.my,SUBITEC SDN BHD,"NO. 2, 4 & 6. JALAN TU 54, TAMAN TASEK UTAMA AYER KEROH 75450 MELAKA",,06 - 2347200
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=104160&sid=1D9167E21B7AC0DA43DF780489BC0928,'2017-08-02,shenfeienterprise@gmail.com,SHEN FEI ENTERPRISE,LOT 225093 JALAN GOPENG TUNGZEN INDUSTRIAL PARK MUKIM SG. RAIA KAMPUNG KEPAYANG IPOH 31300 PERAK,,016 - 5006130
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103933&sid=5F20F30302CC716EF52B5451C3794604,'2017-08-02,kongswee@yahoo.com.my,GUESS MASTER SDN BHD,27-1 JALAN 5/38D TAMAN SRI SINAR  52200 KUALA LUMPUR,,03 - 62740785
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9095&sid=3A3EF4E5CE764797C5F682E1FE7E99B8,'2017-08-02,mathi@gpf.com,SAN MIGUEL PLASTIC FILMS SDN BHD,"172, JLN USAHA 5 AYER KEROH INDUSTRIAL ESTATE  75450 MELAKA",,06 - 2322177
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12938&sid=D0314888EEED233DAC1DF0229D525F04,'2017-08-02,cltai@lsspi.com,LEE SOON SENG PLASTIC INDUSTRIES SDN BHD,"LOT 3304, 24 1/2 MILE JLN KULAI - AIR HITAM 81000, KULAI 81000 JOHOR",,07 - 6522288
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7980&sid=86E5E24D09B0C3A25EA4233C3D4BCEA3,'2017-08-02,maggiehr@polyplassb.com,POLYPLAS SDN BHD,"2056, MK 14, LORONG IKS BKT MINYAK 5 TAMAN IKS BKT MINYAK BKT MERTAJAM 14100 PULAU PINANG",,04 - 5070188
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3629&sid=05BF0F288C735D92B164C912C07CFEF3,'2017-08-02,hr@plastik-v.com,PLASTIK V SDN BHD,"LOT 8595, KG AIR HITAM 6 1/2 MILE, JLN LANGAT KLANG 41200 SELANGOR",,03 - 31221111
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7807&sid=7F967759678CF64B31BF76F00DDDFED7,'2017-08-02,plastradehr@plestradegroup.com,PLEXTECH (MALAYSIA) SDN BHD,"PLO 264, JLN FIRMA 3 KAW  PERINDUSTRIAN TEBRAU IV JOHOR BAHRU 81100 JOHOR",,07 - 3523899
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11285&sid=A7B6D8E2CE1D26AD1B5043502770E841,'2017-08-02,export34@pomtraders.com,POM TRADERS SDN BHD,"34A, JLN MELAKA RAYA 13 PRIME SQUARE TAMAN MELAKA RAYA 75000 MELAKA",,06 - 2817101
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12145&sid=FF6549A0CE6DAF971605813DCDE736D7,'2017-08-02,corlite@hotmail.com,CORLITE PACKAGING INDUSTRIES SDN BHD,"LOT 6, JLN WAWASAN 1 KAW PERINDUSTRIAN SUNGAI KAPAR INDAH 6TH MILE, JALAN KAPAR, KLANG 42200 SELANGOR",,03 - 32904399
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67426&sid=8943D9A829FE636CD12D914D8C7E1529,'2017-08-02,admin@scentpur.com,SCENT PUR MANUFACTURING (M) SDN BHD,"PLOT 4 PT 2228 & PLOT 7 PT 2229 JLN BATU ARANG BT 23 KG SG BAKAU, RAWANG 48000 SELANGOR",,03 - 89326682
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83573&sid=74A010CAE873FC4E9DA69ECC9EE06AC1,'2017-08-02,ramesh.k@nseetechnics.com,NSEETECH INDUSTRIES SDN BHD,"NO 477, JALAN PERUSAHAAN 3 BANDAR BARU SUNGAI BULOH  47000 SELANGOR",,03 - 61511730
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15091&sid=9CC154FBD42904C23DBA86D67E1AC07D,'2017-08-02,wktan@clpg.com.my,CLPG PACKAGING INDUSTRIES SDN BHD,"PLOT 135, JLN PERINDUSTRIAN BKT MINYAK 4 KAW PERINDUSTRIAN BKT MINYAK BKT MERTAJAM 14100 PULAU PINANG",,04 - 5010202
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13864&sid=0B560F689EA5717D54C54BB7FBCBEB4C,'2017-08-02,heermanz@gmail.com,IDEAL HEALTH CARE SDN BHD,"70 & 71, JALAN SUNGAI TUKANG 2/1 KAWASAN PERUSAHAAN SUNGAI TUKANG SUNGAI PETANI 08000 KEDAH",,04 - 4227775
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8176&sid=181A2314BA7C04CBF5329F0B6B4F7883,'2017-08-02,davidang@thongguan.com,THONG GUAN PLASTIC & PAPER INDUSTRIES SDN BHD,LOT 52 JALAN PKNK 1/6 KAWASAN PERINDUSTRIAN SUNGAI PETANI SUNGAI PETANI 08000 KEDAH,,04 - 4417888
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57880&sid=5F12670CCC7897E598F8520AC92F5A0A,'2017-08-02,ckwan@respack.com.my,RESPACK MANUFACTURING SDN BHD,29 & 30 KAWASAN PERINDUSTRIAN RINGAN BAKAR ARANG SUNGAI PETANI 08000 KEDAH,,04 - 4239885
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2864&sid=C7262322539A3454DE7B64605F681644,'2017-08-02,joeyyeong@clover-p.com,CLOVER PLASTIC (M) SDN BHD,"LOT PT 49, 51 & 53, JALAN USAHA 6, MERLIMAU INDUSTRIAL ESTATE MERLIMAU 77300 MELAKA",,06 - 2632634
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2426&sid=C968E2520B0FF000E126A9C8DE412ED1,'2017-08-02,custservice@jebco.com.my,KUMPULAN JEBCO (M) SDN BHD,LOT 1569 JLN KUSTA KAWASAN PERINDUSTRIAN KG JAYA SUNGAI BULOH 47000 SELANGOR,,03 - 61578282
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9952&sid=A4CB4BEB3C369ED5E231AE90DE51288B,'2017-08-02,finance@polyparts.com.my,POLYPARTS SDN BHD,"2, PERSIARAN PERINDUSTRIAN SILIBIN 2 KAW PERINDUSTRIAN RINGAN SILIBIN IPOH 30100 PERAK",,05 - 5267071
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4901&sid=731793B0594DD3865C4B9C402DAAF775,'2017-08-02,admin@perceptive.com.my,PERCEPTIVE PROFILE SDN BHD,"PT 19251, PERSIARAN BT GAJAH PERDANA 10 TMN PERINDUSTRIAN BT GAJAH PERDANA PUSING 31550 PERAK",,05 - 3665439
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6256&sid=89CBDA11110B6F289124CF6A81051B44,'2017-08-02,khseah@henghiap.com.my,HENG HIAP INDUSTRIES SDN BHD,"PLO 138, JALAN NIBONG KAWASAN PERINDUSTRIAN TANJUNG LANGSAT PASIR GUDANG 81700 JOHOR",,07 - 2562886
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12673&sid=730196E14B828BD85CCAD4D893CB1DB2,'2017-08-02,adtech.m@gmail.com,ADTECH MALAYSIA SDN BHD,"NO. 33 JALAN KOPORAT/KU9 TAMAN PERINDUSTRIAN MERU,KLANG 42200 SELANGOR",,03 - 33936933
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11850&sid=6623559DFA2A2D03D6C56DBFA834B9BA,'2017-08-02,kyleong@hhmould.com,H.H. PRECISION MOULD SDN BHD,"LOT 6, JALAN HALBA 16/16 SECTION 16 SHAH ALAM 40200 SELANGOR",,03 - 55107972
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9618&sid=178294831CD6D187DFCA206B40E36E63,'2017-08-02,info@my.hlhightech.com,H & L HIGH-TECH SDN BHD,"NO. 6, JALAN TSB 1 TAMAN INDUSTRI SUNGAI BULOH SUNGAI BULOH 47000 SELANGOR",,03 - 61576339
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11435&sid=0C6D24C42550AEBB890A7FCAAA7AE373,'2017-08-02,enquiry@fragstar.com,FRAGSTAR CORPORATION SDN BHD,"LOT 215, MUKIM SEMELING SUNGAI TOK PAWANG, 1ST MILE BEDONG 08100 KEDAH",,04 - 4588299
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35727&sid=F5CC550BFCE056B40263F77F7ED4156E,'2017-08-02,sales@cppowders.com,CP POWDERS SDN BHD,"NO.30, LINTANG SUNGAI KERAMAT 2A/KU06 TAMAN INDUSTRI KLANG UTAMA KLANG 42100 SELANGOR",,03 - 32918226
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34501&sid=CE3685B19A58EE4BBCDE6D18B6C55031,'2017-08-02,nooraffida.zulbahari@toyoplas.com.my,TOYOPLAS MANUFACTURING (MALAYSIA) SDN BHD,20 & 22 JALAN GEMILANG 1 TAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM 81800 JOHOR,,07 - 8673108
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105813&sid=EE350586542E2438BA261B68EF9B0B84,'2017-08-02,kmtechnology3@gmail.com,KM PLASTICS TECHNOLOGY SDN. BHD.,LOT 7508 JALAN BATU TIGA BUKIT CHERAKAH KG BARU SUBANG 40150 SELANGOR,,03 - 78591385
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13107&sid=B858D8744E10945789471EF520885389,'2017-08-02,logistic@trisen.com.my,TRISEN MANUFACTURING SDN BHD,"LOT 4079, JALAN P4/8 BANDAR TEKNOLOGI KAJANG SEMENYIH 43500 SELANGOR",,03 - 87231212
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7173&sid=B3A5445AAC050CC6BFFFFA46E18396C6,'2017-08-02,info@tomher.com.my,TOMHER INDUSTRIAL SDN BHD,"MILE 16, JALAN TUARAN, BOX A-83 KOTA KINABALU  89357 SABAH",,088 - 788999
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7676&sid=975C12B830538921E7EBD95DA91E9E65,'2017-08-02,angie@tongyong.com.my,TONG YONG RUBBER (M) SDN BHD,"PT 71 JALAN HULU TINGGI 26/6 SECTION 26, HICOM INDUSTRIAL ESTATE SHAH ALAM 40000 SELANGOR",,03 - 51915782
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9939&sid=405DCBDCA97E7621351D9763DEC5A672,'2017-08-02,chuiyen.cheah@paling.com.my,PALING INDUSTRIES SDN BHD,LOT 12 JALAN PERUSAHAAN 4 BATU CAVES 68100 SELANGOR,,03 - 61896389
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69143&sid=CAAD0A81AED114E0A824BB0E18381116,'2017-08-02,topsifu@gmail.com,TOPSIFU (M) SDN BHD,"NO.37, JALAN SEMENYIH INTEGRATED 3, SEMENYIH INTEGRATED INDUSTRIAL PARK, 43500 SEMENYIH, SELANGOR, MALAYSIA 43500 SELANGOR",,03 - 87277698
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11192&sid=D0EC05B5FC0BED0243E54B9A16BA3BDC,'2017-08-02,anacomp1919@gmail.com,PENRECON SDN BHD,"425 VALDOR ESTATE SG BAKAP, SEBERANG PRAI SELATAN PRAI 14200 PULAU PINANG",,04 - 5827366
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9823&sid=93B3D1FBC0903121433A3EB6B62DFF92,'2017-08-02,pkcheong@lottechem.my,LOTTE CHEMICAL TITAN (M) SDN BHD,"6TH FLOOR, BANGUNAN MALAYSIAN RE NO. 17 LORONG DUNGUN, DAMANSARA HEIGHTS 50490 KUALA LUMPUR",,07 - 2538888
