HREF,TEL,CONAME,DATE_SCRAPED,BIZADD,FAILMSG,EMAIL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6832&sid=956C02B2B5F0075F24F76AAEA8BAFC33,03 - 61873857,NAGA GLOBAL TRADE (M) SDN BHD,'2017-08-02,13A WISMA KERINGAT 2 LORONG BATU CAVES 2 BATU CAVES 68100 SELANGOR,,nagaglobaltrade@yahoo.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95485&sid=32357F6B1467136B3A7E07D96E6D986D,03 - 78767606,GMECH MARKETING SDN BHD,'2017-08-02,NO 3 JALAN 51A/243 PETALING JAYA 46100 SELANGOR,,inquiry@gmech.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65061&sid=15724753DB447CEF8866915FC8F47C9C,03 - 50331810,ZAAFI GLOBAL VENTURE SDN BHD,'2017-08-02,"A-5-10 , EMPIRE TOWER JALAN SS 16/1 SUBANG JAYA 47500 SELANGOR",,info@zaafiglobal.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8891&sid=D588805EA400215E5FBA91D6EADD75CE,07 - 3865991,TROPICAL NETWORK SDN BHD,'2017-08-02,"NO. 9, JALAN BKT 2 KAW MIEL, FASA VII BANDAR SERI ALAM , MASAI 81750 JOHOR",,inquiry.cyt@tropical-network.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4054&sid=76393CF87FED03C3B3ACA33632EB2D62,03 - 56371367,GREMONT AGROCHEM (MALAYSIA) SDN BHD,'2017-08-02,"NO.  7,  JALAN NILAM 1/8, TAMAN PERINDUSTRIAN TEKNOLOGI TINGGI, SHAH ALAM, 40000 SELANGOR",,gremontagro@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84161&sid=CB3E4972A74E2708CFF9F2FE6EFD33F6,03 - 26323952,ISCO INSTANT SOLUTION SDN BHD,'2017-08-02,D7-5-22 BANGUNAN PERDAGANGAN D7 800 JALAN SENTUL 51100 KUALA LUMPUR,,info@iscotwin.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61318&sid=E5BF5DEDE22BAE5D42D1385A690B534F,03 - 33248903,ASIAN FOOD INGREDIENTS SDN BHD,'2017-08-02,"C-2-13 BLOCK C, BBT ONE LEBUH BATU NILAM 2, BANDAR BUKIT TINGGI KLANG 41200 SELANGOR",,loh@asianfoodingredients.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68912&sid=34A774D24F8FE496CD1CFE99E8CA78E5,06 - 2922633,BRITZ NETWORKS SDN BHD,'2017-08-02,15B JALAN MELAKA RAYA 13 TAMAN MELAKA RAYA 75000 MELAKA,,marketing@britznetworks.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86651&sid=4C3C4E9807FB9414819AD16C1B763390,03 - 22842500,BAC BIOMASS (KG GAJAH) SDN BHD,'2017-08-02,B-5-5 NORTHPOINT OFFICES MID VALLEY CITY NO 1 MEDAN SYED PUTRA UTARA 59200 KUALA LUMPUR,,info@bac-re.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87435&sid=33AC825024C8629A7C7A23B9B74F8599,07 - 2526118,PALMTOP VEGEOIL PRODUCTS SDN BHD,'2017-08-02,"PLO 470, JALAN KELULI 1, KAWASAN PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR",,huichen-ng@palmtopvegeoil.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7834&sid=770B5F93BB1C7AA0CB104EC0B8645F74,089 - 664999,GREEN EDIBLE OIL SDN BHD,'2017-08-02,"LOT 6, BLOCK 44, LEBOH TIGA SANDAKAN  90000 SABAH",,hr_dept@greenedibleoil.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95483&sid=784AF1F5579433DC6B268CF13EDE87FB,016 - 2197222,NASADEV ENTEREPRISE,'2017-08-02,"118, GROUND FLOOR JALAN TUN SAMBANTHAN BRICKFIELDS 50470 KUALA LUMPUR",,nasedevimex@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79576&sid=D4CA5938C1A01A55B4F45E594C932549,03 - 31342118,B&G GREEN BIOENERGY SDN BHD,'2017-08-02,"LOT 11891 KG NELAYAN, JALAN TELOK GONG PORT KLANG 42000 SELANGOR",,bh88tan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97306&sid=A16ED85DDE60EDFAD1BD23611D7D577E,05 - 6913018,BRIGHT INTEGRITY SDN BHD,'2017-08-02,5-4-2 JALAN 2/50 DIAMOND SQUARE OFF JALAN GOMBAK 53000 KUALA LUMPUR,,general.bisb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9924&sid=134CE581C3EE68F249013A692EAE95C0,03 - 55135461,BERG & SCHMIDT (M) SDN BHD,'2017-08-02,"65, PERSIARAN SELANGOR SECTION 15 SHAH ALAM 40200 SELANGOR",,chai.wf@berg-schmidt.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85563&sid=FBD8AB0BF08FD5C5B11A888F93E7004E,03 - 28560201,ALEZDEHAR SDN BHD,'2017-08-02,C3-2-2 SOLARIS DUTAMAS JALAN DUTAMAS 1 50480 KUALA LUMPUR,,sales@alezdeharmy.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97878&sid=77DCE009947CB393A5CEC52690E95C78,03 - 41628493,KRISHA PRODUCTIONS SDN BHD,'2017-08-02,3-23A JALAN DESA 2/2 DESA AMAN PURI KEPONG 52100 KUALA LUMPUR,,KRISHAPRO@GMAIL.COM
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98447&sid=FEC606DD207EE7EB624CB0B923C137C3,012 - 2219271,PUNCAKGEMILANG BAKTI (M) SDN BHD,'2017-08-02,B-1-12 JALAN SEROJA 1/6 SBCR SAUJANA UTAMA SUNGAI BULOH 47000 SELANGOR,,info.puncakgbsb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86875&sid=99CD4CA03C220256AEA2D2095EBA23E7,012 - 3962468,MOMIN OIL INDUSTRY SDN BHD,'2017-08-02,"1, JALAN TUN PERAK 1, PERDANA INDUSTRIAL PARK, PELABUHAN KLANG 42000 SELANGOR",,waihing@momin.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8071&sid=0995696519F28CCFCCED02A37C3CC315,03 - 22844619,KALMART SYSTEMS (M) SDN BHD,'2017-08-02,"UNIT A-19-16 TOWER A, MENARA UOA BANGSAR NO 5, JALAN BANGSAR UTAMA 1  59000 KUALA LUMPUR",,kalmart@kalmart.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10868&sid=E6A7F45FD1155A16A01327D836C17BF1,012 - 2800000,AGATE GROUP (MALAYSIA) SDN BHD,'2017-08-02,16 FLOOR MENARA SAFUAN NO 80 JALAN AMPANG  50450 KUALA LUMPUR,,nsxpower@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9016&sid=D86FE205DB7DA1D22EAF6CBF12A4A11C,03 - 78450133,INNOVATIVE CONSOLIDATED SDN BHD,'2017-08-02,"22 JALAN DINAR A, U3/A TAMAN SUBANG PERDANA, SEKSYEN U3 SHAH ALAM 40150 SELANGOR",,icsb.aj@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65130&sid=DAC950BFA743D066884D7547A24EF0F2,016 - 3390836,ACE TECH TRADING,'2017-08-02,"LOB 4, LEVEL 6 PORT KLANG FREE ZONE 42920 SELANGOR",,info@acetech.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=44727&sid=D6B6E765C0FDBA07B7FCD5A898104AD4,03 - 55254445,AL-KHALEEJ INDUSTRIES SDN BHD,'2017-08-02,"NO 28, JALAN SPRING 34/31, BUKIT KEMUNING, SECTION 34 SHAH ALAM 40470 SELANGOR",,noorazwa@al-khaleej.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33104&sid=57F2B88D41BDFDA328C7E6A735824C58,03 - 91721888,GLOBAL GREEN SYNERGY SDN BHD,'2017-08-02,"WISMA ZELAN, SUITE 01.12B, 1ST FLOOR 1, JALAN TASIK PERMAISURI 2 BANDAR TUN RAZAK, CHERAS 56000 KUALA LUMPUR",,stephenlim@ggs.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48629&sid=A6196B5ABA6792329D11C58723693094,03 - 27227175,BUILDERS BIOMASS SDN BHD,'2017-08-02,"V2-08-05 LINGKARAN SV SUNWAY VELOCITY JALAN PEEL, MALURI 55100 KUALA LUMPUR",,kim@buildersbiomass.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68723&sid=01610A958944AB58B150990CD8C9BD30,07 - 3598288,AGRICODE GREEN SDN BHD,'2017-08-02,"PLO 14, JALAN PERINDUSTRIAN SENAI 1 KAWASAN PERINDUSTRIAN SENAI 1 81100 JOHOR",,sirmin@agricode.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11716&sid=FFDDDF7B5CC1EC868E93060FCD24898A,03 - 78822399,LAM SOON EDIBLE OILS SDN BHD,'2017-08-02,"WISMA DLS, 6, JALAN JURUNILAI U1/20 HICOM-GLENMARIE INDUSTRIAL PARK SHAH ALAM 40150 SELANGOR",,grace.soong@lamsoon.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99092&sid=FA361C89103B8AE0F10CE1B905AC842B,03 - 20942394,SOVEREIGN INNOVATIONS SDN BHD,'2017-08-02,138A JALAN KASAH MEDAN DAMANSARA KUALA LUMPUR 50490 KUALA LUMPUR,,thavalingam@sovereignmalaysia.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11650&sid=F21518C98509CA94A76A51D22D909675,03 - 33756789,SOUTHERN EDIBLE OIL INDUSTRIES (M) SDN BHD,'2017-08-02,"WISMA SOUTHERN, 6TH FLOOR, NOS.26-34, JALAN DATO HAMZAH, KLANG 41000 SELANGOR",,enquiry@southern.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10179&sid=BE3053E659AF393D1F0E9DAB468A615A,07 - 8630888,CIMEI FOOD INGREDIENTS SDN BHD,'2017-08-02,"14, JALAN ISTIMEWA 1 MOTAMAN PERINDUSTRIAN CEMERLANG ULU TIRAM, JOHOR BAHRU 81800 JOHOR",,doreen_oo@cimei.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62792&sid=4498E7541247090B4A711554DEFC1FF0,03 - 89432236,THE LEGENDS RESOURCES SDN BHD,'2017-08-02,"225, JALAN 18/23 TAMAN SRI SERDANG SERI KEMBANGAN 43300 SELANGOR",,legendsresources@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80190&sid=D1CFACE21C7A9D227A6259F605297986,014 - 2397687,LASWELL ASIA PACIFIC SDN BHD,'2017-08-02,"29, LORONG PERUSAHAAN SUNGAI LOKAN 3/3 KAW PERUSAHAAN SUNGAI LOKAN SUNGAI DUA, BUTTERWORTH 13800 PULAU PINANG",,info@laswell.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86259&sid=8A61F8D18ED47DC5B77D90E8F0603C35,03 - 32583000,ECOLEX SDN BHD,'2017-08-02,"LOT 11, SECTION 5, FASA 2B PULAU INDAH INDUSTRIAL PARK JALAN SUNGAI PINANG 4/2 42920 SELANGOR",,catherineyap@ecolexgroup.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43709&sid=E0CC9A29AC4A61A89F3B599EFFA63377,03 - 62584758,PROMAC FOOD PRODUCTS SDN BHD,'2017-08-02,38-1 JALAN METRO PERDANA TIMUR 11 TAMAN USAHAWAN KEPONG KUALA LUMPUR 52100 KUALA LUMPUR,,vivianne.yap@promac.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13945&sid=E9C47A2893AB75D3007F47D6AA7B99D0,03 - 21499388,K.R. INDUSTRIES SDN BHD,'2017-08-02,"SUITE 33-01, 33RD FLOOR MENARA KECK SENG 203, JALAN BUKIT BINTANG 55100 KUALA LUMPUR",,kr_industries@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15098&sid=021617DE0090DBB46CE6C3C809DE6B87,07 - 2551446,AL-THAMIM CRESCENT SDN BHD,'2017-08-02,"7-02, JALAN SURIA TIGA BANDAR SERI ALAM, MASAI JOHOR BHARU 81750 JOHOR",,al_thamimcrescent@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10115&sid=EC8D2CD0115F2F3F11345A54D044C091,03 - 89455988,MILLENNIUM PARTNERS (M) SDN BHD,'2017-08-02,LOT 3 JALAN PBS 14/9 TAMAN PERINDUSTRIAN BUKIT SERDANG 43300 SELANGOR,,enquiry@inxbio.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40222&sid=096A92F3CA8B5F046574A8BB70696651,07 - 2555385,MSMD RESOURCES (M) SDN BHD,'2017-08-02,"37A, JALAN BANDAR PUSAT PERDAGANGAN PASIR GUDANG 81700 JOHOR",,jothinathan@msmd.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33121&sid=35E8A9FAA4DC9704DBD2F21E1B251C3E,07 - 4293588,ZENTRETECH RESOURCES SDN BHD,'2017-08-02,"SG BERONG, MK XI SENGGARANG BATU PAHAT 83200 JOHOR",,zentretech@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98386&sid=97F4314C926FD9E5FB41773BAAD27756,03 - 89596124,NAZEH TRADING SDN.BHD.,'2017-08-02,SOUTH CITY PLAZA SERDANG PERDANA SERI KEMBENGAN SELANGOR 43300 SELANGOR,,nazeeh347@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99682&sid=C51C61ACCB52E135043F808089BF95FA,03 - 51150216,AGRI ASIA GLOBAL SDN BHD,'2017-08-02,"SUITE C-5-6, 7 & 8 LEVEL 5 SKYPARK ONECITY JALAN USJ 25/1 SUBANG JAYA 47650 SELANGOR",,shima@agriasia.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100499&sid=E5D0E1FB6C490283864F298BDCA0DC7F,03 - 78050388,ANJUNG NUSANTARA SDN. BHD.,'2017-08-02,9-3A & 9-3B JALAN PJU 1/3F SUNWAYMAS COMMERCIAL CENTRE PETALING JAYA 47301 SELANGOR,,james@anjung.net.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94097&sid=A137EFD503A5498B51A47E1872BFD543,019 - 7643722,ADINA GLOBAL SDN BHD,'2017-08-02,"NO.12-2, PERSIARAN KLANG SENTRAL 11/KU5, TAMAN KLANG SENTRAL, KLANG.   41050 SELANGOR",,tender_agsb@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6829&sid=8A28E3A34BC4C35830DB5CAEC26F6793,089 - 713109,PERUSAHAAN AL AN'AAM,'2017-08-02,"857, TAMAN KUHARA JAYA KM 6, JALAN KUHARA TAWAU 91000 SABAH",,arasabadisdnbhd@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105206&sid=3CDC69B0BD5934668566995F3D8B3435,03 - 21169659,RAWNAQ OIL SDN.BHD.,'2017-08-02,33-01 33RD FLOOR MENARA KECK SENG JALAN BUKIT BINTANG 55100 KUALA LUMPUR,,info@rawnaqmy.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=39866&sid=DD77655C248C8F3C768C2ACF72D42397,03 - 41430966,EEZDEE INTRADE SDN BHD,'2017-08-02,"45-1, JALAN WANGSA DELIMA 2A PUSAT BANDAR WANGSA MAJU  53300 KUALA LUMPUR",,izdihar@eezdee.intrade.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14497&sid=9B133B6F03BFBD86A3FC87BC16660EAE,03 - 33715169,NUTRI MILLS PRODUCTS SDN BHD,'2017-08-02,"SUITE 2-7, 2ND FLOOR, WISMA SOUTHERN NOS 26-34, JALAN DATO HAMZAH KLANG 41200 SELANGOR",,hisham@nutrimills.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105237&sid=F940DC88851184734782978ED6EB8C2B,03 - 89585680,LEGENDS GLOBAL RESOURCES,'2017-08-02,NO 29-1 JALAN EQUINE 1E TAMAN EQUINE SERI KEMBANGAN 43300 SELANGOR,,logaenthiran.biz@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7305&sid=608FCB17D76B919E23A6A683B0BF6E10,03 - 91723881,ACCORD COMMODITIES SDN BHD,'2017-08-02,"SUITE 9-15, 9TH FLOOR WISMA ZELAN 1, JALAN TASIK PERMAISURI 2 BANDAR TUN RAZAK, CHERAS 56000 KUALA LUMPUR",,fione@accordmy.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99971&sid=BDF836D1E4FCC9CD72731BE8E9373E2E,03 - 40232043,PRIMA KALIANI SDN BHD,'2017-08-02,1-2-29 TINGKAT 2 DIAMOND SQUARE BLOCK C PHASE II JALAN 1/50 OFF JALAN GOMBAK 53000 KUALA LUMPUR,,primakaliani@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94013&sid=4ED429A48C77EB1E9BF43CD237CA0EDE,03 - 62053314,BLACKSTONE IMPEX SDN BHD,'2017-08-02,A4-2-7 LEVEL G2 SOLARIS DUTAMAS 1 PUBLIKA JALAN SOLARIS DUTAMAS NO 1 MONT KIARA 50480 KUALA LUMPUR,,info@blackstoneimpex.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106051&sid=6385BEB211B2E4363AF94989E3F8760D,03 - 38840730,PALMTECH ENGINEERING,'2017-08-02,16-18 LORONG BENDAHARA 37 TAMAN SRI INDAH KLANG 41200 SELANGOR,,palmtech.engineering@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11988&sid=A121F86AAE4E5E6255BF47C278539B22,03 - 31763050,INTERCONTINENTAL SPECIALTY FATS SDN BHD,'2017-08-02,"LOT 4, SOLOK HISHAMUDIN 9/20 KAWASAN PERUSAHAAN SELAT KLANG UTARA PORT KLANG 42000 SELANGOR",,isf@isfpk.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58761&sid=829F0FB9C180980CEF3236497F2F86DB,01 - 22217606,GREENFINGERS WORLDWIDE SDN BHD,'2017-08-02,"NO. 12A, JALAN TP 7/4 SIME UEP INDUSTRIAL PARK SEKSYEN 26, SHAH ALAM 40400 SELANGOR",,mokhtar.greenfingers@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106201&sid=A5B83BCAA801723953CA8E034BD2FCBF,03 - 27138216,AAROSHI (M) SDN BHD,'2017-08-02,E1-12-09 PARKLANE OUG APARTMENT JALAN 1/152 OFF JALAN PUCOHNG 58200 KUALA LUMPUR,,info.arroshi@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85581&sid=ABBF03922DF789E0265B293A2C5F9DCB,03 - 41624247,BUMI TECHNOPRENEUR SDN BHD,'2017-08-02,"24-2B, 2ND FLOOR JALAN UP 1/5 UKAY PERDANA 68000 SELANGOR",,azhar@bumitechnopreneur.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106204&sid=BB396BCDDD657AF02D45C31C63264E44,03 - 62063920,UNITED GLOBAL OIL SDN BHD,'2017-08-02,C4-3-1 SOLARIS DUTAMAS JALAN DUTAMAS 1  50480 KUALA LUMPUR,,info.unitedglobaloil@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4314&sid=2F399B66C92954BAA03F2B42AC556862,03 - 61565026,CRESTMONT SDN BHD,'2017-08-02,"LOT 30, 1ST FLOOR JALAN BRP 9/1D PERUSAHAAN BKT RAHMAN PUTRA, SG BULOH 47000 SELANGOR",,crestsb@crestmont.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12779&sid=9E46D19C841A9A57CD90C8F8F1F07388,03 - 28591168,DELIMA OIL PRODUCTS SDN BHD,'2017-08-02,"LEVEL 16, MENARA FELDA PLATINUM PARK,NO 11 PERSIARAN KLCC 50088 KUALA LUMPUR",,zubir.r@feldaglobal.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12525&sid=C665E0C6B0B05EBFB078FA03D940F230,03 - 62414760,MEETCO (MALAYSIA) SDN BHD,'2017-08-02,NO. 72 JALAN TEMBAGA SD5/2B BANDAR SRI DAMANSARA  52200 KUALA LUMPUR,,enquiry@meetco.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85247&sid=DDCE6F7299C6127BE12162C802A53F2D,03 - 77326383,AUZTON VENTURES,'2017-08-02,"A-12-11, TOWER A, COMPLEX ATRIA DAMANSARA, JALAN SS22/23, DAMANSARA JAYA, PETALING JAYA 47400 SELANGOR",,contact@auzton.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9371&sid=003BA09B68480406F73AC6530CD070BC,07 - 2522880,WAWASAN AGROLIPIDS SDN BHD,'2017-08-02,"PLO 493, JALAN KELULI 3 KAW PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR",,mojo@wawasan-agrolipids.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11025&sid=766EE8A1B4579DCA191DFCFA0324399D,07 - 3865991,LIPIDCHEM SDN BHD,'2017-08-02,"NO.9 JLN BKT 2, KAW MIEL,FASA VII BANDAR SERI ALAM,  MASAI JOHOR BAHRU 81750 JOHOR",,inquiry.cyt@lipidchem.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=43826&sid=80A702E33887B9A02CDEA26EB35A8E2B,04 - 3989099,YKL MULTI SDN BHD,'2017-08-02,"8, LORONG INANG 1 TAMAN BUNGA RAYA JALAN BARU, SEBERANG PERAI TENGAH 13700 PULAU PINANG",,marketing@yklpersonalcare.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79694&sid=AABBF13D81F5A437394E7A39BD9ACC45,03 - 40438550,TRICOL ENGINEERING SDN BHD,'2017-08-02,"D35,3RD FLOOR PODIUM BLOCK D PLAZA PEKELILING, JALAN TUN RAZAK 50400 KUALA LUMPUR",,daphne@tricol-engineering.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=106986&sid=D46BD2FECE8D9D730F87BB9353540265,03 - 92858511,TOKOH PROJECT MANAGEMENT SDN BHD,'2017-08-02,NO 8 JALAN NIRWANA 1 TAMAN NIRWANA AMPANG 68000 SELANGOR,,lukasz@tpm.asia
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6800&sid=1DBCE9925F098E6A686A60061F9A5935,03 - 31631386,SURIACHEM SDN BHD,'2017-08-02,"LOT 14321 JLN PERUSAHAAN 24 KG IDAMAN, PANDAMARAN PELABUHAN KLANG 42000 SELANGOR",,sales@suriachem.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96734&sid=BA6A3C26C57082F89BDD1046B4BB6CDD,012 - 8441087,RNC ENTERPRISE,'2017-08-02,GROUND FLOOR LOT 7 BLOCK C PHASE 2 TMN GRANDVIEW SANDAKAN 90000 SABAH,,inquiry@rncenterprise.net
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70771&sid=36CF4DC6FF24EB19FC661A463ED6BBB0,012 - 4722725,PEARL AGRO SDN BHD,'2017-08-02,"NO. 2489, JALAN SULTAN AZLAN SHAH GELUGOR  11700 PULAU PINANG",,agro.pearl@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11656&sid=00395E15D43BD0DFC35AD16D1711E6F7,03 - 89613004,HAI SOON LEONG SDN BHD,'2017-08-02,"23, JALAN TAMING 5 TAMAN TAMING JAYA BALAKONG, SRI KEMBANGAN 43300 SELANGOR",,hslsb@hslfood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69954&sid=E7ACF44B4DC9341A587071CD5A56FC9C,03 - 41019212,DKF CORPORATION SDN BHD,'2017-08-02,"108, JALAN UP 3/2 UKAY PERDANA AMPANG 68000 SELANGOR",,datukkhairul.fahmy@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81748&sid=703F80D6DA2A6DD568857FE14CE60B04,09 - 2778389,DOUBLE CORPORATE SDN BHD,'2017-08-02,"38, JLN INDUSTRI 3/1 TAMAN PERINDUSTRIAN TEMERLOH MENTAKAB 28400 PAHANG",,kslee@doublecorporate.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79673&sid=1841AA3DF2CA141A5FBA23E253ADB585,03 - 78427377,CLARIS BIOCHEMICALS SDN BHD,'2017-08-02,D12-1-1 BLOCK D12 DANA 1 COMMERCIAL CENTER JALAN PJU 1A/46 PETALING JAYA 47301 SELANGOR,,limwc@clarisbiochem.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96025&sid=5784F8FEA17E212B5CB1D607382942AB,03 - 55259188,AZELIS MALAYSIA SDN BHD,'2017-08-02,"NO 51-1 JALAN ANGGERIK ARANDA BG 31/BG KOTA KEMUNING SEKSYEN 31, SHAH ALAM 40460 SELANGOR",,sean.lai@azelis.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=97785&sid=1379244631BAC38B606261F7D0DAF090,019 - 2830065,AVASI DISTRIBUTION & SUPPLY,'2017-08-02,NO 49B JALAN DIPLOMATIK PRESINT DIPLOMATIK PUTRAJAYA 62050 PUTRAJAYA,,avasids@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92852&sid=5564BEF79A0AC3FF5AB636F7823BC827,03 - 31790764,ECHO CHEM SDN BHD,'2017-08-02,NO. 20A LORONG SULTAN MOHAMED 25E/KU18 BANDAR SULTAN SULEIMAN 40200 SELANGOR,,mostafa@echochemgroup.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12204&sid=C5453E288519168E1B8A59D95F3DE22E,03 - 56339805,FRIZZ STATION SDN BHD,'2017-08-02,"11, JALAN SS 13/3F SUBANG JAYA  47500 SELANGOR",,frizzstation@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=102418&sid=54BFC2C3072721105D4AF7C4D4C868AC,088 - 412729,RAYHAN AND JAYHAN BROTHERS SDN BHD,'2017-08-02,NO. 1-2-1B 2ND FLOOR BLOCK B KOLAM CENTER PHASE 2 JALAN LINTAS KOTA KINABALU 88300 SABAH,,abbasrikan2@gmail.com
