HREF,CONAME,BIZADD,TEL,EMAIL,DATE_SCRAPED,FAILMSG 
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7051&sid=CDDA7DDA8E4E7BEB12D14239724FCBBC,V.P. PLASTICS SDN BHD,NO.1029 LORONG PERUSAHAAN DUA PRAI INDUSTRIAL COMPLEX ESTATE  13600 PULAU PINANG,04 - 3999986,info@vpplastics.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9860&sid=3C2D5003791D79769F3ABC826CBD276C,RP PRODUCTS SDN BHD,NO.58 JLN PERMAS 9/13 BANDAR BARU PERMAS JAYA  81750 JOHOR,07 - 3880785,sales@rpmalaysia.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75414&sid=FCA65F541F86D726C68F8B2E907A5AEE,WORLDWIDE RESINS & CHEMICALS SDN BHD,"25-1 JLN PJU 1/42A BLOCK F2 DATARAN PRIMA, PETALING JAYA 47301 SELANGOR",03 - 51224899,wendy@wwrc.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15919&sid=A4CE8C7C0302F2C36055E64A1D17A414,WPCP SDN BHD,NO.6 JLN ANGGERIK MOKARA 31/64 KAW PERINDUSTRIAN KOTA KEMUNING SHAH ALAM 40406 SELANGOR,03 - 51217560,enquiry@wpcp.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9929&sid=31EDE223C19F5FE72645C4A3D83D20C9,PRUDENTDEALS SDN BHD,NO.13 LORONG 8/3G OFF JLN PENCHALA PETALING JAYA 46050 SELANGOR,03 - 79573281,trade@fybor.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8524&sid=97591A577C76A37C680B2EE4BACC08C8,PYE PRODUCTS (M) SDN BHD,NO.8 JLN SS 3/5 PETALING JAYA  47300 SELANGOR,03 - 33928104,admin@pyeproducts.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4070&sid=92C63B100DDB5C7D8804E531C1AB1B5B,REFINED POLYMERS SDN BHD,NO. 18 JLN PENDAMAR 27/90 SECTION 27 SHAH ALAM 40000 SELANGOR,03 - 51924199,polytank@malaysiaolefins.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15989&sid=E0F6BC28071FE6D5CBAA34FEF4E94FB0,MABETTA MARKETING,"NO.1322 GROUND FLOOR, LORONG MALINJA 1 TMN SEPAKAT, KEPALA BATAS SEBERANG PERAI 13200 PULAU PINANG",04 - 5771441,mail@interlink.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15691&sid=839539996C786E06D16B6F813F678A76,MTE CORPORATION SDN BHD,J-8-11 SOLARIS MONT KIARA 2 JLN SOLARIS  68100 KUALA LUMPUR,03 - 62049001,hw.lim@mtecorp.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31324&sid=02AF3140AFD9F2F601BD2172B3D76365,NIFA TRADING,2-F FREE SCHOOL ROAD GEORGETOWN  11600 PULAU PINANG,04 - 2820367,nifatrading@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76949&sid=5829437A8F0BEC0B78299C4026B46559,PACIFIC ADHESIVE SYSTEMS (M) SDN BHD,"2,4 & 6 LINTANG BERINGIN 10 KAWASAN PERINDUSTRIAN DIAMOND VALLEY BATU MAUNG 11960 PULAU PINANG",04 - 6266687,david@padhesive.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11459&sid=5A817345C6AAA9B43AFC9E2332CF77C3,MALAYAN ELECTRO-CHEMICAL INDUSTRY CO. SDN BHD,1416 LRG PERUSAHAAN DUA PRAI  13600 PULAU PINANG,04 - 3907928,customerservice@meci.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76363&sid=F5DF87B0C95BE7F6256C9B6A5CA724EF,WINSTAR TRADING SDN BHD,"LOT 13256, KM2 PERSIARAN HAMZAH ALANG MERU KLANG 42200 SELANGOR",03 - 33931328,info@winstar.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14651&sid=492CA209BA12F174D29E12C072076EE9,WAN CHENG PLASTIC INDUSTRIES SDN BHD,NO.1198 JLN MAKLUM SG DUA BUTTERWORTH 13800 PULAU PINANG,04 - 3565118,info@chunbe.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34533&sid=D7A51E24CBE3FB6B98A8E002E52B8A2E,LEXIS INTERNAZINALE SDN BHD,2ND FLOOR LOT 676 PERMAISURI ROAD MIRI 98000 SARAWAK,085 - 426993,enquiries@lexis-international.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14517&sid=7A01A6F4168218E06C1CE299C2F843D6,ONE CHOICE SALES AND MARKETING SDN BHD,LOT 3998 JLN 6/2A TMN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR,03 - 89622888,sales@tsa.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9271&sid=E1E44D3D86B5ED77233947A09BC0DBEF,LIEW KOON MARKETING SDN BHD,NO.27 JLN 7/3 TMN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR,03 - 89623163,sales@liewkoon.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12571&sid=933F0052A8367A6A65A4689D71DB6324,OSREN (MALAYSIA) SDN BHD,"NO.31 JLN SIBU 16 TMN WAHYU BATU 6, JALAN IPOH 68100 KUALA LUMPUR",03 - 62502616,mail@osren.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9419&sid=64D00CD0C3AA3888C48EBBD539383040,PARAGON CONVERTERS (M) SDN BHD,NO.32 JLN 223 SECTION 51A PETALING JAYA 46100 SELANGOR,03 - 79563033,adzmir@paragonconv.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2944&sid=23AA96F3BE9D8ADF5EC04CB75562D464,MOHM CHEMICAL SDN BHD,NO.32 JLN TEMENGGONG OFF JLN TAMPOI JOHOR BAHRU 81100 JOHOR,07 - 3331222,info@mochem.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13732&sid=EB074500FBF77CBF361333AC6BFC6FA0,PACIFICA APPLIANCES SDN BHD,NO.6 & 8 JLN TSB 2 TMN INDUSTRI SG BULOH KOTA DAMANSARA 47000 SELANGOR,03 - 61412278,bazlin@pacifica.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15899&sid=EEC80ED5E8FD6FBA1D49327273DA711D,PARAGON INTERCOMMODITIES SDN BHD,"NO. 14 JALAN SERULING 47 KAWASAN 3, TAMAN KLANG JAYA KLANG 41200 SELANGOR",03 - 33248297,daisy@paragon.net.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34198&sid=BFC64C1E5191B511AAF67E394825E9D5,PARAS BAIDURI SDN BHD,9 JALAN 1/20 TAMAN KAJANG UTAMA KAJANG 43000 SELANGOR,03 - 87399675,jscalibre08@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8572&sid=A9192CC0741DBE795246303792D784B6,MULTIVIEW ENTERPRISE SDN BHD,PLO 97-99 SENAI INDUSTRIAL ESTATE PHASE 3 SENAI 81400 JOHOR,07 - 5981185,sharon_tan@centurybond.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15297&sid=9D8533BB7ABF453FF2F01DED59BCD616,LA MAXWELL ENTERPRISE,NO.8 JLN DAGANG PERMAI 3 TMN DAGANG PERMAI BARAT AMPANG 68000 SELANGOR,012 - 2156236,leeanthony@lamaxwellent.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74889&sid=1AEC3AA9A362347FA8CA6B39B9DAB757,MACRO CHEMICALS SDN BHD,PLO 77 JALAN CYBER 5 SENAI INDUSTRIAL ESTATE PHASE III SENAI 81400 JOHOR,07 - 5984121,clarence@centurybond.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13328&sid=77EFE4D87D9686DE51C08F0687BF5E61,KARYON (MALAYSIA) SDN BHD,"16 JALAN UTARID U5/16 MAHSING INTEGRATED INDUSTRIAL PARK, SECTION U5 SHAH ALAM 40150 SELANGOR",03 - 78464325,export@karyon.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11586&sid=E5327CC83A9B9DB484055E0D36DA3367,ADHESIVE TECHNOLOGIES (M) SDN BHD,LOT 726 5 1/2 MILE JALAN KAPAR KLANG 42100 SELANGOR,603 - 32917608,sales@adtek.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=55364&sid=1616EC36CE336E133D34C6DA09BA3FD8,WMA TRADING SDN BHD,LOT 119-3 GEMILANG INDAH BUSINESS CENTRE BATU 3.5 JLN KELANG LAMA 58000 KUALA LUMPUR,03 - 79832170,wma.2007@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14376&sid=F102F49DB18F5F127881BBA1EA2A494E,CIC MARKETING SDN BHD,"A5-06, BLOK A, PLAZA DWI TASIK JLN 5/106, BANDAR SRI PERMAISURI  56000 KUALA LUMPUR",03 - 77838988,Ltlean@cicm.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37614&sid=5A0AA1D560AE2A4F2D552E6884F6AEC4,J. C. INDUSTRIAL MARKETING SDN BHD,NO.9A JLN CHUNG AH MING IPOH  31650 PERAK,05 - 2423367,sales@jcim.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12878&sid=3DFCC9D636F55C3ECAE7F94A856F7A92,VI BIOTECH SDN BHD,NO.2611 LORONG PERUSAHAAN 8D KAWASAN PERINDUSTRIAN PRAI PRAI 13600 PULAU PINANG,04 - 3974415,amenlin@hotmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2863&sid=B02C84478F2F3E42F361B192FA8E6DCA,UNITED DETERGENT INDUSTRIES SDN BHD,LOT 2 JALAN BARU ALOR GAJAH  78000 MELAKA,06 - 5561316,kuat@udi.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81671&sid=A91B4D71219AF58611708C0D2ABD1423,WIRAKATA GLOBAL SDN BHD,"PT114034 & PT114034A PERSIARAN PERINDUSTRIAN PENGKALAN 8 KAWASAN PERINDUSTRIAN PENGKALAN, IPOH 31500 PERAK",05 - 3282288,wirakata@outlook.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78720&sid=0AA2125AE1E4AE4E77D50C8B9B4853FA,SYARIKAT MASLINA SDN BHD,9 JLN BERINGIN TMN BERINGIN SENAI JOHOR DARUL TAKZIM 81400 JOHOR,07 - 5992226,sales@maslina.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15507&sid=EF8562F05E191E4CED71CA5CCF5CB7F0,UPEKKHA SDN BHD,NO.15 LORONG MARKISA 12A TAMAN MARKISAH BUKIT MINYAK 14100 PULAU PINANG,04 - 5088808,info@upekkha.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31615&sid=2C4D8B93DCE4DBCCBB0EE8CED42D787C,SUCCESS HERITAGE SDN BHD,LOT 26 JLN CJ 1/7 CHERAS JAYA BALAKONG 43200 SELANGOR,03 - 90758863,successheritage@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15267&sid=66125AB9DCEE245F05A544063FB8C016,SURIA TRADING,NO. 31 JLN MERAH KESUMBA U9/18 MONTEREZ GOLF CLUB SECTION 9 SHAH ALAM 40150 SELANGOR,03 - 78464809,suria_generalta@yahoo.co.uk,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4698&sid=AE33991089F7874F91AE3BDC47FEA1F9,TWIN ARROW FERTILIZER SDN BHD,17A JALAN 20/E SECTION 20 SHAH ALAM 40000 SELANGOR,03 - 55431188,info@twinarrow.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12081&sid=42749EFCB2AF498AA559EFC56C80CC78,FERNO INDUSTRIES SDN BHD,LOT 2206A JALAN KUSTA KAMPUNG JAYA INDUSTRIAL AREA SUNGAI BULOH 47000 SELANGOR,03 - 61568871,fernoindustries@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58508&sid=3EEF1CA087FFB475E48BF53E1D82CDA5,SRM IKATAN RESOURCES SDN BHD,LOT 497 TINGKAT BAWAH KAMPUNG CHEMPAKA JALAN PANJI KOTA BHARU 16100 KELANTAN,09 - 7749009,srmikatan@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3701&sid=25AB1943EBBF302E1DD6B3B62DC3DA47,SHANIES NIAGA SDN BHD,"B603 BLOCK B KELANA SQUARE 17 JLN SS7-26, KELANA JAYA PETALING JAYA 47301 SELANGOR",03 - 78030855,shanies@streamyx.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37444&sid=ADEC9A43A3ABD908FA656F44FB31703A,BIOVISTA LIFESCIENCES SDN BHD,"NO 25-1 JALAN DAMAI NIAGA, ALAM DAMAI CHERAS KUALA LUMPUR 56000 SELANGOR",03 - 91023886,bv.accounts2@biovista.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14675&sid=83252B32D4EFA64B4B2F42EF80C590C6,VAKMINAY SENDIRIAN BERHAD,"C26, 2ND FLOOR PLAZA PEKELILING 2 JLN TUN RAZAK 50400 KUALA LUMPUR",03 - 27755879,siva@vakminay.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=46652&sid=E70662ECF0146B7B82CBDFCC175719BC,NATURE PROFUSION SDN BHD,"BLOCK C-G-TG1 FRIM-MTDC TECHNOLOGY CENTRE II, JALAN KAPUR, FOREST RESEARCH INSTITUTE MALAYSIA (FRIM), KEPONG 52109 SELANGOR",03 - 62625776,info@np.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61612&sid=B175FA43B02013002DE43CE85EBC0A72,POWERLEAF SDN BHD,NO.65 JALAN PJS 11/9 BANDAR SUNWAY PETALING JAYA 46150 SELANGOR,03 - 56315172,johnlu@powerleaf.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60758&sid=604664F9B35B974D974A94A25A9D3497,TRIDANE INTERNATIONAL SDN BHD,"NO.164, JALAN 11/39 TAMAN PETALING KEPONG 52100 KUALA LUMPUR",017 - 0176965150,admin@tridane.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64517&sid=9364E540DAB31BDFAAD44C6436F0E536,VALLEY PETAL SDN BHD,"NO.114, KAMPUNG TANJUNG BERANANG 43700 SELANGOR",03 - 87377777,valleypetalsb@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82858&sid=B500089763ED2A3DAA0B33CE2BD7EE2D,MITRACHEM SDN BHD,"LEVEL 28, PJ EXCHANGE 16A, PERSIARAN BARAT PETALING JAYA 46050 SELANGOR",03 - 79620099,info@mitrachem.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15534&sid=5045974CB3DD8ABFD8898DEF4926D4E4,MASHARUM CORPORATION SDN BHD,"10-5-2, 5TH FLOOR BLOCK D, JLN SEMARAK API 3 DIAMOND SQUARE COMMERCIAL CENTRE JLN GOMBAK, SETAPAK 53000 KUALA LUMPUR",012 - 6324778,chanbeemy@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10720&sid=83E439FC54A25ED716953D3D45800F37,MAYHOCHST SDN BHD,NO. 22-1 JLN TANJUNG SD 13/2 BNDR SRI DAMANSARA  52200 KUALA LUMPUR,03 - 62772718,fcs@fcs.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61303&sid=F531C1B7F7DDB8040A5589A7DBC10AE6,LINACO BIOTECH SDN BHD,NO.12 LINTANG SUNGAI KERAMAT 2B TAMAN KLANG UTAMA KLANG 42100 SELANGOR,03 - 32914589,linaco@linaco.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2288&sid=7532151D3CBB3302EFB2D2601E258DA4,MALAYSIAN AGRI CARE SDN BHD,"NO.29, JLN IMPIAN PUTRA 1/4 TMN IMPIAN PUTRA BANGI 43600 SELANGOR",03 - 89258681,myagrigroup@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10151&sid=320C9CF1BAEEB0D02B0DAD2140B679F2,KRIAN CALCIUM CARBONATE INDUSTRIES SDN BHD,WISMA EVERRISE LOT 376 JALAN PETANAK KUCHING 93100 SARAWAK,082 - 242500,kriancalcium@everrise.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57814&sid=AB73EC3D51B8D71B13617C2EE01A9117,LIUX SDN BHD,"LEVEL 23 PREMIER SUITES, ONE MONT' KIARA NO. 1 JALAN KIARA, MONT' KIARA  50480 KUALA LUMPUR",03 - 27856886,info@liux.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12148&sid=E7DCBCE5E91D7EF451DAD6D3DD6DFE9E,KPM NIAGA SDN BHD,LOT 9-2 JALAN 3/4C DESA MELAWATI ULU KLANG 53100 SELANGOR,03 - 41076912,kpmniaga@hotmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13301&sid=AD3E7EDC00070B06435DAFDA1CD363D2,GREENBIZ TRADING & SERVICES,"NO. 16, JLN DESA BUDIMAN DESA PARK CITY  52200 KUALA LUMPUR",012 - 2902414,email2kl@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61915&sid=F9FEBBFD827654D40E6C54983AFD6E13,ORGANICA BIOTECH SDN BHD,LOT 19-A JLN 16/155C BNDR BUKIT JALIL KUALA LUMPUR 57000 KUALA LUMPUR,03 - 89949961,enquiries@organica-biotech.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11544&sid=260F8AB711432F3017D8760913A18FD9,GOLD CARBON (M) SDN BHD,"LOT 356 & 357 2ND FLOOR, WISMA ZAINAL & MARIANI JLN SULTAN IBRAHIM KOTA BHARU 15050 KELANTAN",019 - 9822388,ritasarbani@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13600&sid=AC7B1AEDBDC49410743257A9707BB75E,MIDDLE EAST LINKS (M) SDN BHD,"SUITE 311, 3RD FLOOR 86-88 WISMA PENG WAH JALAN BUKIT BINTANG  55100 KUALA LUMPUR",03 - 21489440,middle_east3@hotmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81681&sid=1B0263A10A64C64EB85EF511CD8109D3,SIDICK MINERALS & OIL RESOURCES (M) SDN BHD,B-02-10 MEGAN AVENUE 12 JLN YAP KWAN SENG 50450 KUALA LUMPUR,03 - 21611401,broker@sidickgroup.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9311&sid=C9FCDB931D6B0289EFA8CA3DECD85EF9,THE SAFETY SHOP SDN BHD,NO. 1 JLN TEMBAGA SD 5/2 BNDR SRI DAMANSARA  52200 KUALA LUMPUR,03 - 61576199,fdb@fittersgroup.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65851&sid=4B84D48D6654A687D6B25ECFBD92EEA7,PETRO-EXCEL SDN BHD,"NO. 1162 & 1163, LUTONG BARU SHOPHOUSE P.O. BOX 277, 98107 LUTONG MIRI 98000 SARAWAK",085 - 652333,excelss@pd.jaring.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75705&sid=CE1143747741D3CE8378E9C24CAB2D40,EASTERN ORIENTAL RESOURCES SDN BHD,"98 AND 98/1, JALAN TU 40 TAMAN TASEK UTAMA AYER KEROH 75450 MELAKA",06 - 2312418,eor_resources@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4719&sid=B66C8CF6DB1D83ECC2AA3BB1807211D6,ISZA-TRADE SDN BHD,NO. 5 &5M JLN 3/116D KUCHAI ENTREPRENEUR'S PARK OFF JLN KUCHAI LAMA 58200 KUALA LUMPUR,03 - 79811600,itrade@isza.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10144&sid=395F9DEA1915C2BBB145E737D7CFCDFF,KINABALU ENGINEERING MALAYSIA,"P.O. BOX 417, TAJUNG ARU KOTA KINABALU 88858 SABAH",088 - 436993,nora_kem@yahoo.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82969&sid=175FE2021CC17043E82AF956C11E33E1,GLOBAL ASIA INDUSTRIAL CHEMICAL SDN BHD,"A 13, JALAN FZ2-P3 PORT KLANG FREE TRADE ZONE/KS 12 PULAU INDAH, PELABUHAN KLANG 42920 SELANGOR",03 - 31015035,info@global-ww.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75934&sid=055FE741AC5367E94C7D8F1EA479B502,YE JAYA HOLDING SDN BHD,LOT 3169-B BATU 13 JALAN BALAKONG SERI KEMBANGAN 43300 SELANGOR,03 - 89610866,info@yejaya.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12408&sid=BB09B12EDAAC28C6E7CFA600F79D9F6D,PALM-OLEO (KLANG) SDN BHD,"LOT 1 & 2 SOLOK WAJA 3 BUKIT RAJA INDUSTRIAL ESTATE P.O. BOX 83, KLANG 41710 SELANGOR",03 - 33412115,johnson.lee@klkoleo.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87028&sid=D9EBD6048BCE4C87750D13855DC27FB5,BARISAN MAJUJUTA SDN BHD,"58, JLN PERUSAHAAN JELUTONG 1 FORTUNE PARK JELUTONG 11600 PULAU PINANG",04 - 2817051,farhanashariff.k@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81363&sid=44EB3451B4189B81C45FEE6B38D044CE,LINNOVATE TECHNOLOGY SDN BHD,20 JLN JASA MERDEKA 1 TMN DATUK TAMBY CHIK KARIM BATU BERENDAM 75350 MELAKA,06 - 3174854,info@soteriafire.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11684&sid=07A28186F64B3301D38665A575B86848,CCM FERTILIZERS  SDN BHD,"NO. PT200, PERSIARAN SELANGOR, SHAH ALAM 40000 SELANGOR",03 - 51632288,mohdhisham@ccmberhad.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9337&sid=F30D4F64DF57BE4124DAE67E31DD8757,HARVESTPOINT (M) SDN BHD,"LOT 541-542 JLN WAJA 4 TMN INDUSTRI WAJA OFF JALAN PERUSAHAAN, KULIM 09000 KEDAH",04 - 4891127,info@harvestpoint.net,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85553&sid=9A6CC01CFA2EA104C726FA1C798CB0B0,MECKEIN RESOURCES SDN BHD,"87, JALAN MELATI 1/1 ZON MELATI LIGHT INDUSTRIAL BANDAR AMAN JAYA, SUNGAI PETANI 08000 KEDAH",04 - 7192215,limnet@meckein.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38934&sid=9717DEFD9D4629FC6F1A92EDB3CEB4BC,M3V AGRI-TECH & FARM (M) SDN BHD,"113, 2ND FLOOR JLN PENGKALAN TMN PEKAN BARU SUNGAI PETANI 08000 KEDAH",04 - 4238733,wayee@spa-candle.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8094&sid=6C09C92197535BF0E15E48FFE2A52095,DANCAST SDN BHD,"PLOT 20 & 21, KAW PERINDUSTRIAN BANDAR DARUL AMAN JITRA 06000 KEDAH",04 - 9176437,dancastmy@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62305&sid=D9EEC7C6C004BC975763A0D07A795995,WIDE DELTA SDN BHD,PLOT 63 JALAN PKNK 1/6 KAWASAN PERUSAHAAN SUNGAI PETANI SUNGAI PETANI 08000 KEDAH,04 - 4412282,jimmyng@kiahliong.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48904&sid=1B893DF9CE80A4C6A52C0B18D40CEC31,FOXCHEM SDN BHD,42 LORONG RELAU 3 BAYAN LEPAS  19100 PULAU PINANG,012 - 3796878,foxchem1@gmail.com,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8541&sid=D34E682B99EF7A8D74244B73CEB1C560,GGM ENTERPRISE (SABAH) SDN BHD,"LOT 101 LEVEL 1, WISMA SESB JLN TUNKU ABDUL RAHMAN P.O. BOX 11476, KOTA KINABALU 88816 SABAH",088 - 238119,mitu2272002@yahoo.co.jp,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3305&sid=25477B53BF1B55C085AD5FD21228087E,ORIENTUS INDUSTRY SDN BHD,"4, JALAN DATO YUNUS 1 KAW PERINDUSTRIAN DATO YUNUS SULAIMAN LIMA KEDAI, SKUDAI 81120 JOHOR",07 - 5103188,sklee@samuraipaint.jp,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=88011&sid=CCF2955BD298997DCB7F354A997E606A,SOLUTION BIOGEN SDN BHD,3 JALAN TPK 2/4 TAMAN PERINDUSTRIAN KINRARA PUCHONG 47100 SELANGOR,03 - 80758000,solution@solution.com.my,'2017-09-14,
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84077&sid=968625F617736E3424F47899A19EDCEE,MS INNOVATION SDN BHD,60-3-1 JALAN 6/18A TAMAN MASTIARA JALAN IPOH 51200 KUALA LUMPUR,03 - 62639177,sales@nohackingwaterproofing.com,'2017-09-14,
