HREF,TEL,DATE_SCRAPED,CONAME,BIZADD,FAILMSG,EMAIL
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7778&sid=36C968B88B4901AE8B03E85872986AE4,04 - 5932698,'2017-08-02,YUKI FURNITURE INDUSTRY (M) SDN BHD,"15, LORONG JAWI JAYA 5 TAMAN JAWI JAYA SG BAKAP 14200 PULAU PINANG",,yuki@yuki.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95337&sid=3FE950B003497B99060F39C2791E15CF,085 - 604599,'2017-08-02,SHIN YANG PLYWOOD SDN BHD,LOT 463 BLOCK 1 KUALA BARAM INDUSTRIAL ESTATE MIRI 98000 SARAWAK,,alvinyii@shinyang.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34555&sid=CF66A42E10286E4D3471EE7527B35E3A,03 - 55120080,'2017-08-02,HLM WOOD PRODUCTS SDN BHD,"1F, 6TH FLOOR, BLOCK 1 WORDLWIDE BUSINESS PARK, JALAN TINJU 13/50 SHAH ALAM 40000 SELANGOR",,wahabrazak@hlmwood.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=94837&sid=C1CC005D59763A945B634ED0353F6369,06 - 2671180,'2017-08-02,IMPRESSIVE TRANSFORMS SDN. BHD.,NO 26 JALAN BAYAN TAMAN BUKIT KATIL 75450 MELAKA,,itsbmlk@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75869&sid=F3B248CF6BFB78F1D83CDDFE187A1C08,04 - 8282613,'2017-08-02,KW AQUATIC SUPPLIES SDN BHD,"506, JLN AYER ITAM  11400 PULAU PINANG",,sales@kwaquatic.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=95490&sid=244410C4714E157960B35B2BFCF0E891,012 - 2877313,'2017-08-02,MY RAINTREE SDN BHD,LOT 90 JALAN KUDA LARI COUNTRY HEIGHTS KAJANG 43000 SELANGOR,,myraintree88@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96085&sid=B0BAF61C1B11D26D748029576E88066B,03 - 61278686,'2017-08-02,MOLICC SYSTEM SDN BHD,NO 1B JALAN PS 8/2 TAMAN PRIMA SELAYANG SELAYANG 68100 SELANGOR,,moliccsystem@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96094&sid=C2F57A31FFB26A1EBC1EB2C332C1C7DB,09 - 2777118,'2017-08-02,TIMBMART SDN BHD,LOT 23 SONGSANG INDUSTRIAL AREA TEMERLOH 28000 PAHANG,,timbmartsb@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14809&sid=F8A9A83C96A4C1C05F00C8C56EB93B15,03 - 80612888,'2017-08-02,SUDUT SWASTA SDN BHD,"19, JALAN MERANTI PERMAI 3 MERANTI PERMAI INDUSTRIAL PARK, 15TH MILE JALAN PUCHONG, PUCHONG 47100 SELANGOR",,jasmineleong@sudutswasta.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101905&sid=07A09B64061BE4B22228808C823E6217,01 - 35554961,'2017-08-02,JUGAM TIMBER RESOURCES SDN BHD,"NO. 5, SUBLOT NO. 28, 1ST FLOOR, LORONG SATRIA 2B DESA SATRIA, BATU 7, JALAN ULU OYA SIBU 96000 SARAWAK",,jugamtimber@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96264&sid=6CB263DA274F7ADBE92F3457674E52D7,011 - 33751639,'2017-08-02,ASMM HANDCRAFT ENTERPRISE,30 LALUAN TAMAN MERU 5 TAMAN MERU FASA 1A IPOH 30020 PERAK,,emthree3@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13540&sid=C8D5E623D875E77E96BCD4E3F2D09AA6,01 - 35554961,'2017-08-02,BORNEO TIMBER INDUSTRIES SDN BHD,"LOT 818, SUBLOT 99, PHASE III, DEMAK LAUT INDUSTRIAL PARK MTLD, JALAN BAKO KUCHING 93010 SARAWAK",,borneotimber765209@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61820&sid=D5C5975578056CE61A42DE486BD38996,03 - 62733231,'2017-08-02,HOCTRADE SDN BHD,"41, JALAN TEMBAGA SD 5/2G BANDAR SRI DAMANSARA  52200 KUALA LUMPUR",,sales@hoctrade.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3005&sid=515AADBCD97FF05BDEA8DB4B44A86212,089 - 235008,'2017-08-02,JAYAKUIK SDN BHD,"INTERGRATED TIMBER COMPLEX SG SEGUNTOR, OFF MILE 10 JALAN LABUK, P.O. BOX 2003, SANDAKAN 90722 SABAH",,jaya_corp@jayakuik.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66563&sid=B4520B7D9A18C29B896385B69E2B1D06,06 - 9858112,'2017-08-02,SHENG YONG FURNITURE,7 JALAN KLINIK TAMAN BINTANG EMAS BUKIT PASIR MUAR 84300 JOHOR,,marketing1@syfurniture.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74606&sid=8D2794A6CA0C0E971926D79B8771CBF2,084 - 213673,'2017-08-02,TTL TIMBER SDN BHD,56 MARKET ROAD SIBU 96000 SARAWAK,,ttltimber@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12213&sid=30A8C53FD541831D3F6A16F2B7A1867C,089 - 614829,'2017-08-02,SINORA SDN BHD,"KM 11, JALAN SINORA, BATU SAPI WDT 79 SANDAKAN 90009 SABAH",,sinora@snr.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8787&sid=79FA510255FEFF2DDC7C7011F04C696A,088 - 788141,'2017-08-02,ANTEKAD SDN BHD,P.O. BOX 589 TUARAN KOTA KINABALU 89208 SABAH,,antnf888@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=74578&sid=5908322D81687CD49786DA59AC3B85B0,084 - 215853,'2017-08-02,KALBAR WOOD INDUSTRIES SDN BHD,56 MARKET ROAD (B/P) 96008 SARAWAK,,kalbarwood@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105489&sid=F7CFAC6E2231CBCEB0F6F9173FBC8A07,03 - 31013039,'2017-08-02,SYARIKAT TENAGA SETIASAMA SDN BHD,LOT 76 (PT 64403) JLN PERIGI NANAS 8/11 SEK 12 KAW PERINDUSTRIAN PULAU INDAH PELABUHAN BARAT 42920 SELANGOR,,vivian@antamegah.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=105548&sid=C36D68327B71660A585D4F0D9A1933E9,03 - 31013039,'2017-08-02,ANTAMEGAH SDN BERHAD,LOT 76 (PT 64403) JLN PERIGI NANAS 8/11 SEK 12 KAW PERINDUSTRIAN PULAU INDAH PELABUHAN BARAT 42920 SELANGOR,,vivian@antamegah.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35371&sid=C0D4D7C15790A7B4301BFE8CDC3350A0,088 - 447337,'2017-08-02,C.Y.K. ENTERPRISE SDN BHD,KOMPLEKS ASIA CITY UNIT 2.37 KOTA KINABALU 88000 SABAH,,marcella@cykentsb.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10796&sid=4BF01C7552754EC353DD86457FE3C714,03 - 77335054,'2017-08-02,MKJ (MALAYSIA) SDN BHD,"B-16-07, TOWER B KOMPLEKS ATRIA DAMANSARA JALAN SS 22/23 DAMANSARA JAYA 47400 PETALING JAYA, SELANGOR MALAYSIA 47400 SELANGOR",,mathew@mkj.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89591&sid=31D2921DABDA6EB420F32957C8501D41,03 - 78850115,'2017-08-02,TANASA FLOORING SDN BHD,"20 JALAN PJU 3/40, SUNWAY DAMANSARA PETALING JAYA 47810 SELANGOR",,info@netwood.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82862&sid=535FEAC12E678E7EC4CDDC2E2ED3F321,084 - 316255,'2017-08-02,PERFECT TRANS SDN BHD,"LEVEL 12&13 WISMA VASTY 15, JALAN PULAU, SIBU 96000 SARAWAK",,lillianlau7@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70771&sid=36CF4DC6FF24EB19FC661A463ED6BBB0,012 - 4722725,'2017-08-02,PEARL AGRO SDN BHD,"NO. 2489, JALAN SULTAN AZLAN SHAH GELUGOR  11700 PULAU PINANG",,agro.pearl@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4662&sid=739A34F45636C2D1E962DA743B7102AC,09 - 2775823,'2017-08-02,MENTAKAB VENEER & PLYWOOD SDN BHD,"5TH MILE, JALAN KARAK P.O. BOX 12 MENTAKAB 28400 PAHANG",,mvplywood@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10621&sid=1BDD0EA2AD50E5A171C006650F0BB44F,603 - 90105311,'2017-08-02,NRT CASCADIA HOME PRODUCT SDN BHD,"55, JALAN TEMENGGUNG 3/9, SEKSYEN 9, BANDAR MAHKOTA CHERAS, CHERAS, 43200 SELANGOR",,nrt@nrt-cascadia.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3630&sid=1483A8751807431A21EDEEDB006FBD87,086 - 311193,'2017-08-02,HOCK LEE TIMBER INDUSTRIES SDN.BHD.,"LEVEL 5, CITY POINT 98 JLN.KEPPEL BINTULU 97000 SARAWAK",,hocklee@hlgoc.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11814&sid=7623F9BE86D61C10135C149148856D60,04 - 5303052,'2017-08-02,COMPOSITE TECHNOLOGY WOOD MARKETING SDN BHD,"5, LORONG PERDA TIMUR 4 BANDAR PERDA, BKT MERTAJAM SEBERANG PRAI TENGAH 14000 PULAU PINANG",,info@easywood.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10438&sid=5DF10A5D725890107A0B8BA07904E386,03 - 89611677,'2017-08-02,FINE QUALITY TIMBER SDN BHD,LOT 5200 TAMAN PERINDUSTRIAN BALAKONG JAYA SERI KEMBANGAN 43300 SELANGOR,,info@fqtimber.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12652&sid=E55760EE211756164A07E38534110E00,03 - 61571901,'2017-08-02,H. M. LOH CORPORATION SDN BHD,"AL 59C, JALAN INDUSTRI 5 KG BARU SG BULOH SG BULOH 47000 SELANGOR",,hmlohcorp@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96142&sid=732804E72051874B9B8624E0C4C3EDF0,07 - 2326231,'2017-08-02,HFORCE INTERNATIONAL SDN BHD,"NO 02-26 , WISMA SP SETIA , JALAN INDAH 15 , TAMAN BUKIT INDAH 81200 JOHOR BAHRU , JOHOR , MALAYSIA 81200 JOHOR",,accounts@hforce.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=70262&sid=2640B6CCA3573483A48AD4D42BB76DC4,04 - 5943650,'2017-08-02,GOLDEN AERO WOODEN MANUFACTURING SDN BHD,"20, LORONG INDUSTRI 15 KAW PERINDUSTRIAN BUKIT PANCHOR NIBONG TEBAL 14300 PULAU PINANG",,goldenaerogroup@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93973&sid=275901BA13C9E897A41DA3CEDCEB9972,016 - 6965026,'2017-08-02,FAROSSAKA SDN BHD,"NO 23A , JALAN THAMBY ABDULLAH, APARTMENT CYEPACS BRICKFLIEDS 50470 KUALA LUMPUR",,appolo1121@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13235&sid=9C07113BC850E6F7794C74A2C588F3F6,05 - 4664005,'2017-08-02,CHANG KAM YEE & SONS SDN BHD,"LOT 3,  MAMBANG DIAWAN KAMPAR  31950 PERAK",,changkamyee88@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87246&sid=0C456DFB6BCC272398B1B3A9683D6CB3,09 - 2665166,'2017-08-02,SENG CHAP WAH TIMBER MERCHANT SDN BHD,BATU 6 JALAN KUANTAN (JERANTUT FEI)  27150 PAHANG,,scwtks@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93814&sid=60F6FA1DB389A2B73031857B70E0947E,06 - 9512936,'2017-08-02,FOXON SDN BHD,1146 JALAN SRI SETONGKAT OFF JALAN BAKARIAH MUAR 84000 JOHOR,,richard@thsglobal.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89613&sid=042526E45443F10AE089243D9913C2BD,03 - 80242681,'2017-08-02,LIAN HUP PACKAGING INDUSTRIES SDN BHD,"15-2, JALAN USJ 9/5Q SUBANG BUSINESS CENTRE UEP SUBANG JAYA 47620 SELANGOR",,sales_lhp@lht.com.sg
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=101574&sid=F650A0101CEC11563CF07384F48FE5A8,03 - 78324779,'2017-08-02,ERA & WIP TIMBER JV SDN BHD,9 JLN U3/2  SHAH ALAM 40150 SELANGOR,,meehsan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82759&sid=5B54C89322C9D5D64F22AFBC16F160DE,03 - 87409728,'2017-08-02,PAKAR GO GREEN SDN BHD,"PAKAR GO GREEN SDN BHD C-01-11, JALAN SRI KENARI 12 TAMAN SRI KENARI, KAJANG 43000 SELANGOR",,info@pakar.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53190&sid=1D1876B713AE15C018E48172C9C355F8,03 - 58911105,'2017-08-02,MYZWOOD SDN BHD,"12, JALAN SERINDIT 3 BANDAR PUCHONG JAYA PUCHONG 47170 SELANGOR",,woodline@myzwood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=92993&sid=DBAC51F6FCC73459A5107558A3EE73FD,01 - 46251750,'2017-08-02,AATHAV RESOURCES SDN BHD,"C-6-2,PUTRA MAJESTIK CONDO JALAN KASIPILLAI, BATU 2 1/2 JLN SULTAN AZLAN SHAH  51200 KUALA LUMPUR",,aathavresources@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98783&sid=1D1984B45863D7C89A3D2B483B24EC84,06 - 9857524,'2017-08-02,ZIKO WOOD SDN BHD,NO12 JALAN SAWMILL MUAR 84300 JOHOR,,marketing@zikowood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11304&sid=42B3B068B2C8B99A6870FAB0CB9D578F,03 - 62434663,'2017-08-02,SHIROKIYA (M) SDN BHD,"UNIT 8-26, KOMPLEKS MUTIARA NO. 568, JALAN IPOH KUALA LUMPUR 52100 KUALA LUMPUR",,shirokiya568826@yahoo.co.jp
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12738&sid=53251616C8F8D5DB4CFE026F47D10BAE,06 - 9858599,'2017-08-02,BRIPANEL INDUSTRIES SDN BHD,"PTD 2805, JALAN RAJA KAW PERINDUSTRIAN BKT PASIR MUAR 84300 JOHOR",,bripanel.mr@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8925&sid=B749460FA1D8258B51F7D677C7D3D720,06 - 9865252,'2017-08-02,VISTAWOOD INDUSTRIES SDN BHD,"LOT 2004, 3 3/4 MILE JALAN BAKRI MUAR 84000 JOHOR",,vistawood@vistawood.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10391&sid=77CE019ED88148E35C519D372F6E60A8,03 - 21419700,'2017-08-02,JAWALA CORPORATION SDN BHD,"LOT 17.02, 17TH  FLOOR MENARA PROMET JALAN SULTAN ISMAIL 50250 KUALA LUMPUR",,jawalacorp@jawala.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2781&sid=A6D3CE488505239B33BC774CAFBAB64C,089 - 612233,'2017-08-02,CYMAO PLYWOOD SDN BHD,"9.1 KM,  JALAN BATU SAPI LOCKED BAG 13 SANDAKAN 90009 SABAH",,info@cymao.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12127&sid=44DFD2ACE47BAE281D378840C07226E4,03 - 32912811,'2017-08-02,VICTORY ENTERPRISE SDN BHD,"LOT 6466,  LORONG SG  PULUH 6TH MILE,  OFF JALAN KAPAR KLANG 42100 SELANGOR",,victory83v@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=103890&sid=989016CF1A0C7F92ED9C8F7AC19EE757,03 - 93680134,'2017-08-02,TYNG FONG ADVERTISING SDN BHD,PT 71202 LOT 5218 RUMAH PANJANG KTM BALAKONG 43300 SELANGOR,,abysteven.tyngfong@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=96442&sid=785D23AFE33207BAA4ADB19717CFF6A4,07 - 2087513,'2017-08-02,RJR BIOKM SDN BHD,NO 25 03A LEVEL 25 CITY SQUARE OFFICE TOWER 106-108 JALAN WONG AH FOOK 80000 JOHOR,,rjrindustry@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5178&sid=3B824CDE5A7891B9BC220AD18B16BE9C,089 - 913970,'2017-08-02,ATURMAJU (SABAH) HOLDING SDN BHD,"TB 8285, LOT 22C, PERDANA SQUARE, COM. CENTER, MILE 3.5, JALAN APAS, W D T 277 TAWAU 91009 SABAH",,atur_arb@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98380&sid=E6261ADB4D4BA6C91016245A16BDCE59,06 - 9737555,'2017-08-02,TIGER EXCELLENT WOOD SDN BHD,"LOT PLO 33,34 & 35 JALAN KEMPAS 3 KAWASAN PERINDUSTRIAN PAGOH PAGOH MUAR 84600 JOHOR",,edmund@tigerexcellent.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15611&sid=E8D6B540D1DF153D4A1525EBB8AD7A3C,03 - 51623727,'2017-08-02,INNOBOX INDUSTRIES ( M) SDN BHD,"20, 22 LORONG SERI GAMBUT 2 KJ TECHNO INDUSTRIAL PARK OFF JALAN KEBUN, KLANG 42450 SELANGOR",,innobox_industries@yahoo.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3255&sid=7014C6867DFE283BFC83387F02DC5427,05 - 3219872,'2017-08-02,BEAUTREND DEVELOPMENT SDN BHD,LOT 19 & 20 TAMAN INDUSTRI PERABUT JALAN PUSING LAHAT 31500 PERAK,,dzulkifli6@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83865&sid=32E5AB2E09CB67F19050B04B604B91C8,084 - 317226,'2017-08-02,HWA SEN VENEER & PLYWOOD INDUSTRIES SDN BHD,"LEVEL 12&13 WISMA VASTY 15, JALAN PULAU, SIBU 96000 SARAWAK",,lillianlau7@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8392&sid=9E134DF430B7D2D31DA990CDD409C16A,05 - 2911599,'2017-08-02,B.K.B. HEVEA PRODUCTS SDN BHD,"4, LEBUH PERUSAHAAN KELEBANG 5 IGB INTERNATIONAL INDUSTRIAL PARK JALAN KUALA KANGSAR, IPOH 31200 PERAK",,Jamaludin.a@bkbhevea.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4882&sid=6DE20AA8A0E4195B4AD99E8486C03F44,088 - 495000,'2017-08-02,SUPERWOOD INDUSTRIES SDN BHD,P.O. BOX 11819 KOTA KINABALU  88820 SABAH,,sltan@superwood.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8964&sid=ECEF4848BF7165555DC8D1E385B4BC3F,089 - 665830,'2017-08-02,PRICEWORTH INDUSTRIES SDN BHD,"KM 5.5, OFF JALAN SIBUGA KUALA SEGUNTOR SANDAKAN 90732 SABAH",,pisb.sawmill@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34235&sid=E992F3A866ED5215D8A471595B0B441B,03 - 78809523,'2017-08-02,BESUT TSUDA WOOD PRODUCTS SDN BHD,"35-3, JALAN PJU 1/41 DATARAN PRIMA PETALING JAYA 47301 SELANGOR",,btmkl@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6679&sid=22CE8DD649A68FF8F48BF1EECD154C31,088 - 254229,'2017-08-02,METRO VENUS SDN BHD,"LOT 3, BLOK E, 1ST FLOOR (DBKK 2-1) LINTAS SQUARE OFF JALAN LINTAS  88300 SABAH",,maezabina@live.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64975&sid=4B69AE405D2F6BA45855284250536D1D,603 - 78473229,'2017-08-02,JUKRAF FURNITURE SDN BHD.,"LOT 7962, JALAN SUNGAI BULOH, SEC U6 BUKIT CHERAKAH SHAH ALAM 40150 SELANGOR",,info@jukraf.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11134&sid=B15F8341EB94E2971E5A484E30BC6A51,03 - 32903685,'2017-08-02,MEDIAREX SDN BHD,"8, JALAN BATU NILAM 6 BANDAR BKT TINGGI KLANG 41200 SELANGOR",,mdx_sb@hotmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4068&sid=526DA5832425425EFF91B23DF0C90E95,603 - 31493128,'2017-08-02,KIM TECK LEE TIMBER FLOORING SDN BHD,"LOT 123, JALAN ENAM KOMPLEK PERABOT OLAK LEMPIT BANTING 42700 SELANGOR",,ktlsuan@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54520&sid=6E311BB767B57ABCDC3CAEDF5C9A550D,03 - 76603233,'2017-08-02,FORMICA (MALAYSIA) SDN BHD,"C 601, PUSAT DAGANGN PHILEO DAMANSARA 1 9 JALAN 16/11, OFF JALAN DAMANSARA PETALING JAYA 46350 SELANGOR",,joe.yap@formica.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=93631&sid=76664902CDA429209BFA6EBE92E48655,03 - 62511101,'2017-08-02,WWW RAINBOW SDN BHD,L8-22 LEVEL 8 BREM MALL JALAN KEPONG 52000 KUALA LUMPUR,,piokl@pio.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89877&sid=AF29F5DC2233AFE11F67FA86338F5C00,03 - 32591988,'2017-08-02,BUNGA RAYA PANEL PRODUCTS SDN BHD,"LOT 488, JALAN JATI KIRI KG PEREPAT KAPAR 42200 SELANGOR",,bungaraya@bungarayapanel.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99341&sid=4A2D42D9B0AA33B96056DF18C00FF332,019 - 4477286,'2017-08-02,GREEN IMPIANA BROTHERS SOLUTION,164 KAMPUNG PADANG RAJA MELOR  16400 KELANTAN,,green_gibs@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99795&sid=7E41BD28FFE3DA87C47B9DC0C5D5DE4F,09 - 6230078,'2017-08-02,MUAZ MAJU SDN. BHD,NO 447-C TINGKAT 1 JALAN KAMARUDDIN KUALA TERENGGANU 20400 TERENGGANU,,muazmaju@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82874&sid=46B944DD0251F9E8EB60A5FC006A8CA1,085 - 663135,'2017-08-02,PIN LIONG WOOD PANEL SDN BHD,"LOT 1616,BLOCK 6, JALAN TUDAN TECHNOLOGY PARK BANDAR BARU PERMYJAYA LOTONG 98100 SARAWAK",,pinliongwp@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=57104&sid=9FF16B96E2B0E29D15BAD61102B55024,03 - 33443511,'2017-08-02,CUBE GLOBAL SDN BHD,"38A,JALAN KELULI AQ7/AQ PUSAT PERNIAGAAN BUKIT RAJA SECTION 7,SHAH ALAM 40000 SELANGOR",,azman@cubeglobal.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100307&sid=30C73715672F0E0AF56B6568187FC11A,03 - 80803185,'2017-08-02,SAUNAS BUILDER SDN BHD,NO 4 JALAN TK5/44 KINRARA INDUSTRIAL PARK TAMAN KINRARA SEKSYEN 5 (TAMAN MAWAR) PUCHONG 47100 SELANGOR,,martin@saunas.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99933&sid=89100A643BE6B46CB14875F744972AB6,011 - 28213762,'2017-08-02,INTELLIA VENTURES,A-5-1 PUNCAK PRIMA JALAN SRI HARTAMAS 17 SRI HARTAMAS 50480 KUALA LUMPUR,,shamir@intellia.co
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82485&sid=EC2ED3F46689E951C7BF3C764BAE9690,012 - 7440377,'2017-08-02,SBP MOTOSPORTS SDN BHD,"128, JALAN KANGKAR TEBRAU KAMPUNG BARU PANDAN JOHOR BAHRU 81100 JOHOR",,sbp95@yahoo.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=48629&sid=A6196B5ABA6792329D11C58723693094,03 - 27227175,'2017-08-02,BUILDERS BIOMASS SDN BHD,"V2-08-05 LINGKARAN SV SUNWAY VELOCITY JALAN PEEL, MALURI 55100 KUALA LUMPUR",,kim@buildersbiomass.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100746&sid=584D76D1B9DCCDC6064FC5635ECFA1E7,05 - 5251765,'2017-08-02,EZYHOMES IPOH SDN BHD,12 JALAN MERU IMPIAN A1 PUSAT PERNIAGAAN MERU IMPIAN  30020 PERAK,,ezyhomesipoh@gmail.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=100674&sid=D7158AEED6697649D3673B2505871234,03 - 77319881,'2017-08-02,SYNERGY HOUSE INTERNATIONAL SDN BHD,NO 64 JLN SS 21/1 DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR,,catherine@tomatokidz.com
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15635&sid=B5ED07B90DC4A53E6E357B760ADD94DC,03 - 20923535,'2017-08-02,JAVA BERHAD,"SUITE M.02, MEZZANINE FLOOR, WISMA E&C 2, LORONG DUNGUN KIRI DAMANSARA HEIGHTS 50490 KUALA LUMPUR",,cindy@javaberhad.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14595&sid=6FE54C4025A02BEC68ED2DDA7912BFEF,03 - 61894364,'2017-08-02,DESA K.L. ENTERPRISE SDN. BHD.,"NO. 2B, JALAN SG 3/2 TAMAN SRI GOMBAK  BATU CAVES 68100 SELANGOR",,enquiry@desakl.com.my
http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=98450&sid=6A3B9E60A4670253252450984B7F18CD,04 - 5829555,'2017-08-02,YI SHUNFA FURNITURE SDN BHD,2290 JALAN 20 LUAR KAMPUNG VALDOR SUNGAI BAKAP 14200 PULAU PINANG,,sales@yi-shunfa.com
