DATE_SCRAPED,FAILMSG,TEL,HREF,EMAIL,CONAME,BIZADD 
'2017-08-04,,03 - 78464809,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15267&sid=66125AB9DCEE245F05A544063FB8C016,suria_generalta@yahoo.co.uk,SURIA TRADING,NO. 31 JLN MERAH KESUMBA U9/18 MONTEREZ GOLF CLUB SECTION 9 SHAH ALAM 40150 SELANGOR
'2017-08-04,,012 - 6612796,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82735&sid=F1C3B37E2F5B4BE5EC937720F68E14EB,imaybeaute@gmail.com,IMAY BEAUTY & WELLNESS,"29, JALAN SETIA IMPIAN U13/6M SECTION U13, SETIA ALAM SHAH ALAM 40170 SELANGOR"
'2017-08-04,,03 - 78736568,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=8893&sid=EB0464E19EFB4E2D636F6CAD268F2F1C,rankunion@hotmail.com,RANK UNION SDN BHD,10A JLN SS3/35 TMN UNIVERSITY PETALING JAYA 47300 SELANGOR
'2017-08-04,,07 - 2324131,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15117&sid=FB28A196DD0502C838F4CEC90B666264,nazrulnaza@yahoo.com,SFINA JB SDN BHD,"15,15-01 & 17,17-01, JALAN HARMONI 1/1 TAMAN DAMANSARA ALIF JOHOR BAHRU 81200 JOHOR"
'2017-08-04,,03 - 61568871,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12081&sid=42749EFCB2AF498AA559EFC56C80CC78,fernoindustries@gmail.com,FERNO INDUSTRIES SDN BHD,LOT 2206A JALAN KUSTA KAMPUNG JAYA INDUSTRIAL AREA SUNGAI BULOH 47000 SELANGOR
'2017-08-04,,03 - 79620099,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82858&sid=B500089763ED2A3DAA0B33CE2BD7EE2D,info@mitrachem.com,MITRACHEM SDN BHD,"LEVEL 28, PJ EXCHANGE 16A, PERSIARAN BARAT PETALING JAYA 46050 SELANGOR"
'2017-08-04,,03 - 60215300,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12896&sid=00CD0C9DC58FB2E6FCAB2F9F37AD5337,knmatt2000@yahoo.com,PEMBANGUNAN BEKALAN BERSATU SDN BHD,"NO.15 JLN KEMUNTING 3E SECTION BS4, RAWANG  48000 SELANGOR"
'2017-08-04,,03 - 61412278,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13732&sid=EB074500FBF77CBF361333AC6BFC6FA0,bazlin@pacifica.my,PACIFICA APPLIANCES SDN BHD,NO.6 & 8 JLN TSB 2 TMN INDUSTRI SG BULOH KOTA DAMANSARA 47000 SELANGOR
'2017-08-04,,07 - 5531631,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85675&sid=E5C489B80593880314B040267D879DA9,bioproresources@gmail.com,BIO-PRO RESOURCES SDN BHD,"12, JALAN PULAI 3 TAMAN PULAI UTAMA SKUDAI 81310 JOHOR"
'2017-08-04,,03 - 78428277,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82961&sid=5483868314C92E50E642D065B6A9B667,info@minsyam.com,MINSYAM SDN BHD,"G-G-21, JALAN PJU 1A/3M ARA DAMANSARA PETALING JAYA 47500 SELANGOR"
'2017-08-04,,07 - 5111045,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85765&sid=A95A2B32EF0C11E1291F3D41FC7B28C8,rafidah@thethymespa.com,UPSCALE DISTRIBUTION SDN BHD,"6, JALAN JATI 1 TAMAN NUSA BESTARI JAYA SKUDAI, JOHOR 81300 JOHOR"
'2017-08-04,,09 - 8633333,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=40740&sid=DD81E4B56940C7D7508669D3181AD2D3,mohdshatar@yahoo.com,ESSFA AGRICULTURE SDN BHD,"LOT D8, KAWASAN PERINDUSTRIAN MIEL TELUK KALONG FASA 1 KEMAMAN 24000 TERENGGANU"
'2017-08-04,,03 - 79582186,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85757&sid=1C593AB835B6CADC9AE6BBB7D5D834E9,yk.pang@chuatrading.com.my,CHUA TRADING COMPANY SDN BHD,"3, JALAN 13/2 SECTION 13 PETALING JAYA 46200 SELANGOR"
'2017-08-04,,03 - 82105261,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85899&sid=9B2E3774EBFD03AC265E536ADF157948,info@vinovapharma.com,VINOVA PHARMA SDN BHD,"D-5 SUNWAY PJ@51A JALAN SS9A/19, SECTION 51A PETALING JAYA 47300 SELANGOR"
'2017-08-04,,010 - 2505997,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85888&sid=42A26DBD3A85C3B3BEB32C2B162F9C7C,wansin.ibsa@gmail.com,SUPER SWANS,2 JALAN SRI SENTOSA 2 TAMAN SRI SENTOSA PEKAN NANAS PONTIAN JOHOR 81500 JOHOR
'2017-08-04,,03 - 62778776,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42137&sid=BC7FE4DDF9497D60B9C4B9EDA0359052,giovanresources@hotmail.com,GIOVAN RESOURCES SDN BHD,"284, JALAN KIP 3 TAMAN PERINDUSTRIAN KIP SRI DAMANSARA, KEPONG 52200 KUALA LUMPUR"
'2017-08-04,,03 - 87417793,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85890&sid=AFE7EE1FD44AF5D290BEA5F278AEB41C,info@khangshenherbs.com,KHANG SHEN HERBS SDN BHD,"27, JALAN SEKSYEN 1/19 TAMAN KAJANG UTAMA KAJANG 43000 SELANGOR"
'2017-08-04,,05 - 3110194,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87251&sid=C5F22AD005BDAFC2A47CFEF1A399D5D4,arnold1262mgmt@hotmail.com,NTR LIFE JUNGLE PRODUCT (M) SDN BHD,"75-75A, JALAN LAPANGAN PERDANA 19 TAMAN LAPANGAN SETIA IPOH 31350 PERAK"
'2017-08-04,,018 - 2828983,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86042&sid=16D2017793371036A1D50C3243F0E3D3,khairimedia@gmail.com,POPULAR CONNECTION SDN BHD,"A-2-5, BLOCK A CENTRIO PANTAI HILLPARK PANTAI DALAM 59200 KUALA LUMPUR"
'2017-08-04,,013 - 3763388,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85689&sid=810732615D7773D63D9A5A07A5603B4C,wilsongan@bkcgp.com,BAO FU LING PHARMATECH SDN BHD,"5-6-4, BLOCK B JALAN 1/125E, MEGAN SALAK PARK TAMAN DESA PETALING 57100 KUALA LUMPUR"
'2017-08-04,,011 - 13233296,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86104&sid=24163AC59A422C30938B493C1DD4E8F5,azmanharon1970@gmail.com,TANZANIA MARKETING & DISTRIBUTOR,"00-08 BLOCK TANJUNG , JALAN PERMAI 2 MERDEKA VILLA AMPANG 68000 SELANGOR"
'2017-08-04,,017 - 9011788,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86107&sid=092909C8BDF01D61CFBED84275EBA073,reneebeaugroup@yahoo.com,RENEEBEAU GROUP RESOURCES,9 JALAN SS14/1 SUBANG JAYA 47500 SELANGOR
'2017-08-04,,03 - 92010383,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86282&sid=E9F4E76C2E1A7E675B3DA77743AEEB52,kenny@alpinegingers.com.my,ALPINE GINGERS MALAYSIA SENDIRIAN BERHAD,"4-7-3, 7TH FLOOR, BLOCK 4, QUEENS AVENUE JALAN BAYAM CHERAS 55100 KUALA LUMPUR"
'2017-08-04,,03 - 61435331,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87483&sid=89CE18957964515F17F6F9C08BAF8B54,knluxury@gmail.com,KN LUXURY ENTERPRISE,23 LORONG SENTUL KECIL  51100 KUALA LUMPUR
'2017-08-04,,07 - 4349796,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83866&sid=ECFD2C1AA2BD831BA8420DD68F961DB4,info@accessionlink.com,ACCESSION LINK SDN BHD,"23A, JALAN KUNDANG 4 TAMAN BUKIT PASIR BATU PAHAT 83000 JOHOR"
'2017-08-04,,085 - 422815,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84567&sid=070C4C4B000EEDB0D89D88CD0DE3F761,lk.rejeune@yahoo.com,L&K BEAUTY SDN BHD,"LOT 3125, JALAN JEE FOH 7 SIANG SIANG GARDEN MIRI, SARAWAK 98000 SARAWAK"
'2017-08-04,,03 - 80240544,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87431&sid=5929EABC3BAB930C28EFDF1403675CBE,myivvyblossom@gmail.com,IVY BLOSSOM SDN BHD,"21 A, JALAN TIARA 3, TIARA SQUARE TAMAN PERINDUSTRIAN SIME UEP SUBANG JAYA 47600 SELANGOR"
'2017-08-04,,03 - 62571811,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14918&sid=C4C883F11BD53C8BE472EF620E283002,dennis@mherbs.com,HERBALCEUTICAL (M) SDN BHD,"10, JALAN METRO PERDANA TIMUR 10 KEPONG ENTREPRENEUR'S PARK  52100 KUALA LUMPUR"
'2017-08-04,,012 - 5127329,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14561&sid=7AA3C38D316E4F455D55759CC7A5D844,dominic.m@kurniakebal.com,KURNIA KEBAL SDN BHD,"134A, JALAN SULTAN YUSUFF, IPOH, PERAK.  30200 PERAK"
'2017-08-04,,06 - 6716361,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76009&sid=1150EA272EA0E75E0C342ADB4E0423D3,dandelianature@gmail.com,DANDELIA NATURE SDN BHD,"32 TINGKAT ATAS, JALAN BUNGA RAYA 9 SENAWANG BUSINESS CENTRE TAMAN TASIK JAYA, SEREMBAN 70400 NEGERI SEMBILAN"
'2017-08-04,,013 - 2890206,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84565&sid=A81A114139A721B5BB1A4DE73A8B4569,foot2care@gmail.com,STEPCARE HEALTH FOOTWEAR RESOURCES,"50-1, JALAN 7/7A SECTION 7 BANDAR BARU BANGI 43650 SELANGOR"
'2017-08-04,,011 - 12227878,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76348&sid=285FCE951A098E6243FD89D1F405A714,wesleyswildhoney@gmail.com,MAGNIFIQUE LNL SDN BHD,"19, JALAN SS21/56B DAMANSARA UTAMA PETALING JAYA 47400 SELANGOR"
'2017-08-04,,03 - 89267599,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79420&sid=E17C02F7B599F5C741A5161C841A2EA1,mrahim@gagnar.com.my,WELLNESS CONNECTIONS SDN BHD,"NO. 47, JALAN 9/2 TAMAN IKS, SECTION 9 BANDAR BARU BANGI 43650 SELANGOR"
'2017-08-04,,04 - 7143600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81346&sid=254D0EC71E34DF922E7EAF31CA193E9B,hq@treenea.com,TREENEA SDN BHD,"35 & 36, COMMERCIAL SQUARE COLLEGE HEIGHTS UTARA JITRA 06000 KEDAH"
'2017-08-04,,03 - 55411822,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87496&sid=0211EC45EC99A09260B2D6EF78151D18,mig.biopharma@gmail.com,MEDIC IG BIOPHARMA SDN BHD,"1, JALAN SAHAM 23/3 KAW MEIL FASA 8, SECTION 23 SHAH ALAM 40000 SELANGOR"
'2017-08-04,,012 - 2391075,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75482&sid=B9EB96E2265605B81020A14C4F0C13B0,harumanlily@gmail.com,MARSYA ANGGUN (M) SDN BHD,LOT G-01 JALAN DATO MUDA LINGGI BANGUNAN SEREMBAN PLAZA SEREMBAN 70100 NEGERI SEMBILAN
'2017-08-04,,017 - 3476048,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87886&sid=2AB1A8A2F4465AB939A94612B8615262,dedy_rxz2117@yahoo.com,CARELEE MARKETING,"15, JALAN BP 3/17 BANDAR BUKIT PUCHONG  47100 SELANGOR"
'2017-08-04,,03 - 62622070,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15971&sid=A8E1E63E96965A2706E2793300DA2BDC,info@delifoodbraspro.com,EXTRA NATURAL SDN BHD,"5, JALAN DAMAR, SD 15/4B BANDAR SRI DAMANSARA  52200 KUALA LUMPUR"
'2017-08-04,,03 - 55239161,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60869&sid=D1E5C62B21E6010AC3A757377CB2FBA0,arganamazigh1@gmail.com,ARGAN AMAZIGH MARKETING,THE HORIZON BANGSAR SOUTH LEVEL 3A TOWER 5 AVENUE 5 NO.8 JALAN KERINCHI 59200 KUALA LUMPUR
'2017-08-04,,06 - 8503206,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=38452&sid=2A4DB1DE374DE0B95B4CAD446CE7319C,kokleong_mpt@yahoo.com,VIRGIN PHARMACEUTICALS INDUSTRIES (M) SDN BHD,"P.O. BOX NO. 6, NILAI PT 12904/O, JALAN BBN 1/7F, PUTRA INDAH PUTRA NILAI, NILAI 71800 NEGERI SEMBILAN"
'2017-08-04,,03 - 78323177,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68795&sid=4F7F8C57A4855F07F2DA5E2EAF78039A,sales_mktg@hotperfumes.com.my,HOT PERFUMES & AIR FRESHENERS INDUSTRIES SDN BHD,"NO 9, BLOK G, KOMPLEKS PREMIS USAHAWAN SME BANK JALAN SAUJANA INDAH 10, TAMAN PERINDUSTR 40000 SELANGOR"
'2017-08-04,,03 - 91722980,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65828&sid=6B5A9CFD12E3D6B1C87203A486288F64,ccc@jangmyong.com,JANGMYONG BIOTECH SDN BHD,"SUITE 8.05, 8TH FLOOR, WISMA ZELAN 1 JALAN TASEK PERMAISURI 2 BANDAR TUN RAZAK WILAYAH PERSEKUTUAN 56000 KUALA LUMPUR"
'2017-08-04,,03 - 79322100,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=86841&sid=985B27B7FF824B883FAC6116DBC2FDE9,risinglexis@outlook.com,RISING LEXIS SDN BHD,"GLOBAL BUSINESS & COPNVENTION CENTRE. UNIT 2G, LEVEL 2, BLOCK B. NO 8, JALAN 19/1, SECTION 19. PETALING JAYA 46300 SELANGOR"
'2017-08-04,,06 - 2634927,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11276&sid=E56CFC043E5E35414A5D8AC0EE0235EA,bdu2@orangkampung.com,PERNIAGAAN ORANG KAMPUNG SDN BHD,J 7017 MERLIMAU INDUSTRIAL ESTATE MERLIMAU 77300 MELAKA
'2017-08-04,,03 - 33412115,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12408&sid=BB09B12EDAAC28C6E7CFA600F79D9F6D,johnson.lee@klkoleo.com.my,PALM-OLEO (KLANG) SDN BHD,"LOT 1 & 2 SOLOK WAJA 3 BUKIT RAJA INDUSTRIAL ESTATE P.O. BOX 83, KLANG 41710 SELANGOR"
'2017-08-04,,03 - 78850468,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7324&sid=7CA76E4F836F5133C1A4BB0AF38CDC17,rahimmah@gmail.com,ERP TWO ONE TECHNOLOGIES AND INNOVATIONS SDN BHD,"LOT 8, JALAN PJU 3/39 SUNWAY DAMANSARA TECHNOLOGY PARK PETALING JAYA 47810 SELANGOR"
'2017-08-04,,03 - 89596689,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87164&sid=66FE010193B372277FF8EDE2836E535A,azmasyi.resources@gmail.com,AZZ MASYI RESOURCES SDN BHD,"1ST FLOOR SHOP OFFICE, NO 80-1 JLN SURIA PUCHONG 1, PUSAT PERNIAGAAN SURIA PUCHONG,PUCHONG GATEWAY 47110 SELANGOR"
'2017-08-04,,04 - 2613224,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=5191&sid=442176736E9ED2F75BB86D459CEB4515,laubh@beautility.com.my,BEAUTILITY MARKETING AGENCY (M) SDN BHD,89-91 MAGAZINE ROAD  10300 PULAU PINANG
'2017-08-04,,04 - 5880887,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35975&sid=4F5A171786381B767643056D75C557CE,yenher@streamyx.com,YENHER AGRO-PRODUCTS SDN BHD,"1628, JALAN IKS SIMPANG AMPAT 1 TAMAN IKS SIMPANG AMPAT SIMPANG AMPAT, S.P.S. 14100 PULAU PINANG"
'2017-08-04,,03 - 80247628,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=35844&sid=7018ED5C1709A4BB5E3B9814B08B99FF,michelle_chua18@yahoo.com,T-BIOMAX SDN BHD,"NO.37 & 39, JALAN USJ 1/31 USJ 1, TAMAN SUBANG PERMAI SUBANG JAYA 47600 SELANGOR"
'2017-08-04,,04 - 5015188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2702&sid=801F588042058AE03236FF0CA12FBA2E,info@sky-resources.com,SKY RESOURCES SDN BHD,"1720, LPU1, PRAI TENGAH BKT MERTAJAM  14000 PULAU PINANG"
'2017-08-04,,03 - 33244002,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85223&sid=5160C86A3CA3AE01C69905B52657058D,shirenglobe@gmail.com,GLOBE RESOURCES SDN BHD,"40-1,JALAN JASMINE 6/KS6 BANDAR BOTANIC KLANG 41200 SELANGOR"
'2017-08-04,,016 - 6387732,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85043&sid=58A5AE097686A4F84D9D221D6637FE82,avebetrading@gmail.com,AVEBE TRADING,JA 7639 TAMAN IKS AIR PANAS BEMBAN 77200 MELAKA
'2017-08-04,,05 - 2535520,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83600&sid=6EF4F8065051D873C736EAE126614D84,info@aphairbeauty.com.my,AP HAIR & BEAUTY SUPPLIER SDN BHD,"55 A-C, JALAN SULTAN ABDUL JALIL   30300 PERAK"
'2017-08-04,,019 - 3812077,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85119&sid=0B4D094E99E6BEBAF4CB384E9B0F67B7,zeeralife@gmail.com,ZEERA LIFE MARKETING,"56, JALAN ISORA 4, LAMAN ISORA NILAI IMPIAN NILAI 71800 NEGERI SEMBILAN"
'2017-08-04,,03 - 79543661,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77790&sid=ACEBD124812DA4985B9D75A1F01223DD,drihsan@mirescointegrated.com,MIRESCO INTEGRATED SDN BHD,"UNIT 901, BLOCK B, PUSAT PERDAGANGAN PHILEO DAMANSARA 1, NO. 9, JALAN 16/11 OFF JALAN DAMANSARA,  46350 SELANGOR"
'2017-08-04,,03 - 92848818,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69915&sid=D749597F75E739D01B26B6D90E613349,jennylow@aivoria.com,ELIANTO MANAGEMENT SDN BHD,28 JALAN 6/91 TAMAN SHAMELIN PERKASA BATU 3 1/2 CHERAS 56100 KUALA LUMPUR
'2017-08-04,,07 - 4102929,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81611&sid=8D1A832ACC52014246BCA7996734BA7A,carsispharma@hotmail.com,CARSIS PHARMA,"19, JALAN SRI SULONG 1 TAMAN INDUSTRI SERI SULONG BATU PAHAT 83020 JOHOR"
'2017-08-04,,07 - 2543188,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6079&sid=B80582B9FACC4E271F47AE5083E555E2,amohamed@iffco.com,IFFCO (MALAYSIA) SDN BHD,"PLO 406,JALAN EMAS KAW PERINDUSTRIAN PASIR GUDANG PASIR GUDANG 81700 JOHOR"
'2017-08-04,,03 - 78098833,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85229&sid=81DC7A4B37CD54AA4BA0E219542FE4EC,sb.tee@klkoleo.com.my,DAVOS LIFE SCIENCE SDN BHD,"LEVEL 8, MENARA KLK 1, JALAN PJU 7/6 MUTIARA DAMANSARA, PETALING JAYA 47810 SELANGOR"
'2017-08-04,,03 - 80239910,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15686&sid=5B92E94AC20FAC30A3619B071E3C8352,belugawell@yahoo.com,BELUGA WELL SDN BHD,"38, JALAN INDUSTRI USJ1/6 TAMAN PERINDUSTRIAN USJ 1 SUBANG JAYA 47600 SELANGOR"
'2017-08-04,,04 - 7307482,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81615&sid=3648A4648F867A61AA4535BDDC54B962,najah@radiancesignature.com,RADIANCE SIGNATURE SDN BHD,425 TAMAN BANDAR BARU MERGONG JALAN PERUSAHAAN 7 ALOR STAR 06250 KEDAH
'2017-08-04,,016 - 4420072,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=83486&sid=0524979967309F38995CA59029C05071,nurulashirah@gmail.com,SUPERPOWER GRAPE SEED SDN BHD,3A GROUND FLOOR JALAN BUKIT PUTERI 9/13 TAIPAN SQUARE BANDAR PUTERI JAYA 08000 KEDAH
'2017-08-04,,603 - 61573232,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11022&sid=8059066146D6D2BBE78CF96E4464EFDD,skc@lenfa.com.my,LEN FA MEDICAL SUPPLIES (M) SDN BHD,"LOT 41, JALAN BRP 9/2B, KAW PERINDUSTRIAN TAMAN BUKIT RAHMAN PUTRA SUNGAI BULOH 47000 SELANGOR"
'2017-08-04,,03 - 40423933,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2661&sid=0BE7522DB64CB4106978EB5847A18733,avinash@pacificinter-link.com,PACIFIC INTER-LINK SDN BHD,"31 FLOOR, MENARA DATO' ONN PWTC 45,  JALAN TUN ISMAIL 50480 KUALA LUMPUR"
'2017-08-04,,04 - 4847005,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12330&sid=918CFE5E79BE218D5C5642C4C57DFAB2,marketing@prodentalb.com,PRO DENTAL-B SDN BHD,"30, LORONG MAKMUR 13/1 TAMAN MAKMUR INDUSTRIAL ESTATE KULIM 09000 KEDAH"
'2017-08-04,,04 - 5081639,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42365&sid=EFAB0378DC327371D3A701F67E65B30D,info@nasmirholding.com.my,NASMIR HARD GELATIN CAPSULES SDN BHD,1639 JALAN PERUSAHAAN BUKIT TENGAH TAMAN PELANGI BUKIT MERTAJAM 13600 PULAU PINANG
'2017-08-04,,04 - 7203820,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=65447&sid=BA52AA50217E30D7E5447D43CE50073E,ctlfine@yahoo.com,PLANET BARLEY SDN BHD,43 JALAN KRISTAL 3 TMN PERINDUSTRIAN RINGAN KRISTAL 05150 KEDAH
'2017-08-04,,04 - 4924661,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79288&sid=4E0D0ED52A36D676174E9B51B28D7510,mmabiolab@halalcosmeticproducts.com,MMA BIO LAB SDN BHD,"139, JALAN SUASA 7 TAMAN INDUSTRI SUASA KAW INDUSTRI KULIM 09000 KEDAH"
'2017-08-04,,04 - 7192215,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85553&sid=9A6CC01CFA2EA104C726FA1C798CB0B0,limnet@meckein.com.my,MECKEIN RESOURCES SDN BHD,"87, JALAN MELATI 1/1 ZON MELATI LIGHT INDUSTRIAL BANDAR AMAN JAYA, SUNGAI PETANI 08000 KEDAH"
'2017-08-04,,012 - 4897555,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=7564&sid=2FCFAD958DFA13F8DCA3A9382A5FC6EA,lch@inec.com.my,LCH TECHNOLOGY (M) SDN BHD,"NO. 25 & 26, LORONG SG TUKANG 1/3 KAW PERUSAHAAN SG TUKANG SG PETANI 08000 KEDAH"
'2017-08-04,,04 - 7358810,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62131&sid=853200891118575A42FF0B19287A9802,ghong@kholinskincare.com,KHOLIN SDN BHD,"106, JALAN KRISTAL 6 TAMAN PERINDUSTRIAN RINGAN KRISTAL ALOR SETAR KEDAH 05150 KEDAH"
'2017-08-04,,03 - 62803227,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=87290&sid=C721424359EEFBE94DEA9917664C8832,jeffyong@kcareshop.com,KIMMA SDN BHD,17-1 JALAN BURUNG TIONG TAMAN BUKIT MALURI KEPONG 52100 KUALA LUMPUR
'2017-08-04,,04 - 4892271,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41443&sid=C0262B61618B1CB270C47EA988886BAE,sales@halalcosmeticproducts.com,IMED LAB SDN BHD,139 JALAN SUASA 7 TAMAN INDUSTRI SUASA KAW PERINDUSTRIAN KULIM 09000 KEDAH
'2017-08-04,,04 - 4380097,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60925&sid=6A946936E66757DAC9BE936DE4A83E98,nourain2u@gmail.com,ELSUHAZ (M) SDN BHD,"60, PLOT 17, JALAN SERI JENARIS 1 TAMAN SERI JENARIS SUNGAI PETANI 08000 KEDAH"
'2017-08-04,,04 - 7846146,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64019&sid=82D009F96A891BF8FDDBD250D1868B0F,golden_galore@yahoo.com,GOLDEN GALORE ENTERPRISE,173-A TAMAN SRI MAS  06700 KEDAH
'2017-08-04,,04 - 4910769,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=79212&sid=EB50D4E5DD6CC7FFAB0B2541B133C362,zulkifli@firstgrade.com.my,FIRST GRADE RESOURCES SDN BHD,"816 & 817 TAMAN KEMPAS INDAH 3 KULIM, KEDAH 09000 KEDAH"
'2017-08-04,,03 - 62032184,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14238&sid=F6FB6E2C4D6CCBB6FEA7FB0954478619,info@diabegard.com,LIVVON MARKETING (M) SDN BHD,"29-1 & 29-2, JALAN 22A/70A, DESA SRI HARTAMAS WILAYAH PERSEKUTUAN 50480 KUALA LUMPUR"
'2017-08-04,,019 - 2588133,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89625&sid=450C5D3010E6256FB5FD72845D88E8C2,esyasalle@gmail.com,ESYASALLE SDN BHD,L-07-01 SOLARIS MONT KIARA JLN MONT KIARA  50480 KUALA LUMPUR
'2017-08-04,,03 - 79588803,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=89797&sid=12C0FFD4EA93B23C9F0BF2FF650A5839,marketing@symbion-pharma.com,SYMBION PHARMA SDN BHD,"18, JALAN 19/1 SECTION 19  46300 SELANGOR"
