FAILMSG,HREF,EMAIL,CONAME,DATE_SCRAPED,BIZADD,TEL 
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=77463&sid=97D7E6B4062F3074F69A2ABDD002B3D7,rteh@aaproduct.com,AA RPODUCTS SDN BHD,'2017-08-02,TBP 2222 JALAN BARU  13700 PULAU PINANG,04 - 3982415
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72662&sid=5A9DAEB0DD5DABA5EC244CB693559772,enquiry@wengloong.com,WLE TECHNOLOGY SDN BHD,'2017-08-02,"7, JALAN UTARID U5/17 MAHSING INTEGRATED INDUSTRIAL PARK SECTION U5 40150 SELANGOR",03 - 78450598
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75715&sid=A5C76091E7E233AA818CE4642FB5A699,enquiry@feseq.com,FES EQUIPMENT SERVICES SDN BHD,'2017-08-02,"LOT 9895, JALAN KAMPUNG JAWA SECTION 35 BANDAR SHAH ALAM 40470 SELANGOR",03 - 33737845
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13954&sid=C39C5901059E7F719CECDE9150065030,enquiry@tongseh.po.my,TONG SEH INDUSTRIES SUPPLY SDN BHD,'2017-08-02,P.O. BOX 28 KLANG  41710 SELANGOR,03 - 32916958
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=75759&sid=63530D946130AEE975A87FC4A3A02719,info.malaysia@sihipumpsasia.com,SIHI PUMPS (MALAYSIA) SDN BHD,'2017-08-02,"2, JALAN 7/6 TAMAN PERINDUSTRIAN SELESA JAYA SERI KEMBANGAN 43300 SELANGOR",03 - 89641988
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13978&sid=7C6AA003AA0A38DDFA2A879B0E1D220A,sales@actech.com.my,AC MECA (M) SDN BHD,'2017-08-02,"78, JALAN IDAMAN 1/3 SENAI INDUSTRIAL PARK TAMAN DESA IDAMAN, SENAI 81400 JOHOR",07 - 5990168
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=34506&sid=C9CE172FE8B16CABC62B1ED6FA84BA91,roy@renetech.com.my,RENETECH INDUSTRIAL SUPPLIES SDN BHD,'2017-08-02,"40-1, JALAN PUTERI 5/1 BANDAR PUTERI PUCHONG  47100 SELANGOR",03 - 80681181
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=72169&sid=75A9423B2BF7EDD6A377D3555A16EB04,info@v-bioscience.com,V-BIOSCIENCE SDN BHD,'2017-08-02,10 JALAN USAHAWAN 7 SETAPAK 53200 KUALA LUMPUR,03 - 41421520
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=52774&sid=44152246B7C00F80FD1E4A1386BF4DDE,info@mtlpm.com.my,STEELAND PRODUCTS MANUFACTURING SDN BHD,'2017-08-02,"2, JALAN INDUSTRI MAS 12 TAMAN MAS SEPANG PUCHONG 47130 SELANGOR",03 - 80609503
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=42592&sid=C4AFF2ED0D41F30C9B67157C6BC3B6D4,hkgoh@intramo.com.my,INTRA-MOLD HOLDINGS SDN BHD,'2017-08-02,"LOT 7964, MILE 22 JALAN AIR HITAM KULAIJAYA 81000 JOHOR",07 - 6623733
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=69225&sid=DDCB7EC4532C6BBEAC23A6AAE79DEB7C,info@esummitsb.com,ENLIGHTENED SUMMIT SDN BHD,'2017-08-02,"11, JALAN MAKYONG 5A/ KU5 BANDAR BUKIT RAJA KLANG 41050 SELANGOR",03 - 33436181
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58028&sid=85C188C4F1F2E89DCD526C20E53C8F15,info@mve-technologies.com.my,MVE TECHNOLOGIES SDN BHD,'2017-08-02,CNC MANUFACTURING CENTRE TECHNOLOGY PARK MALAYSIA LEBUHRAYA PUCHONG-SG.BESI 57000 KUALA LUMPUR,03 - 89982012
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13306&sid=6A57B31146439AFF1664E674A20902E3,export@hhengineering.com.my,H H ENGINEERING (M) SDN BHD,'2017-08-02,"38-2, JALAN 10/116B KUCHAI ENTERPRENEURS' PARK OFF JALAN KUCHAI LAMA  58200 KUALA LUMPUR",03 - 79803040
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10086&sid=E9B1F659BDD13BB77D5AFA11762C6ACD,sun_kyip@hotmail.com,SUN KOONG YIP MACHINERY SDN BHD,'2017-08-02,"59, JALAN TAMING 6 TAMAN TAMING JAYA INDUSTRIAL PARK BALAKONG 43300 SELANGOR",03 - 89615045
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10760&sid=6A0A03761E0DDB9E6AAE76C7E5BA8D80,chaiys@nittoku.com.my,NITTOKU PRECISION (M) SDN BHD,'2017-08-02,"LOT 40, JLN PJS 7/19, BANDAR SUNWAY PETALING JAYA  46150 SELANGOR",03 - 56315320
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67752&sid=BE485BE4D1792D33E461C7FB6F7B33EF,custech@yahoo.com,CUSTECH MACHINERY SDN BHD,'2017-08-02,"29, JALAN MUTIARA EMAS 5/26 TAMAN MOUNT AUSTIN JOHOR BAHRU 81100 JOHOR",07 - 3556601
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12053&sid=BDC9019890ABF5CA4DDD91A65FDB1CA1,rozi@metalperforators.com.my,METAL PERFORATORS (MALAYSIA) SDN BHD,'2017-08-02,"LOT 5 & 7, JALAN TUKANG 16/4 P.O. BOX 7045 SHAH ALAM 40700 SELANGOR",03 - 55191470
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=67910&sid=09E9EBEB8DE977D124D65B59143A572A,dutaplus@gmail.com,INTEGRATED DUTA PLUS SDN BHD,'2017-08-02,25-5-1 JALAN 3/101C CHERAS BUSINESS CENTRE 56100 KUALA LUMPUR,03 - 91304092
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13825&sid=F0DCBFB44566122A05CFF655B41120F5,acten@actengroup.com.my,ACTEN ENGINEERING SDN BHD,'2017-08-02,46-48 LORONG SENAWANG 2/2 KAWASAN PERUSAHAAN SENAWANG SEREMBAN 70450 NEGERI SEMBILAN,06 - 6792828
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37412&sid=1C17E9180B91C73A192F9AF2A871A54F,azhari@sggroup.com.my,UMW SYNERGISTIC GENERATION SDN BHD,'2017-08-02,LOT. 2 JALAN PENGISAR 15/9 SEKSYEN 15 40200 SHAH ALAM 40200 SELANGOR,03 - 51246121
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=36055&sid=E04CFCE7DCB1D4F71C278AD158A1E430,info@codar.com.my,CODAR PRINTING EQUIPMENT SDN BHD,'2017-08-02,"1, JALAN BP 5/5 BANDAR BKT PUCHONG PUCHONG 47100 SELANGOR",03 - 80602988
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=68902&sid=EAE053E6E37B3FFDF238ADB9F79F83A1,mst.william@gmail.com,MILLENNIUM SUPERTECH SDN BHD,'2017-08-02,"5, JALAN PBS 14/ 9 TAMAN PERINDUSTRIAN BUKIT SERDANG SERI KEMBANGAN, SERDANG 43300 SELANGOR",03 - 89418022
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=66121&sid=15E8B64770593CE81AB76DC76257D8F1,koakient@gmail.com,KOAKI ENTERPRISE SDN BHD,'2017-08-02,"17, JALAN SERULING 58 TAMAN KLANG JAYA KLANG 41200 SELANGOR",03 - 33238463
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=13833&sid=7FD4FCAE8FBDEEF01F30130A3F767F17,info@kbpmach.com,KBP INDUSTRIES SDN BHD,'2017-08-02,"67, JALAN 910/21 SECTION 10 BANDAR BARU BANGI 43650 SELANGOR",03 - 89223222
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63933&sid=9EA85ABE58E79DB16E28A257968845FC,info@persusgroup.com,PERSUS PALMS ENGINEERING (M) SDN BHD,'2017-08-02,"9, JALAN SB JAYA 9 TAMAN INDUSTRI SB JAYA SUNGAI BULOH 47000 SELANGOR",03 - 61568050
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60893&sid=5AABD0A36CB083F08FCAD4D7C2B6D457,sales@pttcorp.com.my,PTT CORPORATION SDN BHD,'2017-08-02,"LOT 1648, KIDURONG INDUSTRIAL AREA JALAN TG. KIDURONG BINTULU 97000 SARAWAK",086 - 255888
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15179&sid=B9B76C715EAEF395A2AF2221CBBC5BEE,teohhh@orientalfastech.com,ORIENTAL FASTECH MANUFACTURING SDN BHD,'2017-08-02,"PLOT 171, MUKIM 13 JALAN PERINDUSTRIAN BKT MINYAK KAW PERINDUSTRIAN BKT MINYAK 14000 PULAU PINANG",04 - 5018621
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3610&sid=956B3FAF6FC903F99A858D4D89CD600C,madetill_malaysia@yahoo.com,MADETILL (M) SDN BHD,'2017-08-02,"6, JALAN 1/7 TAMAN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR",03 - 89614834
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11133&sid=96CBF122F6C3EAE44259A3CEB8DB775D,frontdesk@isses-tech.com,ISSES TECHNOLOGY (M) SDN BHD,'2017-08-02,"7, JALAN MELATI 2 SECTION BB11, BKT BERUNTUNG RAWANG 48300 SELANGOR",03 - 60284188
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64268&sid=6FAEB98F40AE9D2F0A6F951BE52B9544,khtmsb@gmail.com,K & H TRADING (MELAKA) SDN BHD,'2017-08-02,"1, LOT 3-15 JALAN TTC 25 CHENG INDUSTRIAL ESTATE 75250 MELAKA",06 - 3362195
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64269&sid=4E65E3669AB73A7CEC7BDB582D001CDC,info@smartpackmachinery.com,SMART PACK MACHINERY SDN BHD,'2017-08-02,1 TINGKAT SIRAM 3 BUTTERWORTH 12100 PULAU PINANG,04 - 3331525
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11622&sid=10F4565B0E038C21B844178570F2E20B,kyoritsu@tm.net.my,NABEL ASIA SDN BHD,'2017-08-02,"3, JALAN INDUSTRI PBP 11 TAMAN INDUSTRI PUSAT BANDAR PUCHONG PUCHONG 47100 SELANGOR",03 - 80633778
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64374&sid=BFB54B3DAF84F95EE7A019F06CEADDB5,cheeys@mid.com.my,MID TECHNOLOGY SDN BHD,'2017-08-02,"18, LORONG PERUSAHAAN RINGAN JURU 2 KAW PERUSAHAAN RINGAN JURU SIMPANG AMPAT 14100 PULAU PINANG",04 - 5082788
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64546&sid=F759D034484F3086528C2EC5F0DA4979,dimension.nuova@gmail.com,NUOVA DIMENSION SDN BHD,'2017-08-02,D-2-13 ARENA GREEN JALAN 1/155A BUKIT JALIL 57000 KUALA LUMPUR,019 - 3277587
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64545&sid=63AB1C3DEB2FB7755CD64E0FEC8CCD06,fakhri@rexpert.com.my,ROTATING EXPERT (M) SDN BHD,'2017-08-02,"1-5A, JALAN PP 5C/1 TAMAN PUTRA PERDANA PUCHONG 47130 SELANGOR",03 - 83182010
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=58994&sid=3DA0A51A5AEDA829C9520BDF760CC21A,kenny.wong@thesuccesstechnic.com,SUCCESS TECHNIC ENGINEERING WORKS SDN BHD,'2017-08-02,"27,JALAN 6/2,TAMAN INDUSTRI SELESA JAYA OFF JALAN BALAKONG SERI KEMBANGAN  43300 SELANGOR",03 - 89614628
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62441&sid=CC1A1E71C134A7BCFA47DE84FAD1A132,norhayati.ybgi@gmail.com,YELLOWBEE SOLUTIONS (M) SDN BHD,'2017-08-02,"A-3-7, CENTRIO PANTAI HILLPARK 1, JALAN PANTAI MURNI BUKIT KERINCHI 59200 KUALA LUMPUR",03 - 22419448
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15400&sid=6D68F7E1CD9B88399D01CB1FE6BE3A35,sales@newton-group.net,NEWTON AUTOMATION (M) SDN BHD,'2017-08-02,"19 A, 1ST FLOOR, JALAN BENDAHARA 13 TAMAN SENTOSA JAYA KLANG 41200 SELANGOR",03 - 51628661
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62988&sid=7C03FD43B1889EFB579D910605FE1E61,regenergyresources@gmail.com,REGENERGY RESOURCES SDN BHD,'2017-08-02,15B JALAN KUNING 2 TAMAN PELANGI 80400 JOHOR,07 - 3315008
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62324&sid=AE7F8AA482EFA20D7E5CDE4E66E00843,sales@aurora.com.my,AURORA SUPPLIES SDN BHD,'2017-08-02,"LOT 3,JALAN MERANTI JAYA 14 MARANTI JAYA INDUSTRIAL PARK PUCHONG 47120 SELANGOR",03 - 80623110
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11402&sid=3B090E1811FC53A5B13D45621B8146BC,drkimgoh@nfirc.com,NICHE FRONTIERE SDN BHD,'2017-08-02,9 PERSIARAN TEKNOLOGI PERINDUSTRIAN GOPENG 2 GOPENG 31600 PERAK,012 - 5171783
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62439&sid=F4D5F382DD7555BBAB113197948F68BD,josephinelgq@gmail.com,MAGNUM CABLE SDN BHD,'2017-08-02,NO 5 JALAN TP 4 TAMAN PERINDUSTRIAN BUKIT RAMBAI FASA 6  75250 MELAKA,06 - 3513786
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=64409&sid=3F88AE142138C742471B7B8EF237AB39,meijiapeh@hotmail.com,TICK JOO ENTERPRISE SDN BHD,'2017-08-02,10 MEDAN BATU CAVES 1 TAMAN MEDAN BATU CAVES 68100 SELANGOR,03 - 61859913
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62969&sid=728BC4BA67126C47AF9BDF850E6A5672,sales@regalbattery.com,REGAL BATTERY & CHARGER INDUSTRIES (M) SDN BHD,'2017-08-02,"4, JALAN KAPAR 27/89 MEGAH INDUSTRIES PARK SECTION 27 SHAH ALAM 40400 SELANGOR",03 - 51921889
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51310&sid=9505346D184AD5E41710ABB90CE22C72,enquiry@etani.com.my,ETANI SDN BHD,'2017-08-02,6 JALAN SAUJANA INDAH 7 TAMAN PERINDUSTRIAN SAUJANA INDAH SHAH ALAM 40150 SELANGOR,603 - 78451155
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60762&sid=25E053B1604973FDC47A4CC68EEC583F,zack363zigzag@gmail.com,ZIGZAG PREMIER SDN BHD,'2017-08-02,"LOT 502, TAMAN D'COP JALAN PASAR BARU JERTEH 22000 TERENGGANU",09 - 6903513
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61275&sid=DDF1DFFFB2FEFFDD5DA703787380E50B,info@ogs-engineering.com,OIL & GAS SKIDS SDN BHD,'2017-08-02,"8-7-8, MENARA MUTIARA DAMANSARA 8, JALAN LIKU (OFF JALAN RIONG)  59100 KUALA LUMPUR",03 - 22020313
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=51587&sid=7AE6B7DDC9B35AF745D25EDF2371B18C,info@malaioldtown.com,MALAI CAFE SDN BHD,'2017-08-02,"1, JALAN GOPENG, OFF JALAN PASAR KLANG  41400 SELANGOR",03 - 33428555
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14444&sid=33121486514E7C824F74312F0CFE3308,marketing@gse-m.com,GENERAL SYSTEM ENGINEERING SDN BHD,'2017-08-02,"52, JALAN ANGGERIK MOKARA 31/47 SECTION 31, KOTA KEMUNING SHAH ALAM 40460 SELANGOR",03 - 51211788
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14281&sid=589D6279E8F1D17410372F23B604DAD7,sales@tarmah.com.my,TARMAH SEWING MACHINE (MALAYSIA) SDN BHD,'2017-08-02,LOT 22X6 JALAN BUKIT PASIR BUKIT PASIR BATU PAHAT 83050 JOHOR,07 - 4310923
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37978&sid=4DA744F5694C206D9EC202056F5086EE,kengfu@longlifeweld.com.my,LONGLIFE WELD SDN BHD,'2017-08-02,203 JALAN PASIR PUTEH IPOH 31650 PERAK,05 - 2547484
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14054&sid=26F88C456E5985676317D498A4CDC572,royaltech.mano30@gmail.com,MANO MACHINERY SDN BHD,'2017-08-02,"18, JALAN MAS 3 TAMAN INDUSTRI MAS PUCHONG 47100 SELANGOR",03 - 80632521
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=11023&sid=1904DB175FE84D98D8AAABCEB6EC0E35,lh.lhmsb@gmail.com,LIAN HUAT BAKERY MACHINERY SDN BHD,'2017-08-02,"PS 39, LOT 1921, JALAN BATU PUTIH KG PESERAI KECIL, MK 3 SIMPANG LIMA, BATU PAHAT 83020 JOHOR",07 - 4138300
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41489&sid=D076981F1E9A70CBAC061EC7A92789C1,ge@goldenetna.com,GOLDEN ETNA SDN BHD,'2017-08-02,7036 & 7037 LORONG MAK MANDIN 5  13400 PULAU PINANG,04 - 3310168
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61791&sid=4DA6EA1A39F3679BD4CF6FD2DCE97261,alexyap100@gmail.com,YAPANNER SDN BHD,'2017-08-02,"LEVEL 33 MENARA KECK SENG, 203 JALAN BUKIT BINTANG 50450 KUALA LUMPUR",03 - 21169668
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61939&sid=B7CA5EA824095607E98A28E7F93D92A1,info@ronserbio.com,RONSER BIO-TECH SDN BHD,'2017-08-02,"C708, METROPOLITAN SQUARE JALAN PJU 8/1 BANDAR DAMANSARA PERDANA 47820 SELANGOR",03 - 77288999
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61837&sid=3BC90C2B248B8F0BD79D1D7AB9AA9D4A,info@cryogas.com.my,CRYOGAS EXERGY SDN BHD,'2017-08-02,41-2 JALAN PUTRA PERMAI 1A EQUINE PARK 43300 SELANGOR,03 - 89455601
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61906&sid=07C457749A786B5EC72A4E3C6BBF2499,hhaircond@yahoo.com,HONG HWA MARKETING SDN BHD,'2017-08-02,"17, JALAN METRO PERDANA TIMUR 10 KEPONG ENTREPRENEUR'S PARK KEPONG 52100 KUALA LUMPUR",03 - 62594395
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61783&sid=B2CF0102AD73F014060786044FBF906F,winly@streamyx.com,WINLY TOOLING (MALAYSIA) SDN BHD,'2017-08-02,2A-2 & 2A-3 LINTANG BATU MAUNG  11960 PULAU PINANG,04 - 6261088
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61473&sid=C484F6C6603266C5794AB898AECA09BD,ykl@khunheng.com.my,YTH AGRI-TECHNOLOGY SDN BHD,'2017-08-02,"LOT 663, BATU 10 KAMPUNG PAYA PANJANG BUKIT PASIR, MUAR 84300 JOHOR",06 - 9859155
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61924&sid=44DD7BB4D0DAD7E200755724290B2B6C,hawke@ubct.com.my,UNITED BC TEAM SDN BHD,'2017-08-02,12 JALAN KEIDID 2 SUNGAI ARA 11900 PULAU PINANG,04 - 6421680
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61452&sid=05A4921B162BC22CA23A919CB220339B,khairul@petroclamp.com,PETROCLAMP SDN BHD,'2017-08-02,"11-8-1B, JALAN PAHAT J 15/J SECTION 15 SHAH ALAM 40000 SELANGOR",03 - 55234565
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33572&sid=8FEE7181E451017CA2F851A93A4684EB,quality_metal@yahoo.com,QUALITY METAL WORKS SDN BHD,'2017-08-02,3 JALAN 1/1 TAMAN INDUSTRIES SELESA JAYA 43300 SELANGOR,03 - 89616895
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61671&sid=6278A46882A30EA3F71CD58E80B9AABF,cckhor@truf.com.my,TRUF SDN BHD,'2017-08-02,"5&7, LORONG PERUSAHAAN 3 PRAI INDUSTRIAL ESTATE PRAI 13600 PULAU PINANG",04 - 3970168
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=53434&sid=242D6357AED41E814269DFDE87935643,daniel@mikimoto.com.my,MIKIMOTO COMMUNICATIONS SDN BHD,'2017-08-02,"13-1&13-2, JURUAUDIT U1/37 HICOM GLENMARIE, SECTION U SHAH ALAM 40150 SELANGOR",03 - 55692612
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4622&sid=88EA656F593E9658CE9DAC11A0158BF8,yue@sumhing.com,SUM HING ENGINEERING WORKS SDN BHD,'2017-08-02,"23, JALAN DUA OFF JALAN CHAN SOW LIN  55200 KUALA LUMPUR",03 - 92219105
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61669&sid=9C278E807DB52219578080E3CCE3A15C,info@teguhpharma.com.my,TEGUH PHARMA SDN BHD,'2017-08-02,"38-2, JALAN USJ 1/1B REGALIA BUSINESS CENTRE SUBANG JAYA 47620 SELANGOR",03 - 80236304
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61920&sid=6BAE9DBE3E899320956914A5A8439068,hksmsb@haikuang.com,HAI KUANG SCREEN MACHINERY SDN BHD,'2017-08-02,"22, JALAN 5/10B SPRING CREST INDUSTRIAL PARK BATU CAVES 68100 KUALA LUMPUR",03 - 61878177
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61564&sid=1788C73FBF665F59837FE8AE56D51D70,multipro_mh@yahoo.com,MULTI-PRO MARKETING SDN BHD,'2017-08-02,"9, JALAN UTAMA 1/1 TAMAN PERINDUSTRIAN PUCHONG UTAMA PUCHONG 47100 SELANGOR",03 - 80613198
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62013&sid=ABAC1402EE8CF83C4759AD00F724CF13,ntsoon@ngeam.com.my,NGEAM ENGINEERING WORKS SDN BHD,'2017-08-02,1 LORONG SULAM 3 OFF JALAN SONGKET KAMPUNG JAWA KLANG 41000 SELANGOR,03 - 33719833
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=62135&sid=BEE83A82220C343A53EBC790E8B8947C,lnsim@uwcholdings.com,THEAN HWA RESOURCES (M) SDN BHD,'2017-08-02,"35 & 37, LORONG SERULING 2 KAW PERINDUSTRIAN VALDOR SG BAKAP 14200 PULAU PINANG",04 - 5826773
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61997&sid=D66186B4C520F8283A85685D3178BB7C,mcbsa@mechmar.com.my,MECHMAR COCHRAN BOILERS SDN BHD,'2017-08-02,"LEVEL 2, WISMA DHARMA 1, JALAN PERUNDING U1/17 HICOM GLENMARIE INDUSTRIAL PARK, SHAH ALAM 40150 SELANGOR",03 - 55693688
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=61666&sid=3E455C35BCAE1226FF3837FD84EE70A8,hosloong@yahoo.com,HH SYSTEM INTEGRATION,'2017-08-02,11 LORONG TENGGIRI 24  13700 PULAU PINANG,012 - 4033880
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=60238&sid=BF44B6229C629E8B1C4193DCFF3E83FE,info@liftech.com.my,LIFTECH ENGINEERING (KL) SDN BHD,'2017-08-02,10 & 12 JALAN TPP 5/8 TAMAN PERINDUSTRIAN PUCHONG 47100 SELANGOR,03 - 80619598
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=59337&sid=D1A4C91694050C3759A54EF4CC3CA9EE,jacky.ckng@kwpeng.com,KW PRECISION ENGINEERING SDN BHD,'2017-08-02,2717 LORONG PERUSAHAAN 6B KAWASAN PERUSAHAAN PERAI PERAI 13600 PULAU PINANG,04 - 3905239
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10499&sid=0E5821B41387CA1E41FBBE1D84A79A2B,angct@intotest.com,INTOTEST SDN BHD,'2017-08-02,"37 & 39, JALAN IMJ 2 TAMAN PERINDUSTRIAN MALIM JAYA  75250 MELAKA",06 - 3361229
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63733&sid=19C8AEC7A6EF720058074B6CAD61FEBA,enquiry@gurimasgroup.com,GURIMAS MARINE AND ENGINEERING SDN BHD,'2017-08-02,7-5 (3A FLOOR) JALAN PJU 8/5I PERDANA BUSINESS CENTRE BANDAR DAMANSARA PERDANA 47820 SELANGOR,03 - 77272811
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63569&sid=0165C73A353F806BB6E388094F5E7217,mdtruck8229@gmail.com,MD FORKLIFT & PARTS TRADING,'2017-08-02,"30, JALAN PANDAN INDAH 1/20 PANDAN INDAH  55100 KUALA LUMPUR",03 - 42926898
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63707&sid=03703BF2669812286A86011896AF64F9,info@sutraengineering.com,SUTRA ENGINEERING SDN BHD,'2017-08-02,"LOT 394, 65A JALAN KROKOP P.O.BOX 678 98000 SARAWAK",085 - 410982
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9698&sid=5EFD9C2A70F8C17DA422053BD36057CD,enquiry@veprogroup.com,VEPRO GROUP SDN BHD,'2017-08-02,"LOT 2 JALAN WAJA 14 KAWASAN PERINDUSTRIAN TELOK PANGLIMA GARANG BANTING, KUALA LANGAT 42500 SELANGOR",03 - 31231081
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=33808&sid=05FCD3D881B86554E5D4FEFB441E8B66,foojs@enhancetrack.com,ENHANCE TRACK SDN BHD,'2017-08-02,"9, JALAN MERANTI 12 MERANTI JAYA INDUSTRIAL PARK PUCHONG 47120 SELANGOR",03 - 80632281
,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4378&sid=7EB822584650077125E5E2086000C474,info@persusgroup.com,PERSUS MARKETING (M) SDN BHD,'2017-08-02,"9, JALAN SB JAYA 9 TAMAN INDUTRI SB JAYA SUNGAI BULOH 47000 SELANGOR",03 - 61568050
