FAILMSG,BIZADD,DATE_SCRAPED,TEL,HREF,EMAIL,CONAME
,"3C, JALAN PASAR KULAI  81000 JOHOR",'2017-08-02,012 - 7116955,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=37876&sid=7FCEC965EC6AC0D42DABE4EE3CBB9F0C,banyan88@gmail.com,BANYAN CONSULTING
,"1 & 3, LINTANG BERINGIN 1 DIAMOND VALLEY INDUSTRIAL PARK JALAN PERMATANG DAMAR LAUT, BAYAN LEPAS 11960 PULAU PINANG",'2017-08-02,04 - 6266761,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=15306&sid=D9EB4B0929BC12865B4044C9E248D3CE,info@watas.com.my,WATAS HOLDINGS SDN BHD
,"BLOK A, LOT 8282, JALAN 32, KAW 16 SG RASA LIGHT INDUSTRIAL AREA KLANG 41300 SELANGOR",'2017-08-02,03 - 33414186,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80858&sid=2E92E74FB7E9F223966BDB4101B46ED9,chia.glrubber@gmail.com,GL RUBBER RESOURCE SDN BHD
,"19, JALAN KENCANA 18 TAMAN KENCANA 56100 KUALA LUMPUR",'2017-08-02,03 - 42945586,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=78679&sid=74E2BCBBE0D9D90E762E6D44DA1B8C20,kurniajuta@gmail.com,KURNIA JUTA SDN BHD
,"21-G, JALAN DU 2/2,TAMAN DAMAI UTAMA BANDAR KINRARA PUCHONG 47180 SELANGOR",'2017-08-02,03 - 58870722,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=80890&sid=EF9D9154F494BF6BAAFE82233F9910E0,enquiry@alphaxcess.com,ALPHA EXCESS
,NO.10 JALAN MJ3 TAMAN MERDEKA JAYA BATU BERENDAM 75350 MELAKA,'2017-08-02,06 - 3172412,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=41824&sid=FCFCC85FE82C1D7CC1D15E46D9C782C3,kenlimkp@gmail.com,MAXDEAL TRADING
,LOT 1800 & 1805  JALAN KPB5 KAW PERINDUSTRIAN BALAKONG SERI KEMBANGAN 43300 SELANGOR,'2017-08-02,03 - 89619888,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=16552&sid=C29B32E1643944028902A3E1651F950B,afisales@alliedgroup.com.my,ALLIED FOAM INSULATION SDN BHD
,"77 & 77A, JALAN RUKUN 4 OFF JALAN KUCHAI LAMA TAMAN GEMBIRA 58200 KUALA LUMPUR",'2017-08-02,03 - 79833877,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81693&sid=3694E338505EB254BE0067608D828B33,wthose@gmail.com,WT HOSE & COUPLING SDN BHD
,"P.T.1643, BATU 5 1/2 JALAN MERU KLANG 41050 SELANGOR",'2017-08-02,03 - 33921716,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3466&sid=4AE063BCD44501911E97D7D39FDEE8CF,amy.pyrope@gmail.com,PYROPE INDUSTRIES SDN BHD
,"A-2-5, BLOCK A, CENTREPOINT BUSINESS PARK JALAN 26/35, SECTION 26 SHAH ALAM 40400 SELANGOR",'2017-08-02,03 - 51911192,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=81587&sid=DB632E52662FE73A4528C7ED7CCA6B9C,info@imteqsolution.com,IMTEQ SOLUTION SDN BHD
,"NO 49F, JALAN DC4/1 DESA COALFIELDS, SUNGAI BULOH 47000 SELANGOR",'2017-08-02,03 - 60386328,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=54898&sid=D10E1470FA80E54FC3A4FC82A5F61FA3,serembanselatan@gmail.com,SEREMBAN SELATAN INDUSTRIES SUPPLIES SDN BHD
,#01-25 JALAN AUSTIN PERDANA 2/22 TAMAN AUSTIN PERDANA JOHOR BAHRU 81100 JOHOR,'2017-08-02,07 - 3553709,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=99481&sid=9934D66C85E13E373F36F127A6BA3C3E,sales@ecotex.com.my,ECOTEX ENTERPRISE SDN BHD
,NO.26 JLN SS 22/25 DAMANSARA JAYA PETALING JAYA 47400 SELANGOR,'2017-08-02,03 - 77294600,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6502&sid=41B4F284330E3A9D01F965A70203A05A,krizng@ngbengtee.com.my,NG BENG TEE SDN BHD
,LOT 1148 MILE 23 JLN SG LALANG SEMENYIH 43500 SELANGOR,'2017-08-02,03 - 87271148,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=31183&sid=220E1615D4D0BB9734EC9A9AA8D75080,ecogreen1148@yahoo.com,ECOGREEN INDUSTRIAL SDN BHD
,"35 JALAN 29 KAWASAN 16, SG RASA INDUSTRIAL ESTATE KLANG 41300 SELANGOR",'2017-08-02,03 - 33427687,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2834&sid=0246C8F5759B846D31DC037809260FFA,info@polymer-resources.com,POLYMER RESOURCES SDN BHD
,"A7/1 BLOCK A, JALAN SELAMAN 1/1 DATARAN PALMA AMPANG POINT 68000 KUALA LUMPUR",'2017-08-02,03 - 42702070,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=63957&sid=64C2C6391787BFD9D108E699CDFDF4A8,michele.onecastle@gmail.com,ONE CASTLE (MM2H) SDN BHD
,NO. 18 JLN PENDAMAR 27/90 SECTION 27 SHAH ALAM 40000 SELANGOR,'2017-08-02,03 - 51924199,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4070&sid=92C63B100DDB5C7D8804E531C1AB1B5B,polytank@malaysiaolefins.com,REFINED POLYMERS SDN BHD
,NO.1 1/2 MILE JLN BATU PAHAT KB 508 KLUANG 86009 JOHOR,'2017-08-02,07 - 7731000,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4722&sid=C177CAA4B59FA3737E57A59FA7DE2EC7,hajeelow@revertex.com.my,REVERTEX (M) SDN BHD
,"913 BLOCK E, PHILEO DAMANSARA 1 9  JLN 16/11, OFF JLN DAMANSARA PETALING JAYA 46350 SELANGOR",'2017-08-02,03 - 51920702,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12016&sid=9C6B99B23D7DADF90FF1ACCDF3BEFC1C,gilani@irmal.com,IRMAL SDN BHD
,SUITE 18-18-C GURNEY TOWER PERSIARAN GURNEY 10250 PULAU PINANG,'2017-08-02,04 - 2262715,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=82429&sid=D996FB27BD5712BB672CE00F5F05A69E,info@hermesrubber.com,HERMES NATURAL RUBBER SDN BHD
,"NO.16 JLN JALAK 2 TMN SRI BAHTERA, 5TH MILE JLN CHERAS 56100 KUALA LUMPUR",'2017-08-02,03 - 91319055,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=10417&sid=0AA6081B4EA30910745BF9C2283196A8,yureka@streamyx.com,YUREKA SDN BHD
,NO.27 JLN 7/3 TMN INDUSTRI SELESA JAYA BALAKONG 43300 SELANGOR,'2017-08-02,03 - 89623163,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=9271&sid=E1E44D3D86B5ED77233947A09BC0DBEF,sales@liewkoon.com.my,LIEW KOON MARKETING SDN BHD
,"LOT 4969, JALAN TERATAI, BATU 6 OFF JALAN MERU KLANG 41050 SELANGOR",'2017-08-02,603 - 33921992,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=2216&sid=75EC1E91F1BE3F92B2A44699A37DBFD4,sales@topglove.com.my,TOP GLOVE SDN. BHD.
,"SUITE 2, JALAN BUNGA KEMUNTING 2/10 SECTION 2 SHAH ALAM 40000 SELANGOR",'2017-08-02,03 - 55110824,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6321&sid=0F615379127AF3142839FF38EE59F865,aricorp_58@hotmail.com,ARICORP SDN BHD
,"600, JALAN 22 TAMAN PERINDUSTRIAN EHSAN JAYA TAMAN EHSAN, KEPONG 52100 KUALA LUMPUR",'2017-08-02,03 - 62720532,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85892&sid=19A6CDAAF718442CA7101E7F54CAB6DE,inquiry@welldone.com.my,WELLDONE & DORMAT (M) SDN BHD
,"PLOT 11 & 12, NON FREE TRADE ZONE BAYAN LEPAS  11900 PULAU PINANG",'2017-08-02,04 - 6447055,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=6692&sid=678E7CCA1DE6859578185ACDFE41F115,zailah.zainal@mpol.com.my,M-POL PRECISION PRODUCTS SDN BHD
,LOT 57 KAW PERINDUSTRIAN SENAWANG SEREMBAN 70450 NEGERI SEMBILAN,'2017-08-02,06 - 6770344,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12769&sid=9A0D394C19AB73B23678F37E8E9412D3,hr@cordage.com.my,CORDAGE INDUSTRIAL ROPE (M) SDN BHD
,"PT 360, JLN TPP 5/1 TMN PERINDUSTRIAN PUCHONG, SECTION 5 PUCHONG 47100 SELANGOR",'2017-08-02,03 - 80615629,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=12084&sid=064C43C6CB5AB8A753FF7E0A58A295A0,chew@colorpigment.com,COLOR PIGMENT (M) SDN BHD
,"A-83,  JALAN 1-B-3 KAW MIEL SG  PETANI PHASE I SG  PETANI 08000 KEDAH",'2017-08-02,04 - 4421222,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=14917&sid=24D3DFDB5995DC3BA85380574396D82C,peipei@kibaru.com.my,KIBARU MANUFACTURING SDN BHD
,"LOT 11, LORONG SULTAN HISHAMUDDIN 3 KAW 20, NORTH KLANG STRAITS INDUSTRIAL AREA PORT KLANG 42000 SELANGOR",'2017-08-02,03 - 31761776,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=3329&sid=04E35B7FA7ACA7AEC0F5D01689AB2B32,evelyn@yongfong.com.my,YONG FONG RUBBER INDUSTRIES SDN BHD
,"LOT 6122, JALAN HAJI ABDUL  MANAN OFF JALAN MERU KLANG 41050 SELANGOR",'2017-08-02,03 - 33924488,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=4034&sid=5EB3CEDDD370C869CF5D9503FEB31626,ratna@lsk.com.my,LSK MATTRESSWORLD SDN BHD
,PLOT 3 KAW PERUSAHAAN SG.PETANI LPK FASA 4 SG PETANI 08000 KEDAH,'2017-08-02,04 - 4413770,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=76667&sid=729DC3CBE7C008DC79048957AD7EA95C,kambata@pc.jaring.my,KBT RESOURCES SDN BHD
,"LOT 7 , JALAN PERINDUSTRIAN BUKIT INDAH 2 PERINDUSTRIAN BUKIT INDAH SUNGAI BULOH 47000 SELANGOR",'2017-08-02,03 - 61519005,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=84218&sid=22724B0B1A5AEF416354C39B5F8E8DA3,info@srielastomers.com,BLUE OLMEK SDN BHD
,"86 JALAN MEGA MENDUNG BANDAR PARK, OFF JALAN KELANG LAMA 58200 KUALA LUMPUR",'2017-08-02,03 - 79848401,http://edirectory.matrade.gov.my/application/edirectory.nsf/profile?OpenForm&id=85646&sid=2026FB449C537448B67913F13D5B1662,sales@shin-yo.com.my,SHIN-YO ENGINEERING SDN BHD
