HREF,CONAME,EMAIL,PHONE,FAX,ADDRESS,PROFILE,FAILMSG 
http://www.thegreenbook.com/companies/tranzplus-engineering-s-pte-ltd/,Tranzplus Engineering (S) Pte Ltd,,+65  67645855,+65  67648236,1 Bt Batok Cres #07-40 WCEGA Plaza S(658064),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Established in 2000, TRANZPLUS ENGINEERING has since grown from a humble company to a Mechanical Power Transmission Specialist in Singapore and Asia Pacific. 

 

 With years of experiences, substantial investment in stock and equipments, We keep large inventories of standard products to allow us to provide prompt delivery to customers worldwide and to keep pace with industry’s needs. 

 

 We provide free design consultation for all mechanical power transmission products: 

 

 - Roller chains & sprocket application 

 

 - Conveyor chains & sprocket application 

 

 - Timing Belt & Pulley application 

 

 - Mechanical Locking System (Power Lock) 

 

 - Flexible Couplings and all mechanical power transmission products. 

 

 We also provide:

 - Free Trouble shooting for all mechanical system and provide reports for our customers. 

- Free Technical Seminar on Power Transmission Product to our customer to enhance their engineers in calculation and sizing of mechanical power transmission product. 

 

 We strongly believed on

 - Co-Existence 

 - Co-Prosperity 

 We will only exist, grow and prosper together with our customer. 


                                        


                                    ",
http://www.thegreenbook.com/companies/tkh-engineering-pte-ltd-/,TKH Engineering Pte. Ltd.,,+65  67494939,+65  62344802,5012 Ang Mo Kio Ave 5 #05-02 Techplace II S(569876),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

TKH Engineering Solution 

is a dynamic company specialized in the field of pneumatic and hydraulic components and systems supply. We serve to provide quality engineering solutions and value added services to our client through our dedicated technical sales team covering the engineeering, manufacturing, electronics, medical, aerospace, oil and gas, shipbuilding and construction industry.

Our core operation is based in Singapore with various supporting arms in Vietnam, Korea, Indonesia, Malaysia and China.

Representing prestigious international leading brands in the pnuematic and hydraulic industries such as SMC, Haskel, Butech, Enpos, Inteva etc.... We strive to be the preferred solution provider for your engineering needs.

Our mission to achieve total customer satisfaction through valuable and effective engineering solution services remains to be the key driving force for our strong continuous growth.

We look forward to be of further service to you.


                                        
                                    ",
http://www.thegreenbook.com/companies/teclite-manufacturing-pte-ltd/,Teclite Manufacturing Pte Ltd,,+65  64412872,+65  64412871,Blk 3013 Bedok Ind Pk E #03-2110 S(489979),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Since its establishment in 1995, 

Teclite Manufacturing Pte Ltd

 was able to create strong foothold on the industry. With our clients from various industries like military, mobile, pharmaceutical, chemical, aerospace and other production sectors, we have effectively set our standards and our own quality measures in selecting only the finest and highly reliable brands in the business. With compliant to the local and international standards, we make sure to serve top-of-the-line industrial solutions in hydraulic, pneumatic and electrical applications.




Through the years, we have been the trusted distributor and major representative of various solutions from Europe, America and Korea. We carry brands like 

AVENTICS

 BOSCH, Rexroth from BOSCH Group, MECMAN, PARKER, Telepneumatic, Schrader Bellows®, Legris Connectic and Atlas Automation. We also offer various electrical components from WATTS, LUCIFER®, Schneider Electric, Telemecanique and Sirai.




We offer the following products:




• Actuators

• Air Preparation Units

• Magnetic Contactors

• Pneumatic & Hydraulic Control Valves

• Pneumatic & Hydraulic Cylinders

• Pneumatic & Hydraulic Cylinders Accessories

• Shock Absorbers

• Solenoid Valves

• Vacuum Ejectors and Suction Cups




Our large ranging stock enables us to deliver at the fastest possible time. We have our highly trained staff to assist you with your enquiries and our well-experienced technical staff will make sure to cover your required attention, so as not to prolong downtime for your production area.


                                        
                                    ",
http://www.thegreenbook.com/companies/techfield-supply-pte-ltd/,Techfield Supply Pte Ltd,,+65  62813610,+65  62813620,10 Kaki Bt Rd 1 #01-14 KB Ind Bldg S(416175),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Techfield Supply Pte Ltd

 is a leading distributor of many reputable products in the Semiconductor, Vacuum, Oil & Gas as well as the Pharmaceutical Healthcare Industry.




We offer the lowest cost-effective solutions to our customers on a 24hr 7 days a week service support basis. Our products are of the highest quality and are stringently tested by many regulatory bodies to meet industrial standards, be it locally or worldwide.




Our Sales and Service support engineers are fully trained to help our customers in their various applications for the respective industries. We also have large inventories to cater to the increasing demands of the market where system uptime is of paramount importance.


                                        
                                    ",
http://www.thegreenbook.com/companies/system-automation-pte-ltd/,System Automation Pte Ltd,,+65  62524624,+65  62525239,Blk 3 Lor 8 Toa Payoh Ind Pk #01-1377 S(319055),,
http://www.thegreenbook.com/companies/noco-reign-s-pte-ltd/,Noco Reign (S) Pte Ltd,,+65  67499966,,71 Ubi Crescent #01-08 Excalibur Centre S(408571),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Noco Reign (S) Pte Ltd

 was established in the year 1985. Our company is the authorized agent for different international engineering brands. We offer a comprehensive range of hydraulic, pneumatic and automation related products and equipment under eminent brands.




Noco Reign (S) Pte Ltd provides effective factory automation solution to diverse industrial sectors around the globe. Our over 30 years of vast experience in the business is the foundation of having a strong network with trusted partners and suppliers who are equally dedicated to delivering the latest products and support to help different sectors in the growth of their businesses.




Noco Reign (S) Pte Ltd main mission and vision is to build and maintain the strong business relationship we have with our customers and be a window to many engineering and automation industrial needs and requirements.




Our team’s strong core values:

• Integrity

• Honesty

• High standard of business ethics

• Quality customer service




Brands we offer:

• Estic

• Horiuchi

• Airmat

• OZC

• New Machine

• AOI

• Clearance

• CEC

• Taiyo

• CKD

• Chia Wang

• Toyooki

• Takeda

• Compact Tool




If you are interested to know more about our products and services, please give us a call or send your inquiries below.


                                        
                                    ",
http://www.thegreenbook.com/companies/hui-wang-engineering-trading-pte-ltd/,Hui Wang Engineering & Trading Pte Ltd,,+65  62967278,+65  62968286,Blk 82 Geylang Bahru #01-2584  S(339690),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Hui Wang Engineering & Trading Pte Ltd

 was established in 27 February 1999. The company deals in manufacturing a wide variety of metal hoses, expansion joints and services, besides that, they also deal with trading of pneumatic and hydraulic components in marine and automation industry.

 




Hui Wang Engineering & Trading Pte Ltd is keen on improving its services and differentiates itself from its competitors by constantly striving for quality service. The management at Hui Wang Engineering & Trading Pte Ltd stresses on value-added service such as personalized after sales technical support to the customers and ensures that staffs are kept abreast with all technological and industrial changes in the world today.


                                        
                                    ",
http://www.thegreenbook.com/companies/hikari-automation-systems-pte-ltd/,Hikari Automation Systems Pte Ltd,,+65  67441529,+65  67441753,1 Ubi View #01-03 Focus One S(408555),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Hikari Automation Systems Pte Ltd

 was established in 1990, wherein it has already become one of the leading providers of automation devices and components in Singapore today. Through the years, it has created a good and lasting reputation around the country, having key principals located in Japan.




Our company is proud to deliver highly competitive products with strong economies of scale directly to our customers. We aim to get full satisfaction by giving the best quality products to be shipped based on the scheduled delivery. We do tri-weekly airfreight and bi-monthly sea shipments coming from our Osaka stock and other dispatch centre towards different manufacturers in Singapore.




We strive hard in making continuous improvement on our service in the field of Automation. We are fully driven, accomplishing our mission;




Mission

“Hikari Automation strives to provide excellent customer service by providing value-added services, cost-effective, professional technical support, and by valuing our customer’s opinions.”




Hikari Automation Systems Pte Ltd, well known trading company and reliable partner which focuses on the prompt delivery of industrial automation systems and other related accessories. We carry popular and quality brands which are greatly used in a wide range of industries.




The following are some of the brands that Hikari Automation Systems Pte Ltd carries:

• Mitsubishi PLC, Servo & Inverter

• Mitsubishi Submersible Pumps

• Yamaha Scara Robots, Pick & Place

• Yamaha Single Axis Robots

• Sankyo Indexer & Torque Limiter

• Apex Dynamics Gearboxes

• Panasonic Sensors

• Tsubaki Chains

• Tsubaki Couplings

• Oriental Motor Speed Control Motor & Rotary Actuator

• Nissei Gear Motor

• SMC Pneumatic Actuator

• Koganei Pneumatic Equipment

• Fuji Seiki Shock Absorbers

• Takigen Machine Element

• NB Linear Bearing

• KHK Stock Gears

• Nitto Kohki Vacuum Compressors




Our company has attained the ISO 9001 certification, proving our excellent quality service as well as better logistics system controls. The implementation of the SAP Business One is the main key of our outstanding supply chain and business operations’ control.


                                        
                                    ",
http://www.thegreenbook.com/companies/cyclect-electrical-engineering-pte-ltd/,Cyclect Electrical Engineering Pte Ltd,,+65  68686060,+65  68686063,33 Tuas View Cres S(637654),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

The 

Cyclect Group

 provides engineering, procurement, construction and project management services for marine and land industries. With offices in eight countries and a staff strength of more than 500, we have become a trusted partner to many global companies since our founding in 1943.




The Group comprises of several subsidiaries and joint ventures, including Cyclect, Aeco, Mecflou and Chemicrete. Together we serve key industrial segments that include marine and offshore, oil and gas, high-technology manufacturing, utilities and infrastructure, process and pharmaceutical, commercial and special events.




We adhere to international quality and safety standards in construction and project management, as shown by our ISO 9001:2008 and OHSAS 18001:2007 certifications. Because we are UL and IECEx certified by Underwriters Laboratories, Inc., clients are assured that the motors and generators that we service can withstand hazardous environmental conditions.




We are a two-time recipient of the TEC Innovator Award, first in 2004 for our role in the research and development of the Singapore Civil Defence Force’s Mobile Ammonia Scrubber project, then in 2005 for the development of the Foreign Object Debris Intelligent Detection and Alarm System (FIDAS). We also received the prestigious Singapore Enterprise 50 Award both in 2009 and 2010.




Our Purpose

We provide a customised cycle of solutions to our clients, revealing a thorough understanding of their value chains.




Our Promise

Providing integrated engineering services for a sustainable future




Our Vision

To become a vertically integrated group providing engineering solutions in Southeast Asia




Our Mission

To achieve cost savings and increase market share, through a systematic approach, by:

• improving Project Management

• Achieving Process Excellence

• Developing Our People


                                        
                                    ",
http://www.thegreenbook.com/companies/airtac-international-singapore-pte-ltd/,Airtac International (Singapore) Pte Ltd,,+65  69337676,+65  68639030,12 Gul Dr   S(629463),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Airtac International (Singapore) Pte Ltd

 is a branch company entirely owned by Airtac International Group which was established in the year 1988. Through years of dedication and hard work, our company developed from a small company specializing in solenoid valves to one of the world’s largest suppliers and manufacturer of pneumatic equipment in the market.




Our field of expertise includes manufacturing of air preparation products, actuators, control components and accessories widely used in electronics, metallurgy, machineries, automotives, ceramics, lighting and textile, medical equipment, environmental protection, food and packaging and other automatic industrial applications.




Some of our products:

• Rodless Cylinder

• Compact Cylinders

• 2/2 way valves

• Pen Cylinder

• Air & Solenoid Control Valves

• Rotary table

• ISO cylinder

• Filter Regulator

• Slide Tables

• PVC Series Pilot no-return valve

• DPS Series digital display pressure switch

• Mechanical Valves

• Angle Seat Valve

• Grippers

• DPC Series mini type no display pressure switch

• Pressure Gauge




Due to our strategic function in marketing and sales as well as excellent manufacturing capabilities in providing the different needs of clients around the world, Airtac International (Singapore) Pte Ltd stands as an effective overseas operating centre of Airtac International Group.




Interested customers can contact us anytime to get complete details regarding our product offerings.


                                        
                                    ",
http://www.thegreenbook.com/companies/applied-modular-automation-pte-ltd/,Applied Modular Automation Pte Ltd,,+65  64845748,+65  64845749,5 Ang Mo Kio Ind Pk 2A #04-20 S(567760),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Set up in 1994, 

Applied Modular Automation Pte Ltd 

is a leading supplier of Press Equipment and Pneumatic components to serve the diverse needs of industries.

We have established strong working relationship with our principal partners from Europe and U.S.A.

Together with our deep engineering know-how, our customers are always ensured of high quality products and excellent technical support.

Applied Modular Automation always strive to enhance our value in the market place with innovative products/services to stay ahead and relevant.

Our Services 




 







Prompt and reliable after sales support to ensure customers' satisfaction




Stocking programme for customers'




Strong in-house technical and engineering support




Personalised automation consultancy 





                                        
                                    ",
http://www.thegreenbook.com/companies/abltron-s-pte-ltd/,Abltron (S) Pte Ltd,,+65  64834867,+65  64830726,20 Ang Mo Kio Ind Pk 2A #06-22/25/26/27 AMK Techlink S(567761),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Abltron (S) Pte Ltd

 was established to provide metal products and other related services to wide range of industries. We are specifically engage in the fabrication of metal machined work pieces, jigs and fixtures, conventional loose tools and other metal products.




Over the years, we have gained the trust of numerous clients from different sectors. Our company continues to improve profitability while maintaining our competitive advantages as we provide in-house designing expertise as well as value-added quality assurance capabilities. In addition, we bring you high quality value-added products which greatly comply with the design, fabrication and assembly specifications of our customers. We ensure to provide competitive pricing without compromising the quality of our products. We also make it a point to continuously improve our business especially on our production equipment and facilities to achieve optimum productivity with excellent quality products as well as to achieve timely delivery.




Together with our dependable manpower, our goal is to exceed the expectations of every client by offering outstanding customer service, increased flexibility, and greater value, thus improving operation efficiency.


                                        
                                    ",
http://www.thegreenbook.com/companies/chang-tai-chiang-hardware-pte-ltd/,Chang Tai Chiang Hardware Pte Ltd,,+65  64810240,+65  64826170,Blk 5054 Ang Mo Kio Ind Pk 2 #01-1117  S(569557),,
http://www.thegreenbook.com/companies/cba-industries-pte-ltd/,CBA Industries Pte Ltd,,+65 62725444,+65 62748732,217 Henderson Rd #02-02 Henderson Ind Pk S(159555),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

CBA Industries Pte Ltd

 

mission is to provide quality products that will lower your manufacturing and production cost. We are fully engaged in the provision of cost efficient industrial products for the metal-working, wood-working, oil and gas, construction and cleaning industries.




History




Jimmy S.T. Lau founded a wholesale abrasive and distribution business in Petaling Jaya in 1975 after securing the exclusive distribution rights to Norton Abrasive Company, U.S.A. in Malaysia. He established the company to provide efficient grinding and sanding solutions to the wood and metal working sector. In 1979, he set up CBA Manufacturing Sdn. Bhd. as a conversion plant to cater to the growing demand of local industries. With this plant, CBA is able to maintain competitiveness and shorten delivery lead time of sanding belts from 3 months to 3 working days.




In 1985, Norton Abrasive Co., U.S.A. awarded him the distribution rights to Singapore, thus United CBA Pte. Ltd. was incorporated that year. The distributorship in Singapore provided the base for him to source more agencies to add to CBA’s portfolio. Ridge Tool Company awarded CBA the exclusive distribution rights in 1989 to distribute their renowned pipe working tools and drain cleaning machines under the brand Ridgid and Ridgid/Kollmann in Malaysia. Their high quality threading machines and pipe wrenches enable us to service several new market sectors namely the oil & gas, piping construction and plumbing.




Through carefully managed expansion programme, he is constantly seeking new agencies and ventures to expand our products and services to meet industries demands, to be industries’ preferred industrial supplier. 




Products & Services




CBA Industries Pte Ltd works with renowned suppliers in the specific field to provide customers with quality products at affordable prices from categories including:




Abrasives for Maintenance, Repair & Overhaul (MRO)

Adhesives, Lubricants & Sealants

Piping & Tubing related Tools

Degreaser & Cleaning Products

Personal Protection Equipment & Clothing

Power Tool Accessories 




Customers




CBA’s diverse customer base is comprised of professionals from businesses and institutions of all sizes, Government customers include technical schools and institutions on the state and national levels. Heavy manufacturing customers are involved in plywood, furniture, metals, plumbing & constructions. Transportation customers are involved in shipbuilding, aerospace and automotive industries. Retailing customers like hardware, general & engineering and automotive aftermarket.




Commercial customers include cleaning & maintenance contractors and hotels.


                                        
                                    ",
http://www.thegreenbook.com/companies/leeden-limited/,Leeden Limited,,+65  62626626,+65  62612688,1 Shipyard Rd   S(628128),,
http://www.thegreenbook.com/companies/betamax-enterprise-pte-ltd/,Betamax Enterprise Pte Ltd,,+65  63580648,+65  63540136,65A Neil Rd S(088897),"
										


											 
										


                                        


                                            
                                        


                                        


                                            We provide reliable welding accessories, safety products, electrical products & machinery for various industries.


We welcome all enquiries and are looking forward to be of service to you.


We offer fast, reliable, customer-oriented service. Whatever your needs our enthusiastic and helpful sales service team is ready to assist you.

                                        


                                    ",
http://www.thegreenbook.com/companies/auweld-international-pte-ltd/,Auweld International Pte Ltd,,+65 62626626,+65 62612688,1 Shipyard Rd S(628128),,
http://www.thegreenbook.com/companies/allalloy-dynaweld-pte-ltd/,Allalloy Dynaweld Pte Ltd,,+65  68978878,+65  68977006,120 Pioneer Rd   S(639597),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Allalloy Dynaweld

 

was formed on 8th January 2008. It is managed by a team of personnel with more than 10 years of experience in the welding market.




 




Our objective

To become a valuable partner in our customer supply chain by providing quality welding consultancy services and solutions, to enhance our customer’s productivity. This can be achieved with our many years of experience and will always recommend processes that reduce wastage and increase welding efficiency.




 




Our mission

Delivering high end filler metals, welding machines, accessories and consumables that enhance our customer’s productivity and throughput.

Increasing their efficiency and reducing cost.

Be our customers and partners preferred partner by providing complete welding solutions.




 




Serving

- Marine, Oil & Gas Fabricators.

- Offshore Pipe Laying Constructors.

- Power Plant And Petrochemical Construction.




To build AllAlloy as the brand that means creativity, reliability, technical superiority, friendliness and honesty to our customers, partners and stakeholders.


                                        
                                    ",
http://www.thegreenbook.com/companies/ad-tools-s-pte-ltd/,Ad-Tools (S) Pte Ltd,,+65  67478261,+65  67430156,520 Sims Ave #01-08  S(387580),,
http://www.thegreenbook.com/companies/victory-hardware-co/,Victory Hardware Co,,+65  62947588,+65  62970893,Blk 681 Race Course Rd #01-291 S(210681),"
										


											 
										


                                        


                                            
                                        


                                        


                                            Victory Hardware Company specializes in Abrasives, Brushes Wholesaler, Cutting Wheels, Diamond Dressers, Diamond Tools, Flap Wheels, Disc Grinding Machines, Hardware Wholesaler, Mounted Wheel & Point Abrasives, Polishing Mop, Sharpening Stones.
                                        


                                    ",
http://www.thegreenbook.com/companies/sma-industrial-pte-ltd/,SMA Industrial Pte Ltd,,+65  65604828,+65  65605083,Blk 2022 Bt Batok St 23 #03-128 Bt Batok Ind Pk A S(659527),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

SMA INDUSTRIAL PTE LTD

 specialize and custom make surface finishing, grinding and polishing products.




We can customize abrasive sanding, grinding & polishing products for workpiece of different contours, materials or finishing requirement for stainless steel fabricators, aluminium, brass, hardened steel, cast iron, paint coating, epoxy flooring, parquet flooring, wood working industries etc.




By using abrasives from renowned manufacturers & being agent for Deerfos, Hermes allow us to make products of high quality.Our company's registered trademarked brands ESTAR & STORM range of abrasive & polishing products are well accepted by customers in Singapore & around the region.




We specialize in making:

• Abrasive Small Flap Mops Wheels

• Abrasive Flap Discs

• Small / Wide Sanding Paper / Cloth Belts

• Flap Wheels

• R-Lock Sanding Discs

• Sanding Discs PSA / Velcro

• Nylon Debur Dish

• Polishing Cloth Mops

• Surface Conditioning Sanding Belts / Disc

• Nylon Debur Mops

• Nylon Bristle Brush / Wheels

• Nylon & Cloth Combi Finishing MopsProducts include:

• Sanding Paper / Cloth Rolls

• Light Debur Wheels

• Hairline Wheels

• CNS Black Discs

• Flexible / Grinding / Cutting Discs

• Nylon Polishing Roll / Pad

• Sanding Air Tools

• General Hardware




We strive to improve, R&D for new products with our customer's needs in mind.


                                        
                                    ",
http://www.thegreenbook.com/companies/chan-man-lee-trading-co-pte-ltd/,Chan Man Lee Trading Co Pte Ltd,,+65  62946338,+65  62914692,75 Rowell Rd S(208011),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Chan Man Lee Trading Co Pte Ltd

 

was founded in the year 1958 by Mr. Chan Chin Ock with the help of his brothers, Peter and Chan Wah. Our company is known as one of the biggest stockist and supplier of different hardware tools in Singapore. With our success and continued growth in this business, we have reached other countries like China, India, Middle East and all over South East Asia.




Chan Man Lee Trading Co Pte Ltd caters to the exact needs of Industrial Engineering and Shipbuilding Industries. Our over 50 years of strong commitment in assuring quality products and services combined with fair pricing and outstanding purchasing and delivery system, made us the trusted partner of eminent brands coming from Germany, USA, UK, Spain, Italy, India and China.




Our Brands:

• Jacobs

• Pferd

• Tapmatic

• Triangle

• Dormer

• Presto

• Volkel

• Taylor & Jones

• V-Coil

• Eclipse

• Hunter and many more




Our product range:

• Cutting tools

• Hand tools

• Precision tools

• Abrasive tools

• Threading tools

• Engineering tools

• Drilling chucks

• Stencils and Punches




Chan Man Lee Trading Co Pte Ltd is always excited to take on any business requirements and needs of clients. Continuously passing on its management legacy to the next generation of well trained and trustworthy employees, the vast range of inventory and excellent fleet of vehicles for local deliveries made us the best choice of supplier for your business.


                                        
                                    ",
http://www.thegreenbook.com/companies/amcoweld-inc-pte-ltd/,Amcoweld Inc Pte Ltd,,+65 67429595,+65 67499595,Blk 1005 Eunos Ave 7 #01-06/08 S(409576),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established in 1995,

 

Amcoweld Inc Pte Ltd

 

started to bring wide range of high quality metal cutting and welding equipment accessories to the industry. Through the years of providing sheer diligence and commitment to our valued clients, we became one of the leading suppliers in the market. With our passion, strength and perseverance, we have achieved our expansion that set up regional offices in Thailand, Malaysia, Indonesia and Vietnam.




We are supported by well-known companies and manufacturers worldwide. These manufacturers that are recognized with world leadership and technical excellence entrust comprehensive range of premium products to our company. These are advanced and high performing machines and equipment which provide cutting and welding solution to various industries. We also have set of manual, automatic, semi-automatic and robotic equipment that can meet the most demanding requirements of our customers.




At Amcoweld Inc Pte Ltd, we bring you large inventory of new and used equipment, welding consumables, spare parts and other accessories. We also introduce to you our friendly and very accommodating customer support personnel who will assist in every sales and technical concern you have. In fact, our commitment to technical excellence and customers’ satisfaction has earned us an “ISO 9001:2008 Quality Management System” award since 2003. Bizsafe Level 3 Certificate was attained in 2013.


                                        
                                    ",
http://www.thegreenbook.com/companies/pnd-hardware-trading-pte-ltd/,PND Hardware & Trading Pte Ltd,,+65  65656233,+65  65666298,13 Gul Link   S(629383),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

PND Hardware & Trading Pte Ltd

 started out as a company in 2003. We are the exclusive distributor for WD-40 in Singapore. We continue to grow as a company and today, we are the authorised distributor of renowned brands such as Araldite, Bahco, Blue-Point, KDS, and 3M in Singapore.




We specialise in general hardware items for the industrial and construction industry such as power tools, tool boxes, storage bins, safety products, safety shoes, cutting tools, hose and fittings, precision and hand tools, engineering tools, industry gloves supply, chemicals and lubricants, painting equipment as well as adhesives.




Currently, we offer over 1,500 products that cover the hardware industry. In addition, we also carry quality and affordable household products.




 




We endeavor to supply products of excellent quality and to satisfy our customers’ needs by providing professional and dependable services. We are also open to collaborating with other businesses as we believe that mutual expertise can be tapped on to aid business growth together.

Why Choose Us:

We are your one-stop hardware supplier who will cater to all your needs.










We provide a wide range of products including tools, saws, lubricants and more.




With more than 10 years in the industry; our clientele is widespread not only in Singapore, but also along in South-East Asian region as well.




We have also gained the trust and support from established organisations as evidenced by the exclusive distributor rights for WD-40 in Singapore.




Our products are of top quality and are priced competitively as well.




We deliver our promises without fail and strive to serve you better.








                                        
                                    ",
http://www.thegreenbook.com/companies/allinton-engineering-trading-pte-ltd/,Allinton Engineering & Trading Pte Ltd,,+65  62960679,+65  62970024,331 Jln Besar S(208983),,
http://www.thegreenbook.com/companies/abraweld-s-pte-ltd/,Abraweld (S) Pte Ltd,,+65  68586841,+65  68586842,1 Up Aljunied Link #08-06 Joo Seng Warehouse Blk A S(367901),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established since 2003, 

Abraweld (S) Pte Ltd

 

has lots of great experiences in the industry of abrasives grinding, cutting disc and welding. Our commitment and dedication are paid off every time we satisfy the needs and demands of our valued customers. We always aim to deliver the most extensive array of products in order to provide solutions for client’s diverse applications.




Our company offers complete range of Abrawheels Grinding and Cutting discs used for various materials on mild steels, stainless steel, duplex and super duplex, and carbon steels. In order to fulfill the growing needs of customers, we provided extensive array of Tmatic® products such as gas welding equipment, welding accessories, twin welding hoses, manual arc welding, welding cables, welding, tig and work gloves, welding aprons and sleeves, cape sleeves and a lot more for numerous engineering and fabrication works.




Abraweld (S) Pte Ltd always strives hard to carry out all customers’ needs and delivery. In the coming years, we will constantly endeavor to supply the most comprehensive and high quality products for the growing demands of the industry.


                                        
                                    ",
http://www.thegreenbook.com/companies/innova-home-deco-pte-ltd/,Innova Home Deco Pte Ltd,,+65  62809909,+65  62803263,9 Little Rd #03-02A MG Bldg S(536985),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

INNOVA HOME DECO provide a total solutions for our customer’s window dressing (curtains/blinds/accessories) needs. Our professional window consultants are able to provide consultation on quality window treatments and window decorating advice. We will beautify your home and your windows with a huge selection of curtains styles and Indoor & Outdoor Blinds. Our styles range from country to contemporary and from traditional to modern and elegant. Our company’s core is providing the excellent service


                                        
                                    ",
http://www.thegreenbook.com/companies/golden-hind-enterprises/,,,+65 62962288,+65 62960631,40 Jln Pemimpin #01-08 Tat Ann Bldg S(577185),,
http://www.thegreenbook.com/companies/s-l-sealing-solutions-pte-ltd/,S & L Sealing Solutions Pte Ltd,,+65 65155686,+65 65675288,50 Bt Batok St 23 #03-10 Midview Bldg S(659578),,
http://www.thegreenbook.com/companies/shan-yang-wood-products-pte-ltd/,Shan Yang Wood Products Pte Ltd,,+65  61007115,+65  63656918,Blk 6 Marsiling Ind Est Rd 1 #01-20  S(739275),,
http://www.thegreenbook.com/companies/gm-2000-pte-ltd/,GM 2000 Pte Ltd,,+65  64471840,+65  64408326,49 Kaki Bt View  Kaki Bt Techpark II S(415973),,
http://www.thegreenbook.com/companies/thrive-city-international-pte-ltd/,Thrive City International Pte Ltd,,+65  63347665,+65  63994510,57 Cairnhill Rd #06-09 Elizabeth Height S(229668),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

The company was established in 1993 and is in the business of procurement of Electrical and Electronic Components and supplying them to the Construction, Industrial Automation, Marine, Oil & Gas, Railway and Telecommunication industries.




Related Companies:




Lionel Pte Ltd

Consultancy in Civil Construction and Supplies to Overseas projects




Ninopaix Networks Pte Ltd

Specialised in Computer networks and telecommunications supply, CCTV and IT services

Design and services including planning and installations, maintenance and repairs to Hardware and software and Network systems.




Kayctan BusinesSolutions Pte. Ltd.

Providing Business Solutions to local and foreign companies relating to licences, permits, corporate compliance, Income Tax matter and sales and purchases and rental of properties.




Lovely Land Enrichment & Tuition Centre Pte Ltd.

Enrichment Centre for Toddlers; foreigners learning English, after and before school care.




 


                                        
                                    ",
http://www.thegreenbook.com/companies/golden-cycle-marketing-pte-ltd/,Golden Cycle Marketing Pte Ltd,,+65  62913939,+65  62971088,40 Jln Pemimpin #01-08 Tat Ann Bldg S(577185),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

Established 29th of June in the year 1991,

 Golden Cycle Marketing Pte Ltd

 is the one stop provider for all your printing, signages and display needs. Our company is an authorized distributor in Singapore for 3M Signage & Digital Print Solutions, 3M Traffic Safety & Security Solutions, Nikkalite (Japan) Retroreflective Products, Oracal Colour vinyl and Orajet print vinyl.




Our eminent brands include the following:-

• 3M

• Oracal

• Orajet

• Nikkalite Retroreflective Products

• Kiwalite

• Transign

• Sihl Digital Imaging

• Gin Asahi

• Goodlite

• Goodfix

• Orofix

• XAAR




Golden Cycle Marketing Pte Ltd provides high quality visual solutions that are used by advertising companies, manufacturing industries and more. Our signages, printing and display products can be used as materials to promote business and give a pleasing first impression to potential customers. Contact us now, to know more details about our services and choose from our huge collection of signages, printing and displays. For immediate orders and quotation request, feel free to send your enquiries below.


                                        
                                    ",
http://www.thegreenbook.com/companies/sb-cleaning-services/,,,+65 64459326,,Blk 139 Bedok Nth Ave 3 #13-198 S(460139),,
http://www.thegreenbook.com/companies/supersteam-asia-pacific-pte-ltd/,Supersteam Asia Pacific Pte Ltd,,+65  65954333,+65  67452440,Blk 3013 Bedok Ind Pk E #04-2128  S(489979),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

SuperSteam Asia Pacific Pte Ltd is Singapore's One-Stop Cleaning-Shop, distributing a wide range of products suitable for every cleaning job. We are a one-stop supplier of professional cleaning products. Everyday, our quality products are used in airports, hotels, shopping malls, factories etc... all over South East Asia. 

 

 We provide more than just excellent products. You get expert advice from our friendly team of specialists who will gladly answer any cleaning questions you might have.


                                        
                                    ",
http://www.thegreenbook.com/companies/timken-singapore-pte-ltd/,Timken Singapore Pte Ltd,,+65  65320900,+65  65320922,51 Changi Business Pk Central 2 #08-06/07 The Signature Bldg S(486066),"
										


											 
										


                                        


                                            
                                        


                                        


                                            

The Timken Company engineers, manufactures and markets Timken® bearings, transmissions, gearboxes, chain, and related products, and offers a spectrum of power system rebuild and repair services around the world. The leading authority on tapered roller bearings, Timken today applies its deep knowledge of metallurgy, tribology and power transmission across the broad spectrum of bearings and related systems to improve the reliability and efficiency of machinery and equipment.


                                        
                                    ",
